# Hubbard model DMRG. This file contains many sizes. nmax=4, μ0=0.0, nsweeps=10, cutoff=[1.0e-8]
# L; J; E; deltaE_g^+; deltaE_g^-; nVariance; Γ; eΓ; C; eC [calculated 2025-02-10T16:33:52.533]
10; 0.1357142857142857; -0.6454262374663173; 0.5302348570336184; -0.1659514132168729; [0.06958497814184272, 0.1288033562231672, 0.13531040726928611, 0.13671426423693345, 0.13708597238439912, 0.1370859275678975, 0.13671425523763525, 0.13531044824234306, 0.1288033413484011, 0.06958497250856244]; [0.5184288884744206, 0.17773322826248902, 0.07185554963697123]; [0.00029054663885763095, 0.00028069788692304987, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.14285714285714285; -0.7128731561456174; 0.5098830673054735; -0.16842557426121818; [0.07664380415742766, 0.14065810619641161, 0.14814641753568414, 0.14986470354942827, 0.15034440092475276, 0.15034439458436322, 0.14986466036177415, 0.14814645355961886, 0.14065809384023842, 0.07664379596007165]; [0.5423759877837911, 0.20197206504302337, 0.08827332868192121]; [0.0003624042019289092, 0.00037352505499319027, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.15; -0.7832632115134697; 0.4901189140767208; -0.17017147144654565; [0.08396839238369302, 0.15271868033237346, 0.16121995428723834, 0.1632777465638089, 0.16387867498089603, 0.16387868414704743, 0.16327770960538657, 0.16121999357098105, 0.15271864677054925, 0.08396838077860902]; [0.5656943928343988, 0.22733140963338594, 0.10668235460915648]; [0.00043987628851380607, 0.00048546397926864897, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.15714285714285714; -0.8565095962200839; 0.4709513350987544; -0.17118581896706342; [0.09154160636409514, 0.16493253529430207, 0.17446227155470773, 0.1768767402257596, 0.1776093456680703, 0.17760936351306134, 0.1768767514255114, 0.17446234187141063, 0.1649324642067389, 0.0915415727328337]; [0.5883319202111165, 0.25360301496035487, 0.1269486585682152]; [0.0005209250346769553, 0.0006024322859201675, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.16428571428571428; -0.9325196001906058; 0.4523837798341068; -0.17147007888661925; [0.09934374434974225, 0.17724516116743438, 0.187802117407875, 0.19058138179980455, 0.19145194058832704, 0.19145196765360883, 0.1905814005918962, 0.18780220413373616, 0.17724507361158293, 0.09934369889831618]; [0.6102369146309079, 0.28053868631083945, 0.14894770861854464]; [0.0006030351639095226, 0.0007333888124222273, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.17142857142857143; -1.0111954044078457; 0.43441434173071247; -0.1710305899969038; [0.10735248504714201, 0.18960173806383684, 0.2011675923702987, 0.20430979696311358, 0.2053201492495491, 0.20532014782629826, 0.20430979115676395, 0.20116769055579642, 0.18960163559281584, 0.10735241319674937]; [0.6313616455466865, 0.30789389197165984, 0.17242719275290885]; [0.0006834777224121193, 0.0008709970210777954, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.17857142857142858; -1.0924340663367795; 0.41703509606968936; -0.16987912206307687; [0.11554176744041322, 0.20194667802218524, 0.2144871697663686, 0.21798057778519575, 0.2191276500914512, 0.21912762924139995, 0.2179805546221092, 0.21448730409524197, 0.20194656481051498, 0.11554166742192717]; [0.651663057602223, 0.33540493020126944, 0.19713459685469814]; [0.0007597043250583496, 0.001011219129576011, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.18571428571428572; -1.1761284851716258; 0.4002321580013941; -0.16803260202944692; [0.1238826603466382, 0.21422486923085393, 0.22769127645538179, 0.23151498058711484, 0.23279125667744816, 0.23279123199551388, 0.23151495713376313, 0.22769144468593816, 0.21422473138705267, 0.12388264834144214]; [0.671105142725428, 0.3628134497744185, 0.22274641558338037]; [0.0008292970565095285, 0.0011476122413650413, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.19285714285714287; -1.2621681469511392; 0.38398619671523715; -0.16551268244517559; [0.1323424443483302, 0.22638230360845446, 0.24071429234235886, 0.24483937400208688, 0.24623346571662985, 0.24623350717354908, 0.24483938382709058, 0.24071429700080604, 0.2263822770916306, 0.13234243907167786]; [0.6896613913796356, 0.38988088732056275, 0.2489502791362]; [0.0008905823649402133, 0.0012782306207181366, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.2; -1.3504399368646673; 0.36827245373013096; -0.16234599724635412; [0.14088521838963375, 0.23836755763047202, 0.25349592653188613, 0.2578877572694531, 0.2593850668036377, 0.25938506076674384, 0.25788776186638795, 0.2534959257298586, 0.23836753144750333, 0.14088523380433238]; [0.7073144419089619, 0.41638201440649564, 0.27541591918526986]; [0.0009427933213806504, 0.0014014208699265804, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.20714285714285716; -1.4408298564298772; 0.35306244728270286; -0.15856252520802538; [0.1494739961233913, 0.25013336159005606, 0.26598351158780176, 0.2706034585755914, 0.2721874105830224, 0.272187424236245, 0.27060348224247144, 0.26598350104869395, 0.25013334045446345, 0.1494740038796757]; [0.7240590852291969, 0.4421301390919357, 0.3018407395769128]; [0.0009853370727499874, 0.0015073328936640376, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.21428571428571427; -1.533223745580008; 0.33832394917092046; -0.15419537125681693; [0.1580702419054787, 0.2616371463675966, 0.27813261459921645, 0.2829403598958613, 0.2845934033275628, 0.2845934207626699, 0.28294036994053706, 0.2781326076360846, 0.26163711709565707, 0.1580702387267009]; [0.7399006990611185, 0.46696653304086483, 0.3279413736435023]; [0.0010183634030003067, 0.0016011139133826032, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.22142857142857142; -1.6275087081855428; 0.32402250580912373; -0.1492794996925273; [0.16663560737774952, 0.2728423990195574, 0.2899079655244847, 0.29486347160397974, 0.2965679876414362, 0.2965680212260873, 0.2948634870822102, 0.28990795955141113, 0.27284236408440865, 0.16663560129949395]; [0.7548553437763532, 0.4907750596114618, 0.35348176131853376]; [0.0010426401575435126, 0.0016797239995504035, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.22857142857142856; -1.7235742734425363; 0.3101224620323588; -0.14385106298366868; [0.17513319216414436, 0.28371927895024474, 0.30128369496609, 0.30634880203436876, 0.3080881172856973, 0.30808812669544094, 0.30634881665194924, 0.30128370041405295, 0.2837192340756285, 0.17513318511346843]; [0.7689485649925217, 0.5134749343056103, 0.37826790438695684]; [0.001059114767095851, 0.0017417789848905318, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.2357142857142857; -1.8213132518972417; 0.29658756236759576; -0.13794656147183737; [0.18352815299348446, 0.2942445546504877, 0.3122429289081019, 0.317382848400545, 0.3191415660185193, 0.3191415513794993, 0.3173828632679525, 0.3122429406355949, 0.29424450625108056, 0.18352814548425445]; [0.7822135797967976, 0.5350191842220904, 0.40215064770791625]; [0.0010691129684748657, 0.0017884949108505175, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.24285714285714285; -1.9206226920818317; 0.28338206254784826; -0.1316017351220342; [0.19178894194817486, 0.30440187333176505, 0.3227770901015956, 0.3279612153628484, 0.3297258584283944, 0.32972592254593924, 0.3279612193096142, 0.3227771055369071, 0.3044018189249622, 0.1917889319944024]; [0.7946897944799496, 0.5553901776165535, 0.4250203420587266]; [0.0010739928796391677, 0.0018216587861842573, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.25; -2.021404537916947; 0.27047146878632056; -0.12485130772755682; [0.19988774815925547, 0.3141812863786879, 0.33288504448168976, 0.3380875234328684, 0.33984658813269975, 0.33984657872339774, 0.3380875172940401, 0.3328850562782295, 0.3141812596584259, 0.19988770350164387]; [0.8064208751994475, 0.5745979265369568, 0.4468155856935851]; [0.0010751044448575006, 0.0018435058068275063, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.2571428571428571; -2.123565852046993; 0.25782268216696824; -0.11772848462779084; [0.20780064516166397, 0.3235784901134158, 0.3425717187861246, 0.3477714375446923, 0.34951563889237725, 0.3495156311558123, 0.34777143047987535, 0.34257173377761396, 0.32357846207262253, 0.20780059485100533]; [0.8174527750071243, 0.5926716575662029, 0.46750061177098157]; [0.0010736934804404857, 0.001854448715839381, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.2642857142857143; -2.2270194171692568; 0.2454048643615634; -0.11026432778753037; [0.21550816260534789, 0.33259426959602645, 0.35184705618930523, 0.3570276540968449, 0.3587498292052409, 0.35874982481761997, 0.35702772737526356, 0.35184701480723257, 0.33259425605900783, 0.21550808175250735]; [0.8278328489895813, 0.6096559241563262, 0.4870726114545006]; [0.0010709895803866477, 0.0018578787409062108, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.2714285714285714; -2.3316834544986262; 0.2331892580690349; -0.10248792479743418; [0.22299446918889665, 0.3412334032730191, 0.36072466654634483, 0.36587429698327134, 0.3675690501322828, 0.36756904520730926, 0.3658743817407588, 0.36072461907900166, 0.341233390643344, 0.22299438306933117]; [0.8376077211111983, 0.6256045956907723, 0.5055525934829733]; [0.001067904067748626, 0.0018532740819970795, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.2785714285714286; -2.4374819270742334; 0.22114963859435033; -0.09442594869812027; [0.23024790538968865, 0.34950415551212166, 0.3692209484737705, 0.374331792571333, 0.37599537508220293, 0.37599540206703974, 0.3743318274065073, 0.3692209467163601, 0.3495041347076122, 0.23024781342765677]; [0.8468231996797574, 0.6405792854454565, 0.5229737270347823]; [0.0010652599433851097, 0.0018432589836135424, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.2857142857142857; -2.544344109126098; 0.20926203184376746; -0.08610293472779063; [0.2372600849921228, 0.357417204849229, 0.3773538681119093, 0.38242162378352207, 0.38405197433723415, 0.38405197658099266, 0.3824216306035306, 0.37735388574855877, 0.3574171827346537, 0.23726004571228665]; [0.8555228900217703, 0.6546458227597594, 0.5393816846931166]; [0.0010638717787581564, 0.0018294577392679843, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.29285714285714287; -2.6522044874733712; 0.19750491323072872; -0.07754121426343463; [0.24402562384655513, 0.36498508639268423, 0.3851424693567942, 0.3901658548353988, 0.39176209139911533, 0.39176209341445256, 0.3901658640835073, 0.38514248877778345, 0.3649850613187946, 0.24402558248307815]; [0.8637478582763125, 0.6678655177832588, 0.5548331459695698]; [0.0010641034039427558, 0.0018130382832702268, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.3; -2.7610026159352214; 0.18585904460193703; -0.06876089014358744; [0.2505420313482626, 0.37222175809923774, 0.3926062418018539, 0.39758657546855547, 0.3991487969148837, 0.3991487285474169, 0.3975865666385521, 0.3926062580255978, 0.37222173217687904, 0.2505419897889237]; [0.8715368838918529, 0.6803056054768408, 0.569387482223783]; [0.0010664997046902585, 0.0017956095744580717, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.30714285714285716; -2.8706824908583846; 0.17430715889925974; -0.05978028942796865; [0.25680874439678647, 0.37914166325874743, 0.3997642549485807, 0.40470485063032613, 0.40623399298630236, 0.40623390618130406, 0.4047048404351423, 0.3997642720283652, 0.3791416343889926, 0.2568087022010688]; [0.8789252603351576, 0.6920247949443912, 0.5830986884941917]; [0.0010711585774911235, 0.0017772008541283271, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.3142857142857143; -2.9811926287960846; 0.1628340892928808; -0.05061575244945349; [0.26282741618335514, 0.38575991469966886, 0.4066353927299762, 0.41154130936538924, 0.41303901434757107, 0.41303905675562524, 0.41154122379362734, 0.4066354286291338, 0.38575978514148224, 0.26282742250375035]; [0.8859461377557267, 0.7030813842690377, 0.5960334188285137]; [0.0010783865273057856, 0.0017587887177161594, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.32142857142857145; -3.0924853497425087; 0.1514262900866461; -0.04128203836847799; [0.26860088197915355, 0.3920913577441809, 0.4132376709972754, 0.4181151417346436, 0.41958338951615204, 0.4195833212397022, 0.41811506369399787, 0.4132377085933632, 0.3920912353457038, 0.2686009035264708]; [0.8926291641402495, 0.7135338994827315, 0.6082381309783862]; [0.001088317482218205, 0.001739209405956939, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.32857142857142857; -3.2045167297570627; 0.1400718710209512; -0.03179242972891494; [0.27413334592972405, 0.3981509006932087, 0.41958835044167064, 0.4244445310365774, 0.4258856667435811, 0.4258856101545889, 0.42444448248965694, 0.4195884284639906, 0.39815074620454394, 0.27413338038511936]; [0.8990017047670589, 0.7234287830250102, 0.6197781936328989]; [0.0011008429739336988, 0.0017226561426857334, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.3357142857142857; -3.3172462461409298; 0.128760516962525; -0.022158791448920745; [0.279430011956771, 0.4039528346997858, 0.425703478680139, 0.4305462583346644, 0.43196289369189245, 0.43196289019945877, 0.4305462603190231, 0.4257035445021988, 0.40395270202203504, 0.27943000755728675]; [0.9050885886454445, 0.7328137887643799, 0.6306984479053968]; [0.0011161361293395141, 0.0017101254637428213, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.34285714285714286; -3.4306363950478787; 0.11748309963419423; -0.012391844513502726; [0.28449663024987437, 0.4095111404880447, 0.43159825101632077, 0.43643607370131665, 0.43783094968832703, 0.4378309448814133, 0.43643607481721935, 0.43159832205474724, 0.409511001043533, 0.28449662540893517]; [0.910912242887966, 0.7417295085000327, 0.6410500923629331]; [0.0011340715780609695, 0.001697301439616514, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
10; 0.35; -3.544652555122359; 0.10623168008328765; -0.00250116649991039; [0.2893396627689977, 0.41483916363064055, 0.4372868382448136, 0.44212835296946085, 0.44350428945379905, 0.44350428309093815, 0.4421283532552618, 0.43728691492557825, 0.41483901732078676, 0.28933965759659575]; [0.9164930733968959, 0.750215692363402, 0.6508777211400594]; [0.0011546369509002528, 0.0016865284405444929, NaN]; [0.0, 0.0, 0.0]; [0.0, 0.0, 0.0]
20; 0.0; 0.0; 1.0; 0.0; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0]
20; 0.007142857142857143; -0.003877321758383623; 0.9722734500993135; -0.013643624777293157; [0.0002040469163159253, 0.00040801055141304055, 0.0004081006239864404, 0.0004081006879754767, 0.00040810068802299426, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880227722, 0.0004081006880225502, 0.00040810068802232813, 0.000408100687976809, 0.00040810062550833415, 0.0004080105452379801, 0.00020404691552211585]; [0.028568508734681072, 2.9137699758168787e-5, 2.904978043186527e-8, 2.8878601916361328e-11, 2.869775535777776e-14]; [1.9472222723696365e-17, 1.9900768256058284e-20, 2.2983120658103433e-23, 5.1089351015641314e-27, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0]
20; 0.014285714285714285; -0.015506526731007497; 0.9439452961977667; -0.027240148121526482; [0.0008157706543675536, 0.0016302096468250316, 0.0016316427940834544, 0.0016316468555552799, 0.0016316468675590112, 0.0016316468675952045, 0.0016316468675952045, 0.0016316468675949825, 0.0016316468675949825, 0.0016316468675947604, 0.0016316468675947604, 0.0016316468675949825, 0.0016316468675958706, 0.0016316468675952045, 0.0016316468675956486, 0.0016316468675607876, 0.0016316468559316455, 0.001631642888356044, 0.0016302092594910889, 0.0008157706018951938]; [0.0571193932527847, 0.00023269691629533598, 9.266739468818239e-7, 3.6796785934269005e-9, 1.4606001864930742e-11]; [1.2018516789897274e-17, 7.423024834580222e-20, 3.590535596786128e-22, 8.271806125530277e-25, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0]
20; 0.02142857142857143; -0.03487926533101726; 0.9159020777769528; -0.04042087696588857; [0.0018339170241737923, 0.003661099607409346, 0.0036682878120328777, 0.00366833344084605, 0.0036683337432852348, 0.003668333745263208, 0.003668333745276753, 0.003668333745276753, 0.003668333745276753, 0.003668333745276975, 0.003668333745276753, 0.003668333745276753, 0.0036683337452763087, 0.003668333745276975, 0.0036683337452638742, 0.003668333743331642, 0.0036683334497695785, 0.003668288833013955, 0.0036610953393945156, 0.0018339163997176389]; [0.08563450375473931, 0.0007830644648553418, 6.999888807976682e-6, 6.23925695674372e-8, 5.559212416998939e-10]; [1.2547699906901524e-16, 5.352087272484239e-18, 6.327001602837289e-20, 6.0923635047330845e-22, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0]
20; 0.02857142857142857; -0.06198154301173586; 0.8881220192897551; -0.053034366759881046; [0.0032564190715136387, 0.006491538875688763, 0.0065139910213771746, 0.006514269877458956, 0.006514276595923185, 0.006514276713543321, 0.006514276715843703, 0.006514276715876566, 0.006514276715877898, 0.006514276715876788, 0.006514276715876344, 0.006514276715876122, 0.006514276715869016, 0.0065142767151935566, 0.00651427669533855, 0.006514275779616829, 0.00651425990597243, 0.006514015574227816, 0.006491573370111858, 0.0032563971733515773]; [0.11409549757699253, 0.00202856167713487, 4.353899403753591e-5, 9.712903690353897e-7, 2.1797687181571515e-8]; [2.5091028289163564e-12, 3.8025326134287286e-14, 1.118249002978123e-15, 3.210522255729059e-17, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0]
