# Hubbard model DMRG. nmax=3, μ0=0.0.
# L; J; E; deltaE_g^+; deltaE_g^-; nVariance; Γ [calculated 2025-02-06T12:59:07.776]
20; 0.25; -4.295478334361013; 0.22882844108886946; 0.14496235572479677; [0.20138916757573389, 0.3146174724653177, 0.3328040101123202, 0.3382193369514095, 0.3407503384276176, 0.34216601085201614, 0.3430194594125471, 0.34354338791286465, 0.34384881716238147, 0.34399020599485186, 0.34399021192563395, 0.34384889983814104, 0.3435435064919352, 0.34301954476192686, 0.34216606778775827, 0.3407505636081005, 0.33821934500725703, 0.33280392571770046, 0.31461722237973055, 0.20138837559720268]; [0.6721587794438492, 0.5287751972311543, 0.4434661861063155, 0.38083420694938314, 0.3294902583834645]
20; 0.275; -5.065322970431807; 0.18609951602592112; 0.11593541781830297; [0.2287643132131284, 0.34548274951610436, 0.3639580878013402, 0.3690238294687118, 0.371306235546911, 0.37256546432122595, 0.37331952124224066, 0.37377959481188405, 0.3740464950825262, 0.37417015742553206, 0.3741702220314569, 0.3740472093548235, 0.3737803044968806, 0.37332061795781346, 0.372567502194018, 0.3713082116899309, 0.3690249916656978, 0.36395877259426523, 0.3454827625099395, 0.22876239153626787]; [0.7171295338971048, 0.5879125012766044, 0.5107988116536978, 0.45334652912633083, 0.40502479138060626]
20; 0.3; -5.860792839738317; 0.14569495943770594; 0.0835381417496297; [0.2529099668570408, 0.37144508971756074, 0.3899724939401905, 0.3945602807009789, 0.396520720825545, 0.3975820747066736, 0.39820755348867864, 0.3985858561977682, 0.39880419677666246, 0.39890496092885863, 0.398905480286611, 0.39880534399929224, 0.39858731192490415, 0.39820908917504005, 0.39758362297535377, 0.39652417442946164, 0.3945630535670954, 0.3899738972612039, 0.3714450100904354, 0.252905734386802]; [0.7510177381088147, 0.6316121655617064, 0.5604985961161939, 0.5073667406191984, 0.4622239946082494]
20; 0.325; -6.676057627029145; 0.10645031760181389; 0.0489871654023224; [0.27363748554829515, 0.39318422861896907, 0.4118485207766369, 0.41600037210576835, 0.4176666570152394, 0.41855028738636313, 0.4190652357296367, 0.4193740409304014, 0.4195516053785129, 0.41963339282196577, 0.4196339500171926, 0.41955330314398065, 0.4193766018085805, 0.4190680904747446, 0.41855348792187486, 0.4176716705105512, 0.4160047003148799, 0.41185124919922456, 0.39318525413746674, 0.2736340974239375]; [0.7773121993960858, 0.664704477443883, 0.5977619018020497, 0.547818274253242, 0.5052808417249312]
20; 0.35; -7.506956528087288; 0.06772024187212988; 0.013004470992580508; [0.29113927759773117, 0.4114641904858283, 0.43050051598463734, 0.43432181616325516, 0.43575427370046604, 0.4365004544298694, 0.43693185368376475, 0.4371889662018418, 0.43733658500507766, 0.43740445354038826, 0.43740562174076913, 0.4373395529731998, 0.43719370952829695, 0.4369375026478448, 0.436507495677515, 0.4357637258433078, 0.43433144195213935, 0.4305072601015947, 0.4114679899975815, 0.29113377602786883]; [0.7983769547007094, 0.6906529780770739, 0.6266312278552952, 0.5789728599239925, 0.5384038689019495]
30; 0.0; 0.0; 1.0; 0.0; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
30; 0.025; -0.07244979750285063; 0.9039988669388985; 0.04460712490238672; [0.002494816248184817, 0.004977142044194194, 0.00499041633907904, 0.004990549439646275, 0.004990551180132474, 0.004990551205744875, 0.004990551206146776, 0.0049905512061538815, 0.0049905512061538815, 0.004990551206154548, 0.004990551206154326, 0.004990551206154548, 0.00499055120615477, 0.00499055120615477, 0.00499055120615477, 0.004990551206155214, 0.004990551206155436, 0.004990551206155214, 0.004990551206155436, 0.004990551206155436, 0.00499055120615477, 0.00499055120615477, 0.004990551206153437, 0.00499055120614722, 0.0049905512057457635, 0.004990551180127589, 0.004990549439487513, 0.004990416338653381, 0.00497714204397437, 0.0024948162480344926]; [0.011208272663061507, 0.0001740699571557696, 2.9662824056274895e-6, 5.136409565334568e-8, 8.914399180462709e-10, 1.5473948958457252e-11, 2.6858295858085647e-13]
30; 0.05; -0.28918703788651046; 0.8074624503398684; 0.08664272888517233; [0.009918176605694273, 0.019637032567549673, 0.019837067323153157, 0.01984485470996744, 0.019845252247230105, 0.01984527518850676, 0.01984527660965174, 0.019845276701902614, 0.019845276708091886, 0.01984527670851599, 0.019845276708546855, 0.0198452767085473, 0.01984527670854752, 0.0198452767085473, 0.019845276708547965, 0.01984527670854752, 0.01984527670854863, 0.019845276708548854, 0.019845276708547077, 0.019845276708543746, 0.019845276708516435, 0.01984527670809122, 0.01984527670190661, 0.019845276609671947, 0.01984527518860313, 0.019845252247435052, 0.01984485471027364, 0.019837067323373425, 0.01963703256773819, 0.009918176605783091]; [0.044329454463388866, 0.0027056406323243093, 0.00018521466458770389, 1.3290137822951898e-5, 9.726528038342025e-7, 7.175364719393212e-8, 5.309916518229999e-9]
30; 0.075; -0.6483023751479884; 0.7130144605581952; 0.12295574088909034; [0.022094181594679574, 0.04318486611658412, 0.04410099087205399, 0.0441772392106099, 0.044185636076237156, 0.044186684681974286, 0.044186825476138614, 0.04418684530594885, 0.044186848195244544, 0.044186848626800446, 0.04418684869245193, 0.0441868487025705, 0.04418684870414746, 0.04418684870439438, 0.04418684870443168, 0.04418684870443146, 0.04418684870439349, 0.044186848704145465, 0.044186848702567616, 0.04418684869242573, 0.044186848626697195, 0.04418684819484531, 0.044186845304538425, 0.04418682547158714, 0.04418668467177289, 0.04418563605867254, 0.04417723918807326, 0.04410099086104213, 0.043184866107065956, 0.022094181592781315]; [0.09783107825345487, 0.013037234422169981, 0.0019455730803491502, 0.0003047700048249193, 4.8789171198293955e-5, 7.883906778493644e-6, 1.2789927629561913e-6]
30; 0.1; -1.1463715252505926; 0.6213243410873122; 0.15304822753241143; [0.03874851310925398, 0.07435721026813624, 0.07687208199047535, 0.07721754593695684, 0.07728116627096004, 0.07729451433255141, 0.07729753223565194, 0.0772982491499219, 0.07729842557395128, 0.07729847015586833, 0.07729848165586395, 0.07729848467120126, 0.0772984854720844, 0.07729848568607567, 0.07729848574000742, 0.077298485739973, 0.07729848568594555, 0.07729848547175888, 0.07729848467042832, 0.07729848165402142, 0.07729847015150959, 0.07729842556413513, 0.07729824912885408, 0.07729753222736946, 0.07729451431351109, 0.07728116625689108, 0.0772175459374087, 0.07687208198405893, 0.07435721024217057, 0.03874851308785088]; [0.1690893271680116, 0.03838331118939458, 0.009726393990010875, 0.00259152917487936, 0.0007099416689770711, 0.00019765575302592035, 5.55507249675641e-5]
30; 0.125; -1.7780998610295735; 0.5343177046151508; 0.17747464531497203; [0.05951941409302319, 0.11150092309492954, 0.11661840350616659, 0.1176125729778954, 0.11787599574137642, 0.11795602451884735, 0.11798230842699198, 0.11799139644965995, 0.11799465621824323, 0.11799585809662627, 0.11799631080018491, 0.11799648418650932, 0.11799655133422537, 0.11799657715806133, 0.11799658598691098, 0.1179965859883203, 0.1179965771626521, 0.11799655134305431, 0.11799648420120912, 0.11799631082255946, 0.11799585812793234, 0.11799465625472938, 0.11799139648960066, 0.1179823084740037, 0.11795602456268828, 0.11787599573992713, 0.1176125730215305, 0.11661840353050956, 0.11150092310197435, 0.05951941411444028]; [0.2542958979977964, 0.08527622881521832, 0.03178795619743349, 0.012438986895358491, 0.005005675272510108, 0.002050900695882753, 0.0008503392220273301]
30; 0.15; -2.535857212963983; 0.4535399465233123; 0.19268430573036222; [0.08394612353621644, 0.15266762677271783, 0.1611508963597177, 0.16324019346161722, 0.1639570065150473, 0.16424127769026375, 0.16436365617180781, 0.16441926777605964, 0.16444553119447036, 0.1644582953231486, 0.16446463386390842, 0.16446782815891847, 0.16446944224086169, 0.16447023238019054, 0.1644705558993529, 0.1644705558688817, 0.16447023228226065, 0.16446944225347937, 0.1644678280903391, 0.1644646338544684, 0.16445829532112222, 0.1644455312958779, 0.1644192678534675, 0.16436365623999172, 0.16424127780215114, 0.16395700664160096, 0.16324019354634767, 0.1611508963872641, 0.15266762681868284, 0.083946123582192]; [0.34836419609695873, 0.15682175952921987, 0.07804065741946209, 0.04067744125515878, 0.021775949059752556, 0.011860915099387522, 0.006538290192810234]
30; 0.175; -3.4091803200262483; 0.3803956177199428; 0.19828107972016173; [0.11142153755447637, 0.1957223817809952, 0.20777232716174532, 0.21122376039918733, 0.21263568716524506, 0.21330976809457436, 0.21366078274689793, 0.21385430641065106, 0.2139653813157596, 0.2140309916623131, 0.2140705038605868, 0.2140944866431691, 0.21410888112054582, 0.214117016905498, 0.21412068790972105, 0.21412069540357637, 0.21411702721211956, 0.21410890080337186, 0.21409450705062638, 0.2140705258790927, 0.21403100120628893, 0.2139653856077799, 0.21385430528533433, 0.2136607849215666, 0.21330978555476343, 0.21263569090637224, 0.21122376481702942, 0.20777232411961255, 0.19572238138832998, 0.1114215376639669]; [0.44488722371841727, 0.25028705243079447, 0.154591549262363, 0.09968856971033598, 0.06588773370171501, 0.04423349615696685, 0.030001439057059837]
30; 0.2; -4.384424171205201; 0.31612556715288864; 0.19307697263581236; [0.1411058029966985, 0.23847148780813288, 0.25360685671014904, 0.25829177644052037, 0.2604255681183758, 0.26156831028983274, 0.2622413330553872, 0.2626611265455281, 0.26293349187622517, 0.2631151180430582, 0.2632377887474875, 0.263320538713981, 0.2633749744178664, 0.26340819943509164, 0.2634241128283592, 0.2634238838403662, 0.26340788363554846, 0.26337499374084894, 0.26332024964939604, 0.2632372123268403, 0.26311418746956816, 0.26293230867390216, 0.26265965716514117, 0.26223991355379117, 0.26156710115770454, 0.26042289368354465, 0.2582909325638525, 0.2536060314736148, 0.23847103018957072, 0.14110525916220562]; [0.5361870932242402, 0.3554900565805409, 0.2566576278954774, 0.19257878739285728, 0.14761035196751682, 0.11458573415425703, 0.08959201223776336]
30; 0.225; -5.444960932938609; 0.2610355222089007; 0.1771979145463547; [0.17179551635500834, 0.2788015866369591, 0.296019560085915, 0.30140975391827407, 0.3039775339139841, 0.3054337518825876, 0.3063440348888926, 0.30694857955565946, 0.3073658201815497, 0.30766179454535325, 0.30786759460798563, 0.30801671502058303, 0.3081176237522416, 0.30818085070771306, 0.30821174256916395, 0.3082120014944598, 0.3081820197332561, 0.3081185141259135, 0.308017258278525, 0.3078689296716115, 0.3076598121452041, 0.30736628514948716, 0.30695016853206636, 0.30634693676161784, 0.30543540752093357, 0.3039754514568507, 0.3014073970069142, 0.29601613287685513, 0.2787994438707724, 0.17179037217318638]; [0.6141790456081636, 0.4555723030148206, 0.36476612624758703, 0.30195185161739463, 0.2543648246612998, 0.21632923095274073, 0.18480808145096145]
30; 0.25; -6.572690406123574; 0.21346194236986182; 0.15257084599945614; [0.2018328323404962, 0.3149105474341727, 0.33309927173291864, 0.3385327679460448, 0.34111023826871123, 0.3425829211920559, 0.3435194777845021, 0.34414976314293355, 0.34459262819092995, 0.3449082785775208, 0.3451380832221902, 0.34530097094746615, 0.3454152180430745, 0.3454877688061706, 0.34552230190813615, 0.3455253861242338, 0.34549169000671154, 0.3454218711860322, 0.3453100614925304, 0.3451482719054695, 0.34492153489307453, 0.34460650765809486, 0.34416592617981756, 0.34353659012863846, 0.3426008102619371, 0.3411200225262534, 0.33853855951256384, 0.33310094913497057, 0.31490545821459204, 0.20181003790127416]; [0.6741689917366924, 0.5357604837265645, 0.45590840126437554, 0.399340013151368, 0.3549162726945687, 0.3177966000002086, 0.28542788853410983]
30; 0.275; -7.751035578931431; 0.17058302723960317; 0.12211539992085996; [0.22953532265678267, 0.3458466025615252, 0.36425752899562447, 0.3692989796725066, 0.37160074827366274, 0.37289380397002625, 0.3737061868092235, 0.3742532674378134, 0.37463214433346836, 0.3749000279030852, 0.3750944228397297, 0.37523624138210554, 0.37533386450576733, 0.3753971906084945, 0.37542851730807203, 0.3754313101349478, 0.37540440672663, 0.37534679946739957, 0.37525357348504373, 0.37511812398351485, 0.37492575422269114, 0.374661519642445, 0.37428403297637547, 0.3737419931565489, 0.37292847694129927, 0.3716264409447534, 0.369320855640477, 0.36427431880970595, 0.34585054144944594, 0.22950069383388527]; [0.7179788999744314, 0.5938191852166663, 0.5225562023319524, 0.47192115196882595, 0.4317132506399054, 0.3975093197995884, 0.36697034864808264]
30; 0.3; -8.967225270013468; 0.13004809898235337; 0.08819867164650752; [0.2539017736496735, 0.371720355628812, 0.39010487764756085, 0.39462346426578754, 0.39656850759737683, 0.3976376081028927, 0.39829511144142793, 0.39873366569012036, 0.39903215974508743, 0.3992452916206697, 0.39939758691675853, 0.3995077594112719, 0.39958612818508876, 0.3996364072890455, 0.3996634476488381, 0.39966840542097226, 0.3996506866807641, 0.3996107664886648, 0.3995408131238043, 0.39943781729307304, 0.3992933892544879, 0.3990893416853831, 0.3987933676892095, 0.3983640436549092, 0.3977078197330759, 0.39663514129107047, 0.3946811288258454, 0.39015601686504886, 0.37174222654398514, 0.2538525465230491]; [0.7503359786099653, 0.6354270957622298, 0.5697369577602126, 0.5231842655531711, 0.48616421699989903, 0.45452229810155675, 0.4260203462449178]
30; 0.325; -10.21230008487164; 0.09050338895761101; 0.0522301417547375; [0.27473501126645505, 0.3932630822039558, 0.411731149889788, 0.41579017346759173, 0.4174150986583638, 0.41828779011657535, 0.4188140598045449, 0.4191606523590994, 0.41939555118611316, 0.41956469142775665, 0.41968112073797625, 0.4197678090628736, 0.4198293134893769, 0.4198690553677875, 0.41989152063414403, 0.41989938291634, 0.41988974938264145, 0.4198623674399602, 0.4198138949780008, 0.4197408893295984, 0.4196318679311979, 0.4194761859229539, 0.41924918947630885, 0.41891031046366267, 0.4183798192278607, 0.41750673783243, 0.41586716402238477, 0.41180448062861763, 0.39329354740131683, 0.2746550273386248]; [0.7751895837646088, 0.6664711739686712, 0.6043538289429204, 0.5604584269059045, 0.5256154483652188, 0.49583040324588723, 0.468957871608969]
30; 0.35; -11.480043193340611; 0.05128699681979754; 0.014958933317830159; [0.2921732763915066, 0.4112381024862899, 0.43006473027687475, 0.4337884182146756, 0.4351680847504804, 0.4359014341969478, 0.436335086361324, 0.436614364318721, 0.43680557318793434, 0.4369446659172469, 0.4370450603923761, 0.4371168652015749, 0.4371690067205425, 0.4372043014887803, 0.43722501761772636, 0.4372339764282167, 0.437230121351339, 0.437212183392913, 0.4371767212599633, 0.43712202173391956, 0.43703947898419404, 0.4369172977388289, 0.4367372043940989, 0.4364659724758624, 0.4360351480565514, 0.435308431928632, 0.4339135971114785, 0.43018332685111194, 0.41129992976776397, 0.29207213778857255]; [0.7950208685228056, 0.6907244089021585, 0.631012147148875, 0.5888776723289578, 0.5554914059522116, 0.5269722934118322, 0.5012473710227886]
40; 0.0; 0.0; 1.0; 0.0; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
40; 0.025; -0.09743409871177677; 0.9039729905235627; 0.04460712509466802; [0.002494816248185927, 0.004977142044193306, 0.0049904163390808165, 0.0049905494396456085, 0.004990551180129588, 0.004990551205744431, 0.00499055120614611, 0.004990551206152771, 0.004990551206153215, 0.004990551206152993, 0.004990551206153437, 0.004990551206153437, 0.0049905512061536594, 0.0049905512061538815, 0.0049905512061538815, 0.0049905512061541035, 0.0049905512061541035, 0.0049905512061541035, 0.004990551206154326, 0.004990551206154326, 0.004990551206154548, 0.00499055120615477, 0.004990551206154992, 0.004990551206154992, 0.004990551206155214, 0.004990551206155658, 0.004990551206155214, 0.004990551206155658, 0.004990551206154992, 0.004990551206155214, 0.004990551206154548, 0.004990551206154326, 0.004990551206153437, 0.00499055120614722, 0.0049905512057457635, 0.004990551180127589, 0.004990549439487513, 0.004990416338653381, 0.004977142043974814, 0.0024948162480344926]; [0.011208272663061496, 0.00017406995715576977, 2.9662824056274866e-6, 5.1364095653345546e-8, 8.914399180462706e-10, 1.5473948958457226e-11, 2.6858295858085733e-13, 4.661513836953631e-15, 8.09018021131414e-17, 1.4040411475800175e-18]
