# Hubbard model DMRG. L=5, N=5, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Check the code.
# J; μ; E; n_variance; <a_i>; Γ; eΓ; C; eC; Re(D); Im(D) where D=FT(C) [calculated 2025-02-13T11:56:27.660 @site  i=3]
0.31026315789473685; 0.103; -1.791132331346447; 0.3915835012265969; 0.00697330883685126; [0.8896267392451076]; [8.439899232075587e-7]; [-0.1523718741822619, -0.10787743285947062, -0.08929354725053493, -0.08191098501485602]; [0.007347583833765979, 0.055750486742758024, 0.060753154206820974, 0.06185356024366715]; 0.08711728872389686; -0.07793562167783466 # SF
0.31026315789473685; 0.108; -1.8161357386915393; 0.39158267477197617; -0.00030228785724748316; [0.8896338496730729]; [2.0912765463116288e-7]; [-0.15237483863769943, -0.10787988928503957, -0.08929560596766185, -0.08191299248854997]; [0.007347494550724505, 0.05575111105402468, 0.06075406290407458, 0.06185441476671458]; 0.0871194051404734; -0.07793676558871483 # SF
0.31026315789473685; 0.113; -1.8411290831509792; 0.3916007437176543; 0.007204955739046033; [0.8896347413509457]; [8.736044095232586e-6]; [-0.15237411279870863, -0.10787620943410156, -0.08929392112118333, -0.08191206481962734]; [0.007339664639453904, 0.05575436140860551, 0.06075389722890487, 0.061853366430540686]; 0.08711557597113932; -0.07793578490618716 # SF
0.31026315789473685; 0.118; -1.8661352203094628; 0.39158190379018687; 0.00250275156105639; [0.8896327303376618]; [7.373164280103425e-7]; [-0.15237432902486484, -0.10787953662173781, -0.0892952869278775, -0.08191277094771335]; [0.0073477537676796675, 0.05575093038094057, 0.06075389805971249, 0.06185415447590639]; 0.08711908766017146; -0.07793647185255635 # SF
0.31026315789473685; 0.123; -1.890943038074058; 0.3916631503323458; 0.04399322479630664; [0.8893402051574149]; [1.7388520081056362e-6]; [-0.1522645381867911, -0.10778705869568832, -0.08920983885597902, -0.08183030021468937]; [0.007347796785826166, 0.05572948628961342, 0.060730672242027675, 0.061830322979725516]; 0.08703455459692486; -0.07790635684402716 # SF
0.31026315789473685; 0.128; -1.9161357422077574; 0.3915821360583769; -0.0002030593797148589; [0.8896336396273955]; [4.771548742663624e-8]; [-0.1523749351528171, -0.1078799058495851, -0.08929562177159887, -0.08191304384621406]; [0.00734782806567702, 0.05575123268535022, 0.06075414753166279, 0.06185444621815037]; 0.08711938563192329; -0.0779368089830798 # SF
0.3121052631578947; 0.033; -1.4566214359459126; 0.3998484920909121; -0.474549302332887; [0.8304719343747489]; [7.604857501563001e-5]; [-0.13862656572445287, -0.09751605282624139, -0.08042453994228957, -0.07377591875598014]; [0.0081534896816871, 0.05162376263894384, 0.05611578688650235, 0.056930978712281886]; 0.07832098618697861; -0.07172276959787624 # SF
0.3121052631578947; 0.038; -1.4791934199226644; 0.39976690175879337; -0.45347965560492703; [0.8452636405952638]; [3.7243166005894915e-6]; [-0.1405951560963786, -0.0986407806003856, -0.08116255960780754, -0.07431542372412801]; [0.007903656557973149, 0.05264616022170459, 0.057285019533139886, 0.05818751487519485]; 0.07905293643829839; -0.07330921190667386 # SF
0.3121052631578947; 0.043; -1.503276351165697; 0.39647168192418114; -0.29969788202937786; [0.8768862952948864]; [9.752263316756545e-6]; [-0.14797495703178953, -0.10422169018106166, -0.08595222958393879, -0.0787147850471023]; [0.007513846695018459, 0.05484379170203071, 0.059750423049331605, 0.060804932863427544]; 0.08380295022393189; -0.0766088573920871 # SF
0.3121052631578947; 0.048; -1.528507150272528; 0.39399973225987095; 0.12553435219941267; [0.8894392055427679]; [7.464825831652508e-5]; [-0.15210903419336463, -0.10765517455827975, -0.08907537503025287, -0.08169603452631731]; [0.007419785131626973, 0.0557055310921086, 0.06071729499103376, 0.0618184072306388]; 0.08690861832446209; -0.07788767431835869 # SF
0.3121052631578947; 0.053; -1.5536379775552445; 0.39352619856753135; -0.04152724713887833; [0.8915728451808239]; [2.336540975824495e-7]; [-0.15287693678904135, -0.10830209541592695, -0.08967062245815338, -0.08226849292993141]; [0.007401536076181168, 0.05585424227472398, 0.0608818830765484, 0.061989305919385]; 0.08749935924996552; -0.07810392567073236 # SF
0.3121052631578947; 0.058; -1.5692218828101379; 0.39969774206207853; 0.4763338255699417; [0.8238344115581717]; [7.492821867486096e-5]; [-0.13805817191557992, -0.09733975298149841, -0.08041564428253911, -0.07385705710203054]; [0.00825623639379114, 0.051148448826825885, 0.0555870779835403, 0.056362656896975234]; 0.07832173009517578; -0.07100663009828251 # SF
0.3121052631578947; 0.063; -1.598295748611478; 0.39862081264271976; 0.39923429382188336; [0.8613287982042542]; [1.6301239758010437e-5]; [-0.14379559702808928, -0.10092846079537435, -0.08304038884638681, -0.07598870086713784]; [0.007680362924117542, 0.053758187355171766, 0.058543919916493936, 0.05953009675376393]; 0.08091684264940308; -0.07500253532718329 # SF
0.3121052631578947; 0.068; -1.6267527101472923; 0.39537238602082736; 0.23705700708051783; [0.8829306620562548]; [2.3830197789839934e-6]; [-0.14987045297741194, -0.1057906336139781, -0.08736676625748364, -0.08005872107051777]; [0.007465715418727085, 0.05524483522077626, 0.06021241206763071, 0.06129251697750845]; 0.08521559680188445; -0.07722418006624217 # SF
0.3121052631578947; 0.073; -1.6447911264437578; 0.39907329207922015; -0.41895250136161377; [0.8566663432890738]; [4.769639404252624e-6]; [-0.142738469853435, -0.10014004374561347, -0.08236941679253808, -0.07537443390679059]; [0.007728615846859844, 0.05342930154706248, 0.05817612249328668, 0.05914142234067439]; 0.08025266125519136; -0.07451231779800598 # SF
0.3121052631578947; 0.078; -1.6785882951169682; 0.39349617016366767; 0.034986136042067684; [0.8916388432406113]; [1.27325686632152e-6]; [-0.15290310407567476, -0.10832250222495034, -0.08969353406893706, -0.08228912604984179]; [0.007403756663474906, 0.0558615660043027, 0.060883904567991406, 0.061993791726579005]; 0.08751994246679323; -0.07810771669052197 # SF
0.3121052631578947; 0.083; -1.7036640371666238; 0.39346707433843897; 0.0009374443782829447; [0.891828920244548]; [3.0629458368428803e-7]; [-0.15297091076181493, -0.10838160515928431, -0.08974412609564147, -0.08233904714828653]; [0.007400579439457827, 0.0558721135129978, 0.06090141688074598, 0.062009881026377674]; 0.08757230766832372; -0.07812972948123577 # SF
0.3121052631578947; 0.088; -1.7272332553364733; 0.3943291774523814; -0.15934588883638443; [0.8879533974857355]; [5.5946073652860304e-6]; [-0.15158122281315148, -0.1072068800593553, -0.08866388664720672, -0.08130152333828461]; [0.007421051776027951, 0.0556069970679034, 0.060605147094232786, 0.061700230729659855]; 0.08649805270935872; -0.07773926420985464 # SF
0.3121052631578947; 0.093; -1.7519826272897905; 0.394375884944697; -0.16234094732568255; [0.8877528847240921]; [1.1285432843959885e-6]; [-0.1515017663944635, -0.10714381189732135, -0.08860620757754423, -0.08124525282849114]; [0.007427188172149552, 0.05558697241579701, 0.06058487476704436, 0.06168085002466976]; 0.08644230807438763; -0.07771404547109514 # SF
0.3121052631578947; 0.098; -1.7780630790007625; 0.39379108473219704; -0.09531805010846214; [0.890481589185822]; [1.1355496316191543e-6]; [-0.15247655329365503, -0.1079641983122795, -0.08935953773462225, -0.08196917898604864]; [0.007405994633063801, 0.05577706158411976, 0.06079646941452987, 0.0619006836841714]; 0.08719054032239232; -0.07799204289356466 # SF
0.3121052631578947; 0.103; -1.8036597662372413; 0.39347181757289085; -0.00762655279592325; [0.8918221252079397]; [1.174499099649082e-7]; [-0.1529678761800236, -0.10837946728633764, -0.0897418557787989, -0.08233675775747212]; [0.0074007037845540274, 0.055871016483575245, 0.0609008216516462, 0.06200938416997521]; 0.08757038656588254; -0.07812909861107002 # SF
0.3121052631578947; 0.108; -1.8286625332741526; 0.3934670639080735; -0.004497191755160493; [0.8918260326087535]; [2.828807475800408e-7]; [-0.15296961593403477, -0.10838051483258386, -0.08974325017782635, -0.08233821077163508]; [0.007400391061687683, 0.05587184472810566, 0.060900973581310504, 0.06200944680706493]; 0.08757137552148336; -0.07812916744192161 # SF
0.3121052631578947; 0.113; -1.8536624004298103; 0.3934680025921189; 0.004402674454699154; [0.8918260462137044]; [2.2935027498696887e-7]; [-0.15296994862076357, -0.1083806653851981, -0.08974327414528276, -0.08233825787152727]; [0.007400362580379354, 0.055872075165541275, 0.060901284669545114, 0.062009690762833636]; 0.08757139935066628; -0.0781295134560325 # SF
0.3121052631578947; 0.118; -1.8786608828022537; 0.3934492142122614; -0.0039464385053780415; [0.8918211075934914]; [1.9335618253928e-5]; [-0.15297182306542859, -0.10837786288763976, -0.08974027893084763, -0.08233535984619231]; [0.007402183757319402, 0.05587799504903813, 0.06090559022158697, 0.0620133334770706]; 0.0875670252069572; -0.07813416562086281 # SF
0.3121052631578947; 0.123; -1.9036640795252566; 0.3934670044288682; 0.00014297300484607478; [0.8918289847924137]; [1.8447594012595847e-8]; [-0.15297093279109913, -0.10838160186040803, -0.08974412602578924, -0.08233905711521655]; [0.007400478844887288, 0.05587213793569813, 0.06090142979422065, 0.06200988031414637]; 0.08757229505559115; -0.07812973905524355 # SF
0.3121052631578947; 0.128; -1.92866408024857; 0.39346701219845914; 0.00011263668151349415; [0.8918289910363688]; [1.6098921828865896e-8]; [-0.1529709347053141, -0.10838160306028742, -0.0897441267709802, -0.08233905799646]; [0.007400476419306411, 0.0558721386734223, 0.06090143084971324, 0.06200988107312046]; 0.08757229576534196; -0.078129740304917 # SF
0.31394736842105264; 0.033; -1.4703069128818531; 0.3924360182273322; -0.2910092984095341; [0.7730917620031428]; [2.42631494338649e-5]; [-0.14064969649915654, -0.10286230520354536, -0.08732022978280361, -0.08153086620217687]; [0.009578023221132471, 0.047673208339769395, 0.05153327352227741, 0.05192080721804092]; 0.08520333314276374; -0.0653607515120192 # SF
0.31394736842105264; 0.038; -1.4909591290733017; 0.39966426991080817; -0.4609271133616986; [0.8092803576540608]; [3.988126746258113e-6]; [-0.1379373788302164, -0.0980628205554979, -0.08152412231393201, -0.07517725243962385]; [0.008642072377696352, 0.050143097759425374, 0.05443129903081645, 0.05510351739285626]; 0.07943284593688038; -0.06940963008578838 # SF
0.31394736842105264; 0.043; -1.5142692272315206; 0.40141739392772724; 0.4576512458918266; [0.845476084425975]; [4.96498735234151e-6]; [-0.1408363117243426, -0.09889123824857425, -0.08140389930920432, -0.07455618678732592]; [0.007963448926834425, 0.052639931645559204, 0.057291683137180346, 0.05819402476384469]; 0.07930188778642558; -0.07331494465260817 # SF
0.31394736842105264; 0.048; -1.5400446446079186; 0.3983291426344142; 0.2990855432450347; [0.8791428269548267]; [6.995304421644211e-5]; [-0.14857588068712874, -0.1047368297673924, -0.08640538337504161, -0.07914392978948663]; [0.007537533911729066, 0.054952225204596264, 0.05989971148508111, 0.06096391211540451]; 0.08426800738155123; -0.07680866318290153 # SF
0.31394736842105264; 0.053; -1.5526131517738524; 0.3937196988756898; -0.31689163150124516; [0.7762658700737117]; [6.24438858006283e-5]; [-0.14023437608907363, -0.10229849712402547, -0.08666142512833866, -0.08081796173014126]; [0.009446467533402543, 0.04784306641205384, 0.051763978675674616, 0.05218473777566271]; 0.08456285932548209; -0.06569960835905592 # SF
0.31394736842105264; 0.058; -1.5909696990322486; 0.3956949745658138; -0.10136840198681643; [0.8924694918172811]; [1.2664508391091812e-7]; [-0.15302502442802549, -0.1084168503428735, -0.0897620201917278, -0.08235053752446006]; [0.007481579963994259, 0.055901594033204334, 0.0609426107501304, 0.06205349056328042]; 0.08759502548465369; -0.07818046535231679 # SF
0.31394736842105264; 0.063; -1.6162192700778366; 0.3953359648877315; 0.0010491891809932138; [0.894001083088814]; [8.149674389345279e-8]; [-0.15356052218569988, -0.10887850433255698, -0.0901886052128973, -0.08276139295089563]; [0.007451760827992484, 0.055990958345973875, 0.06104635827155338, 0.06216284728605571]; 0.08802118672292972; -0.07831962027615333 # SF
0.31394736842105264; 0.068; -1.6412192004988122; 0.3953355517515913; -0.0016835413952754393; [0.8940006145651276]; [3.135881157340254e-7]; [-0.15356033701729777, -0.1088783815326794, -0.09018849984700436, -0.0827612900461215]; [0.007451853053374377, 0.055990885129734685, 0.06104628689012598, 0.06216278203496784]; 0.08802109115245092; -0.07831953179135481 # SF
0.31394736842105264; 0.073; -1.6583109566482088; 0.40019285652341763; -0.3953717799050603; [0.8642887139299312]; [5.48120376647152e-5]; [-0.14454011469578054, -0.10154042829092715, -0.08358143734864283, -0.0764951385375318]; [0.007712157263334716, 0.0539248511191991, 0.0587440274955456, 0.05974602999996566]; 0.0814630857277442; -0.07527064799837968 # SF
0.31394736842105264; 0.078; -1.691218537056351; 0.39533350740066253; 0.0038679862975088443; [0.8939976046653444]; [3.005564522670708e-8]; [-0.15355883632750156, -0.10887760752853796, -0.09018780722503063, -0.08276066424852974]; [0.007452455640217954, 0.05599001207391599, 0.0610455882184198, 0.06216209230611689]; 0.08802056174774056; -0.07831865188418476 # SF
0.31394736842105264; 0.083; -1.7160308453118327; 0.3954564309475901; 0.05730237311483905; [0.8935103919967344]; [4.079856861672345e-6]; [-0.1533815194137313, -0.10872560040631127, -0.09004900104496355, -0.08262612852793223]; [0.0074530084829022136, 0.05595872638981449, 0.061008153463049136, 0.06212431228158277]; 0.08788165660775481; -0.07827020523252516 # SF
0.31394736842105264; 0.088; -1.7411619980126576; 0.3953340079552947; 0.030675515344884954; [0.8938411922719499]; [2.378834947337082e-6]; [-0.15350413252282746, -0.1088309286218141, -0.09014657468267306, -0.08272070782972428]; [0.00746009863525346, 0.05598053117907881, 0.06103250091457381, 0.062149143383472424]; 0.08797869150918006; -0.07830142499410293 # SF
0.31394736842105264; 0.093; -1.766219250536191; 0.3953348656057736; -0.0007925187483385745; [0.8940003927772056]; [8.703003848140895e-7]; [-0.15356039227471857, -0.10887840630455223, -0.09018855846958375, -0.08276134783873147]; [0.007452120711377855, 0.05599094263533712, 0.06104628564062561, 0.06216278193589694]; 0.08802112368559925; -0.07831950948330056 # SF
0.31394736842105264; 0.098; -1.7912192763142685; 0.39533568651911; -0.0005846034769066687; [0.8940010703986395]; [2.615013802108952e-7]; [-0.15356051445711533, -0.10887851538982074, -0.09018862430104327, -0.08276140762130764]; [0.007451820062109741, 0.05599093815823745, 0.06104633470336521, 0.062162831991131894]; 0.08802120896593582; -0.07831959425300755 # SF
0.31394736842105264; 0.103; -1.8162192987960566; 0.3953360347216537; 0.00018108900737488174; [0.8940012922619949]; [2.1589484835419756e-8]; [-0.1535605989077958, -0.10887856273274414, -0.09018865372615724, -0.08276144204580009]; [0.007451727826921746, 0.05599097909495083, 0.06104638446328547, 0.062162869454494854]; 0.08802123433813405; -0.0783196523625638 # SF
0.31394736842105264; 0.108; -1.8412113140742155; 0.39534232796123714; -0.00992071304602312; [0.8939884230037276]; [1.0294866640483308e-6]; [-0.15355487453020042, -0.10887339335179706, -0.09018441796634145, -0.08275718149236239]; [0.007449533292291725, 0.055990163228040846, 0.061044697763539844, 0.06216142672105326]; 0.08801671093279928; -0.07831771141432771 # SF
0.31394736842105264; 0.113; -1.8662192974876581; 0.39533600218615805; 0.00021117892263301452; [0.8940012585000799]; [4.72389992214783e-8]; [-0.1535605942804701, -0.10887855781861942, -0.09018864919405478, -0.08276143704238827]; [0.0074517331251479964, 0.05599097973794636, 0.061046384445068, 0.06216287000171224]; 0.0880212296720373; -0.07831965249569593 # SF
0.31394736842105264; 0.118; -1.8912193012117156; 0.39533602960013936; 1.3619519581714474e-5; [0.8940012963476529]; [2.7446858651513416e-8]; [-0.15356060217178083, -0.10887856316888418, -0.09018865468645362, -0.08276144340413898]; [0.007451726687972222, 0.05599098253006578, 0.06104638619439746, 0.06216287049004319]; 0.0880212340394982; -0.07831965386684962 # SF
0.31394736842105264; 0.123; -1.9162193009540864; 0.39533603292731545; -3.01905008547022e-5; [0.894001296787141]; [1.3590489675784576e-8]; [-0.15356060443944688, -0.10887856479652169, -0.09018864796368072, -0.08276144232840105]; [0.007451715092253212, 0.05599098229632857, 0.06104639610004618, 0.062162872389854115]; 0.08802122954912103; -0.0783196619548639 # SF
0.31394736842105264; 0.128; -1.941219301217485; 0.39533602882097685; -8.040215563634738e-6; [0.894001296528155]; [3.0074639577235256e-8]; [-0.15356060259384116, -0.10887856304957197, -0.09018865413260357, -0.08276144338501082]; [0.007451725416048801, 0.055990983093865646, 0.06104638710606618, 0.06216287064697562]; 0.0880212333703856; -0.07831965454185977 # SF
0.3157894736842105; 0.033; -1.4788046741493; 0.3972294970831103; 0.03556947413380732; [0.8959620589854431]; [3.439470371546331e-6]; [-0.1540749338590867, -0.10931234572066481, -0.09057527885955272, -0.08312829985390759]; [0.007502864391902027, 0.056094750673586574, 0.06117462001045517, 0.06229842849394393]; 0.08841265491262779; -0.07848763015201263 # SF
0.3157894736842105; 0.038; -1.503373530417955; 0.4013035646498051; -0.36722470747110253; [0.8716725080386443]; [6.292376504476826e-7]; [-0.14645535607597449, -0.10305296165253365, -0.08490477383313258, -0.07773401682737748]; [0.0076950578672052, 0.05442294765331961, 0.05931471161146618, 0.06034498796421745]; 0.08278267604673702; -0.07602511465698594 # SF
0.3157894736842105; 0.043; -1.5287656308350126; 0.39733463932739155; -0.06521539173747294; [0.8955197597308947]; [2.5348783184855955e-6]; [-0.1539141479009308, -0.10917596534727529, -0.09044916495866845, -0.08300665536235632]; [0.007505233138602311, 0.05606467253469474, 0.06114155318731952, 0.06226422338842249]; 0.08828756839250262; -0.07844436992400931 # SF
0.3157894736842105; 0.048; -1.5456898178370908; 0.4005562875965645; 0.45418752280393493; [0.8074394430593397]; [8.864732782598025e-6]; [-0.13838886344873008, -0.09864798473071, -0.08215090058494466, -0.07583424656245466]; [0.008747652643278913, 0.04998935512137099, 0.05427529135088208, 0.054931744145065665]; 0.08007078920310175; -0.06918971878074795 # SF
0.3157894736842105; 0.053; -1.5745303484323787; 0.4022312929505165; -0.40869614030477674; [0.8634391405701267]; [4.252097681915991e-5]; [-0.14442686912197908, -0.10149527496264388, -0.0835509032739944, -0.07647704975295207]; [0.007769755254565356, 0.05384570241348778, 0.05867194158997997, 0.05966826829028126]; 0.0814424378811975; -0.07517155553223455 # SF
0.3157894736842105; 0.058; -1.6038010134373382; 0.3971893582829473; 0.0013235434637769313; [0.8961506248509619]; [9.818091933489014e-8]; [-0.15414390516017334, -0.10937075250539159, -0.0906291647667837, -0.08318015197672604]; [0.007501600187654709, 0.056107765675598, 0.061189022922837635, 0.062313431269485686]; 0.08846616511746047; -0.07850656876317766 # SF
0.3157894736842105; 0.063; -1.6249100743385756; 0.40060004468874033; 0.3318968719031442; [0.8770689939484448]; [1.5565206501486247e-5]; [-0.14792393355249317, -0.10422307017494019, -0.08594214376589862, -0.07870640391329328]; [0.007646687348972637, 0.054788944099787275, 0.0597264880509102, 0.0607819973424848]; 0.08381426409922892; -0.0765750415466926 # SF
0.3157894736842105; 0.068; -1.6518257397305165; 0.39884080869823446; -0.22664343031482695; [0.8880176840378236]; [2.2108816554263905e-5]; [-0.15129710866998292, -0.1069843313567587, -0.0884379841812578, -0.08107759434378317]; [0.007547654790452346, 0.05554018279845397, 0.06056322297243704, 0.061661272092724435]; 0.08629224205627367; -0.07768399602466874 # SF
0.3157894736842105; 0.073; -1.6783883422486467; 0.397464307800554; -0.09688827456075402; [0.894732195981111]; [2.184251546342546e-5]; [-0.15362017522242022, -0.1089296712824519, -0.09022656264663137, -0.08279190820084292]; [0.007511114962746053, 0.05600590041130528, 0.06107256235122375, 0.06219461461385926]; 0.08806542633096479; -0.07835509631692354 # SF
0.3157894736842105; 0.078; -1.7011431437306082; 0.3988936157109204; 0.22829276833053005; [0.8878891780196807]; [1.7943894518864502e-5]; [-0.1512393176983888, -0.1069486915443583, -0.08840810219790779, -0.0810472039936625]; [0.007545302804952529, 0.05551259817036877, 0.0605373080385563, 0.0616392545650668]; 0.08626648333700596; -0.07765455211806489 # SF
0.3157894736842105; 0.083; -1.7232197315153692; 0.40011757879257037; -0.30410698938116953; [0.8804769387571293]; [3.1548939612907015e-5]; [-0.14890889677113336, -0.10501600921249711, -0.08665235576574912, -0.0793758181494299]; [0.007599845830538828, 0.055023466970648915, 0.05998754064696047, 0.06105858774281164]; 0.08451910808496704; -0.07692377219544264 # SF
0.3157894736842105; 0.088; -1.7537977678243584; 0.3971917135455312; 0.007359457828834641; [0.8961427106692716]; [5.152545594277749e-7]; [-0.15414102035758678, -0.10936818561854532, -0.09062687664359553, -0.08317792980643939]; [0.007501346533207775, 0.05610736342477489, 0.061188410094550956, 0.06231281752188497]; 0.08846381547324239; -0.07850577470924386 # SF
0.3157894736842105; 0.093; -1.7785207392861664; 0.39734700467030204; -0.06557061070240686; [0.8955168719864564]; [1.2404440092047362e-6]; [-0.15391105962070828, -0.10917391208541039, -0.0904469340726718, -0.08300438780256439]; [0.007501855167879661, 0.05606319661512053, 0.06114075237907779, 0.06226356823151055]; 0.08828575748965985; -0.07844369377734083 # SF
0.3157894736842105; 0.098; -1.8036456122978695; 0.3972715516173182; -0.04668503384490877; [0.8958348722819813]; [1.0256276424837824e-5]; [-0.15403372067987753, -0.10926860281484439, -0.09053613308476513, -0.08309119528960768]; [0.007492498421005007, 0.05609729537040995, 0.06117082677307227, 0.062292677717055496]; 0.08836979807507997; -0.07848102050120628 # SF
0.3157894736842105; 0.103; -1.828789556792516; 0.39721599955917153; 0.00639904965924943; [0.8961629364190081]; [4.875205975944978e-6]; [-0.15414520660408385, -0.10937463774512843, -0.0906325977956493, -0.0831825164415084]; [0.007501899205906777, 0.0561045075007949, 0.06118732797793352, 0.06231322932227356]; 0.08847095289304333; -0.07850582357313159 # SF
0.3157894736842105; 0.108; -1.8538010465382069; 0.3971893414621466; 0.00033535873705088306; [0.8961508820265464]; [8.642987673888627e-8]; [-0.1541440027464415, -0.10937083071820267, -0.09062923259979433, -0.08318022024091434]; [0.007501582187752758, 0.05610778848039105, 0.061189051124331754, 0.06231345536971029]; 0.08846623202040262; -0.07850660275122642 # SF
0.3157894736842105; 0.113; -1.8685452693871174; 0.400517132933925; 0.31663985123124494; [0.8788035842472695]; [4.246984608781339e-5]; [-0.14836827481069148, -0.10458207684406108, -0.08626098970332127, -0.07900115652684883]; [0.007614695378140813, 0.05489228941367391, 0.05984599090420709, 0.06091506565700074]; 0.0841342658107937; -0.07674091468775739 # SF
0.3157894736842105; 0.118; -1.903801056996917; 0.39718942901394727; -1.698645546302348e-5; [0.8961509496595641]; [2.705219714941837e-8]; [-0.15414402542379108, -0.10937084395634332, -0.09062924344388867, -0.08318023090714914]; [0.007501558339575052, 0.056107798899869235, 0.06118906117725918, 0.062313464357018]; 0.08846624119960576; -0.07850661558166049 # SF
0.3157894736842105; 0.123; -1.9288010564126203; 0.3971894468456172; -7.826034617909216e-5; [0.8961509541505797]; [5.897252751461017e-9]; [-0.15414402611602895, -0.10937084673206686, -0.09062924396591533, -0.08318023099574892]; [0.007501557034871382, 0.05610779624758103, 0.06118906207122858, 0.062313465655441505]; 0.08846624362624961; -0.07850661748044425 # SF
0.3157894736842105; 0.128; -1.9538010095158622; 0.3971886928561523; -0.000595382018747658; [0.8961504920657807]; [4.876244247471102e-7]; [-0.1541438919324327, -0.10937075571994867, -0.09062918981517892, -0.08318018518122117]; [0.0075017667305415005, 0.05610775520707605, 0.0611889893914768, 0.06231339225177064]; 0.08846618180951257; -0.07850651176988921 # SF
0.31763157894736843; 0.033; -1.4914283736660001; 0.39982617626321937; 0.16027000906426703; [0.8943325570454691]; [1.1223657778027038e-5]; [-0.15330992502723778, -0.1086668639405279, -0.08996852034034389, -0.08254086465353175]; [0.007571362213837545, 0.05595169980311954, 0.06102954197251731, 0.062148698169226864]; 0.08781749941931433; -0.07829598663098378 # SF
0.31763157894736843; 0.038; -1.5163398206107412; 0.39947377711403376; -0.11977137591483007; [0.8961028531376318]; [3.243039342748623e-7]; [-0.15393485647133204, -0.10919324577999463, -0.0904529850486746, -0.08300586470501313]; [0.0075618867024537535, 0.05607320993150685, 0.06116366002278099, 0.06228903112482663]; 0.08829848410035035; -0.0784727286955886 # SF
0.31763157894736843; 0.043; -1.5335934593748597; 0.3973140335270422; -0.3570451010198857; [0.7848489757387989]; [9.993825886681473e-6]; [-0.14033262735966393, -0.10187812970251889, -0.0860019388037607, -0.08003031512941314]; [0.009335448780500036, 0.04847021758786307, 0.05248315967579456, 0.05296254697022765]; 0.08390227416631554; -0.066682697867115 # SF
0.31763157894736843; 0.048; -1.5664032356005748; 0.3990379317585766; 0.018644582905594658; [0.8982257864909531]; [7.746063854814858e-7]; [-0.15470172213797306, -0.10984184161484067, -0.09105041220641304, -0.08358068385194363]; [0.0075489627904120294, 0.056218943638109864, 0.06132559523550358, 0.06245740308399651]; 0.08889193446824471; -0.07868545198337423 # SF
0.31763157894736843; 0.053; -1.5853165720235851; 0.40436874907229803; 0.44320783403582936; [0.8556866380415682]; [9.97828499840026e-6]; [-0.1429485690641833, -0.10047593332766615, -0.08272515120526523, -0.07575079179211605]; [0.007940259332008362, 0.0532913345949138, 0.058057236442505974, 0.05901308108929823]; 0.08063097161152717; -0.07434253190335409 # SF
0.31763157894736843; 0.058; -1.6107560721645777; 0.40367731373325033; 0.4025550089866665; [0.8668590700824412]; [4.2942520968987047e-7]; [-0.1452969417197267, -0.10219222759842359, -0.08416240773861743, -0.07705050336223868]; [0.007803391283241152, 0.05406289497935111, 0.05892434070002299, 0.05993399143386094]; 0.08205492778203467; -0.07550388212890852 # SF
0.31763157894736843; 0.063; -1.6403642168557286; 0.3999990610851729; -0.176449125539524; [0.8934652532500074]; [2.1146961615336932e-6]; [-0.15300749185593923, -0.10841280247442407, -0.08973516720853691, -0.08231671137956777]; [0.007575596978486288, 0.05589201416414148, 0.060963520192136376, 0.06208007389520689]; 0.08758589688689167; -0.07820936597102959 # SF
0.31763157894736843; 0.068; -1.6663035941617987; 0.39907931525640117; 0.04057524278229186; [0.8980462115735676]; [4.4772696763804765e-5]; [-0.1546401520845907, -0.10978267098504603, -0.0910052489108907, -0.08353406693631804]; [0.007560353620338248, 0.05621689752627853, 0.061307292401449796, 0.06244316813579907]; 0.08884095816156679; -0.0786629973997624 # SF
0.31763157894736843; 0.073; -1.687989871526372; 0.40129468012139413; -0.26697479760001747; [0.8867057963597333]; [7.368263729094451e-5]; [-0.15075446244685917, -0.10654115761345125, -0.08802472537511175, -0.08068029398606841]; [0.00759860278781941, 0.055421038141898256, 0.060445206749970594, 0.061539187759531974]; 0.08588983303651365; -0.07752818033336825 # SF
0.31763157894736843; 0.078; -1.7151180807260986; 0.3998175835675917; -0.15900393454910217; [0.8943916519625694]; [1.5782726736088235e-5]; [-0.15333456226386957, -0.10868318831048658, -0.08998275106751835, -0.0825541029405165]; [0.007566781697140842, 0.05596173152230267, 0.061038965588685996, 0.06215810998362436]; 0.08783051483169146; -0.07830805828867664 # SF
0.31763157894736843; 0.083; -1.7413547568904266; 0.3990588706635161; 0.030327325938115626; [0.8981415236194863]; [1.213220778194076e-6]; [-0.15466992674278057, -0.10981516477617, -0.09102700691907403, -0.08355755096688813]; [0.007549279579331528, 0.056212644409992435, 0.061317317021622526, 0.062449852267229725]; 0.08886839094925689; -0.0786752904770361 # SF
0.31763157894736843; 0.088; -1.7662567852866884; 0.39910633633719383; -0.0501211084205849; [0.8979002681054645]; [3.945852960560716e-6]; [-0.15458371265852294, -0.10974145452553268, -0.0909580021636978, -0.08349158503210372]; [0.0075510510518824025, 0.05619725683317812, 0.06130106000032931, 0.06243202907320563]; 0.08879995829612788; -0.0786532675218175 # SF
0.31763157894736843; 0.093; -1.791409003796197; 0.3990274161696241; -0.00018338401986031536; [0.8982783212334469]; [1.4092330242377509e-8]; [-0.15472128472759258, -0.1098584972784781, -0.0910659314574786, -0.08359545026938937]; [0.007549963139987693, 0.056222621222613296, 0.061329494863963704, 0.062461706978929776]; 0.08890735627444882; -0.07869068138072366 # SF
