# Hubbard model DMRG. L=10, N=10, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Check the code.
# J, μ, E, n_variance, <a_i> [calculated 2025-02-12T15:48:24.307 @site  i=5]
0.026923076923076925, 0.717948717948718, -7.205550065091012, 0.005789388183013777, 0.0023179233794270396 # MI
0.026923076923076925, 0.7435897435897436, -7.46192876058284, 0.005787477847249534, -0.0020518084257629297 # MI
0.026923076923076925, 0.7692307692307693, -7.718354638898486, 0.005786012900959481, -0.0005579819304253624 # MI
0.026923076923076925, 0.7948717948717948, -7.97478633401142, 0.005786811875373665, 0.0013137808019429325 # MI
0.026923076923076925, 0.8205128205128205, -8.2273092371477, 0.0068396615064973965, 0.04220975053456512 # MI
0.026923076923076925, 0.8461538461538461, -8.45170268095497, 0.05140209587214861, -0.16525568825270934 # MI
0.026923076923076925, 0.8717948717948718, -8.714326090006244, 0.009367366343940198, 0.07457390637396889 # MI
0.026923076923076925, 0.8974358974358975, -8.980727682731708, 0.1304433986801694, -0.3663653542841576 # MI
0.026923076923076925, 0.9230769230769231, -9.29355830016708, 0.16567262054622822, -0.1973735467717884 # SF
0.026923076923076925, 0.9487179487179487, -9.620205541199942, 0.23007951428431528, 0.04606566415227269 # SF
0.026923076923076925, 0.9743589743589743, -9.974154961778257, 0.2471698828154547, -0.14303762599937098 # SF
0.026923076923076925, 1.0, -10.353084398770312, 0.2566325180918585, 0.21581772871783744 # SF
0.035897435897435895, 0.0, -0.21626326793196818, 0.22918650175969602, -0.06877728238092363 # SF
0.035897435897435895, 0.02564102564102564, -0.37268649040135504, 0.23544108398778074, 0.2587110072613969 # SF
0.035897435897435895, 0.05128205128205128, -0.5589824281501006, 0.07986305341157018, 0.20126145943535018 # SF
0.035897435897435895, 0.07692307692307693, -0.7494543881506132, 0.012636830584973002, -0.012511122108405806 # MI
0.035897435897435895, 0.10256410256410256, -0.9132230357514994, 0.25484911719783365, -0.17828566108367416 # MI
0.035897435897435895, 0.1282051282051282, -1.314543803262496, 0.01053009855850684, 0.007902697442915099 # MI
0.035897435897435895, 0.15384615384615385, -1.476906289726029, 0.015250327797388219, -0.07504085900362908 # MI
0.035897435897435895, 0.1794871794871795, -1.8377170745469797, 0.013778417000788523, -0.06883707184110159 # MI
0.035897435897435895, 0.20512820512820512, -2.0033671398452007, 0.012003678269499773, -0.0386947429259303 # MI
0.035897435897435895, 0.23076923076923078, -2.353778015832873, 0.010465361466772238, 0.016157618556566968 # MI
0.035897435897435895, 0.2564102564102564, -2.610351718023902, 0.010306078773548721, 0.006049269793412295 # MI
0.035897435897435895, 0.28205128205128205, -2.866821920047649, 0.010268496514188374, -1.6884443136000008e-5 # MI
0.035897435897435895, 0.3076923076923077, -3.1232333618554398, 0.010268193303307083, -0.00012615280939286752 # MI
0.035897435897435895, 0.3333333333333333, -3.3796295536873036, 0.010268439777767702, 3.667570768190051e-5 # MI
0.035897435897435895, 0.358974358974359, -3.636053818756319, 0.01026964943200459, 0.00014822754738056068 # MI
0.035897435897435895, 0.38461538461538464, -3.892464184043569, 0.010268500990944673, 2.750811621392331e-6 # MI
0.035897435897435895, 0.41025641025641024, -4.148874446821229, 0.010268505709420728, -2.5718110842343767e-9 # MI
0.035897435897435895, 0.4358974358974359, -4.405284703233609, 0.010268505745609113, 3.0862534704688525e-10 # MI
0.035897435897435895, 0.46153846153846156, -4.661694959644103, 0.010268505683695084, -8.342479475550605e-11 # MI
0.035897435897435895, 0.48717948717948717, -4.9181052160543315, 0.010268505690762986, 2.3266411116130398e-9 # MI
0.035897435897435895, 0.5128205128205128, -5.174515472464622, 0.010268505615071977, 4.045341525974938e-8 # MI
0.035897435897435895, 0.5384615384615384, -5.430925728470732, 0.010268505165300645, 5.900212422898602e-7 # MI
0.035897435897435895, 0.5641025641025641, -5.687335985285159, 0.010268505696387598, -1.1381157560202923e-9 # MI
0.035897435897435895, 0.5897435897435898, -5.943746241452277, 0.010268505647426762, 1.8098889044965358e-6 # MI
0.035897435897435895, 0.6153846153846154, -6.200156498105505, 0.010268505765916203, 4.3629945596228775e-8 # MI
0.035897435897435895, 0.6410256410256411, -6.456559175155493, 0.010268059227481419, 6.584603876849149e-5 # MI
0.035897435897435895, 0.6666666666666666, -6.712975886896085, 0.010268584016759341, 0.0001265681726968386 # MI
0.035897435897435895, 0.6923076923076923, -6.969387262164449, 0.010268509155122008, 3.20875788470045e-5 # MI
0.035897435897435895, 0.717948717948718, -7.22578100890299, 0.01027021953491114, 0.0033094528256475734 # MI
0.035897435897435895, 0.7435897435897436, -7.482094152695471, 0.01027808837445865, 0.004234129217901047 # MI
0.035897435897435895, 0.7692307692307693, -7.7384817890767055, 0.010295680858754874, 0.00834655879339376 # MI
0.035897435897435895, 0.7948717948717948, -7.993896063869959, 0.010459816251271903, -0.01568870910725438 # MI
0.035897435897435895, 0.8205128205128205, -8.243758900549475, 0.02270093313954491, -0.1634822657172887 # MI
0.035897435897435895, 0.8461538461538461, -8.482770546863911, 0.09458676545298617, 0.3475688429472924 # MI
0.035897435897435895, 0.8717948717948718, -8.752406477185966, 0.16365856120085343, 0.3340495443543998 # MI
0.035897435897435895, 0.8974358974358975, -9.068793449835947, 0.1715540339485948, 0.04727794047443588 # SF
0.035897435897435895, 0.9230769230769231, -9.392280758524118, 0.23306402186836062, 0.009342117192492972 # SF
0.035897435897435895, 0.9487179487179487, -9.735719543913751, 0.2500653775332522, 0.20529323161788615 # SF
0.035897435897435895, 0.9743589743589743, -10.098874292650098, 0.26133220248316213, -0.16271317717809358 # SF
0.035897435897435895, 1.0, -10.483457934103473, 0.26141206710572096, 0.13954945538406674 # SF
0.04487179487179487, 0.0, -0.2840817149624115, 0.2513388133736154, -0.29931796534294075 # SF
0.04487179487179487, 0.02564102564102564, -0.4325110613527343, 0.20847334354899238, -0.2852585697931198 # SF
0.04487179487179487, 0.05128205128205128, -0.6121074176860937, 0.22493544577355434, 0.1173103210239005 # SF
0.04487179487179487, 0.07692307692307693, -0.7932358005630373, 0.10407655334954191, -0.06360802032384125 # MI
0.04487179487179487, 0.10256410256410256, -0.9365870365877026, 0.17788627302202276, 0.2759891975691728 # MI
0.04487179487179487, 0.1282051282051282, -1.3073266978452942, 0.016386148361035913, 0.027921161200413297 # MI
0.04487179487179487, 0.15384615384615385, -1.609271944744881, 0.019087876461301168, 0.06584983139829283 # MI
0.04487179487179487, 0.1794871794871795, -1.8430571154310078, 0.01828494245266521, 0.0361272395823783 # MI
0.04487179487179487, 0.20512820512820512, -2.0702940754232855, 0.01662338659181517, 0.03332431554148284 # MI
0.04487179487179487, 0.23076923076923078, -2.378713913910188, 0.019204383358081167, -0.06637715263868602 # MI
0.04487179487179487, 0.2564102564102564, -2.6358916082522574, 0.016018861401412843, -0.004140372575998355 # MI
0.04487179487179487, 0.28205128205128205, -2.8924848747893783, 0.016038478203494688, -0.004293566890562909 # MI
0.04487179487179487, 0.3076923076923077, -3.149211669598562, 0.016008026083251692, -2.295882919858868e-5 # MI
0.04487179487179487, 0.3333333333333333, -3.40562209832984, 0.01600804561189606, 1.4450213499501153e-6 # MI
0.04487179487179487, 0.358974358974359, -3.662032361683634, 0.01600804401605438, 3.0144820113720293e-6 # MI
0.04487179487179487, 0.38461538461538464, -3.918442588780218, 0.016007982912323748, 7.667305170907136e-6 # MI
0.04487179487179487, 0.41025641025641024, -4.174852875379202, 0.016008046524516484, 6.718456525097074e-8 # MI
0.04487179487179487, 0.4358974358974359, -4.431263131801037, 0.016008046262191433, -2.4970403100108152e-9 # MI
0.04487179487179487, 0.46153846153846156, -4.687673388210383, 0.016008046275637566, 3.890802061260637e-9 # MI
0.04487179487179487, 0.48717948717948717, -4.94408364417181, 0.016008045778496793, -1.4099290684049502e-6 # MI
0.04487179487179487, 0.5128205128205128, -5.20049390103166, 0.016008046337505633, 4.72822338701113e-9 # MI
0.04487179487179487, 0.5384615384615384, -5.456895409404946, 0.016007929237135232, -5.888584467354718e-5 # MI
0.04487179487179487, 0.5641025641025641, -5.713314413727202, 0.016008045320904385, -2.355258753678599e-6 # MI
0.04487179487179487, 0.5897435897435898, -5.969724670200613, 0.01600804551255597, -2.377186052420959e-6 # MI
0.04487179487179487, 0.6153846153846154, -6.226134926467058, 0.016008046691942335, -5.288654336382689e-6 # MI
0.04487179487179487, 0.6410256410256411, -6.482545179030124, 0.016008041430963793, -3.9113610399206735e-5 # MI
0.04487179487179487, 0.6666666666666666, -6.738955373162827, 0.016008091507532907, 9.235082969535811e-5 # MI
0.04487179487179487, 0.6923076923076923, -6.995365689106919, 0.01600801841515853, -9.247224831847362e-5 # MI
0.04487179487179487, 0.717948717948718, -7.251775945163166, 0.01600804778198195, 4.077474224065201e-5 # MI
0.04487179487179487, 0.7435897435897436, -7.506566930434332, 0.019408791560016292, 0.0905510880577442 # MI
0.04487179487179487, 0.7692307692307693, -7.763108020322505, 0.019142797853230586, 0.08572566587047813 # MI
0.04487179487179487, 0.7948717948717948, -8.019832778053145, 0.018912646179660264, 0.0853958445117676 # MI
0.04487179487179487, 0.8205128205128205, -8.267108428399853, 0.09501560923383745, -0.3049255259019179 # MI
0.04487179487179487, 0.8461538461538461, -8.544898501338915, 0.14227474878288815, -0.0018180556966011622 # MI
0.04487179487179487, 0.8717948717948718, -8.848522491716064, 0.17827719154863475, -0.011670294177802938 # SF
0.04487179487179487, 0.8974358974358975, -9.168712278136258, 0.2371874815610593, -0.06919561069508795 # SF
0.04487179487179487, 0.9230769230769231, -9.503511622325695, 0.2545011827802346, 0.26299777643752564 # SF
0.04487179487179487, 0.9487179487179487, -9.862708870401306, 0.25655238535318037, -0.008150835231155801 # SF
0.04487179487179487, 0.9743589743589743, -10.234582113583997, 0.26717449791318604, -0.042004205084396125 # SF
0.04487179487179487, 1.0, -10.616250766886887, 0.2601589938710722, 0.025014431150875056 # SF
0.05384615384615385, 0.0, -0.3339901370410817, 0.2501185250365396, -0.03454949323262418 # SF
0.05384615384615385, 0.02564102564102564, -0.498654373181822, 0.2425064166069445, 0.10415107975387664 # SF
0.05384615384615385, 0.05128205128205128, -0.6731053835366332, 0.20254043134602195, -0.020293910116743072 # SF
0.05384615384615385, 0.07692307692307693, -0.8771441721498535, 0.13922913042521012, -0.19409392208223236 # SF
0.05384615384615385, 0.10256410256410256, -1.0523577987757908, 0.22766900585793576, 0.3200510066530397 # MI
0.05384615384615385, 0.1282051282051282, -1.3739588984066766, 0.02954022084617125, 0.08512230987936076 # MI
0.05384615384615385, 0.15384615384615385, -1.5621193832416165, 0.17940552003532362, 0.2978757363891625 # MI
0.05384615384615385, 0.1794871794871795, -1.8669712127566687, 0.058843280165172596, 0.199534893321013 # MI
0.05384615384615385, 0.20512820512820512, -2.152481771898476, 0.024121740354897114, 0.04382026695155138 # MI
0.05384615384615385, 0.23076923076923078, -2.4092551025563878, 0.02440293299676899, 0.04334901366018657 # MI
0.05384615384615385, 0.2564102564102564, -2.668057000739533, 0.022993634237246097, -0.001592042582197698 # MI
0.05384615384615385, 0.28205128205128205, -2.9243436518290298, 0.022987712362769752, 0.0005817122707308274 # MI
0.05384615384615385, 0.3076923076923077, -3.180892713854119, 0.022985864904593978, -8.106296717300852e-7 # MI
0.05384615384615385, 0.3333333333333333, -3.437302977634631, 0.022986035050682307, -5.182341803689909e-5 # MI
0.05384615384615385, 0.358974358974359, -3.6937132817308207, 0.022986073605608004, -1.8968887690427146e-7 # MI
0.05384615384615385, 0.38461538461538464, -3.9500409304444837, 0.022986165784479984, -4.872420367102495e-5 # MI
0.05384615384615385, 0.41025641025641024, -4.20653379499552, 0.022986072344399755, 1.771558715974485e-9 # MI
0.05384615384615385, 0.4358974358974359, -4.462944051372622, 0.022986071523386276, 6.491524172512948e-10 # MI
0.05384615384615385, 0.46153846153846156, -4.719354307812772, 0.02298607287232457, -2.82212948605968e-8 # MI
0.05384615384615385, 0.48717948717948717, -4.9757645642249395, 0.022986072075584785, -2.5243151039051283e-9 # MI
