# Hubbard model DMRG. L=16, N=16, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Check the code.
# J, μ, E, n_variance [calculated 2025-02-11T12:15:39.380 @site  i=8]
0.29473684210526313, 0.24210526315789474, -8.367741970464163, 0.3976445291829933 # MI
0.29473684210526313, 0.2894736842105263, -9.125636933025302, 0.39764450896923265 # MI
0.29473684210526313, 0.3368421052631579, -10.227595341697736, 0.4483383905960052 # MI
0.29473684210526313, 0.38421052631578945, -11.128362474802895, 0.4487682316718957 # MI
0.29473684210526313, 0.43157894736842106, -12.113222917063107, 0.46289706470718706 # MI
0.29473684210526313, 0.4789473684210526, -13.08234983231816, 0.47428900077660474 # MI
0.29473684210526313, 0.5263157894736842, -14.182096721927023, 0.49167586424827214 # MI
0.29473684210526313, 0.5736842105263158, -15.278758086450756, 0.5050086881744069 # SF
0.29473684210526313, 0.6210526315789474, -16.403776427837943, 0.516982100515663 # SF
0.29473684210526313, 0.6684210526315789, -17.56108392456114, 0.5272799497565628 # SF
0.29473684210526313, 0.7157894736842105, -18.751735430934513, 0.533002774181988 # SF
0.29473684210526313, 0.7631578947368421, -19.98890528084044, 0.5405032341955667 # SF
0.29473684210526313, 0.8105263157894737, -21.246745667036468, 0.5537856256990237 # SF
0.29473684210526313, 0.8578947368421053, -22.56183581444014, 0.5529971806387892 # SF
0.29473684210526313, 0.9052631578947369, -23.916208306045352, 0.5625599221308435 # SF
0.29473684210526313, 0.9526315789473684, -25.291530665613344, 0.5689807345236555 # SF
0.29473684210526313, 1.0, -26.712590240675613, 0.5690063624327761 # SF
0.3131578947368421, 0.1, -6.567059069699775, 0.4149962753112082 # SF
0.3131578947368421, 0.14736842105263157, -7.324953811586399, 0.41499624473030017 # SF
0.3131578947368421, 0.19473684210526315, -8.082848547927972, 0.4149962435050496 # MI
0.3131578947368421, 0.24210526315789474, -8.840743287389488, 0.4149962305380632 # MI
0.3131578947368421, 0.2894736842105263, -9.87060429967376, 0.45493783654663633 # MI
0.3131578947368421, 0.3368421052631579, -10.793846979900376, 0.4648818653403617 # MI
0.3131578947368421, 0.38421052631578945, -11.7460265311658, 0.4761656500844478 # MI
0.3131578947368421, 0.43157894736842106, -12.738518013522611, 0.49013661598687963 # MI
0.3131578947368421, 0.4789473684210526, -13.784769996293099, 0.5033687753781568 # MI
0.3131578947368421, 0.5263157894736842, -14.847714877522103, 0.5080140017374284 # MI
0.3131578947368421, 0.5736842105263158, -15.974457935528925, 0.5250827567190153 # SF
0.3131578947368421, 0.6210526315789474, -17.123728768643414, 0.5323261322328481 # SF
0.3131578947368421, 0.6684210526315789, -18.313507619736303, 0.5435889927658417 # SF
0.3131578947368421, 0.7157894736842105, -19.537422599717818, 0.5538304065381316 # SF
0.3131578947368421, 0.7631578947368421, -20.794519742777553, 0.5630956049496136 # SF
0.3131578947368421, 0.8105263157894737, -22.075951296880632, 0.56517775582918 # SF
0.3131578947368421, 0.8578947368421053, -23.41125123660948, 0.5737155585089653 # SF
0.3131578947368421, 0.9052631578947369, -24.781919786729997, 0.5789388651339493 # SF
0.3131578947368421, 0.9526315789473684, -26.17135282994512, 0.5834234728289625 # SF
0.3131578947368421, 1.0, -27.608340589071542, 0.5877275537344837 # SF
0.33157894736842103, 0.1, -7.048144228681079, 0.4305691500893072 # SF
0.33157894736842103, 0.14736842105263157, -7.806038971134072, 0.4305691169670671 # SF
0.33157894736842103, 0.19473684210526315, -8.563933707348424, 0.43056912792733293 # MI
0.33157894736842103, 0.24210526315789474, -9.540929094200902, 0.46635453842588737 # MI
0.33157894736842103, 0.2894736842105263, -10.41315567420417, 0.46984091303841247 # MI
0.33157894736842103, 0.3368421052631579, -11.390546016124024, 0.48636306641875326 # MI
0.33157894736842103, 0.38421052631578945, -12.373928903921861, 0.4970242535160987 # MI
0.33157894736842103, 0.43157894736842106, -13.400021654116046, 0.5085756443707687 # MI
0.33157894736842103, 0.4789473684210526, -14.43922753627913, 0.5230132225247135 # MI
0.33157894736842103, 0.5263157894736842, -15.575866789183783, 0.5400438172922977 # SF
0.33157894736842103, 0.5736842105263158, -16.713662435670237, 0.547015218909682 # SF
0.33157894736842103, 0.6210526315789474, -17.88276508355446, 0.5577632974653106 # SF
0.33157894736842103, 0.6684210526315789, -19.088698151774135, 0.5676158191927292 # SF
0.33157894736842103, 0.7157894736842105, -20.32538792433172, 0.5711308892084661 # SF
0.33157894736842103, 0.7631578947368421, -21.606973992400814, 0.583569022852755 # SF
0.33157894736842103, 0.8105263157894737, -22.894548297613092, 0.5855740888091372 # SF
0.33157894736842103, 0.8578947368421053, -24.274095457603384, 0.5928360602528451 # SF
0.33157894736842103, 0.9052631578947369, -25.6618844653947, 0.6000944149995724 # SF
0.33157894736842103, 0.9526315789473684, -27.08394047130912, 0.6004682847702631 # SF
0.33157894736842103, 1.0, -28.539899895850194, 0.6058481077438476 # SF
0.35, 0.1, -7.536149494225136, 0.44470896862093756 # SF
0.35, 0.14736842105263157, -8.294044232008451, 0.4447089631754426 # SF
0.35, 0.19473684210526315, -9.0519389829688, 0.4447089367802075 # MI
0.35, 0.24210526315789474, -10.144795994701584, 0.4920608322794766 # MI
0.35, 0.2894736842105263, -11.045019613821676, 0.4920946236753003 # MI
0.35, 0.3368421052631579, -12.00624110751342, 0.5049101768886006 # MI
0.35, 0.38421052631578945, -13.003809398827293, 0.514329494189953 # MI
0.35, 0.43157894736842106, -14.096586743733088, 0.5355752908152447 # MI
0.35, 0.4789473684210526, -15.163643110290316, 0.5456185521031842 # MI
0.35, 0.5263157894736842, -16.309863442584884, 0.5609861391142843 # SF
0.35, 0.5736842105263158, -17.464762355604222, 0.5723378393768765 # SF
0.35, 0.6210526315789474, -18.650477153112742, 0.5762157968716433 # SF
0.35, 0.6684210526315789, -19.885140226567266, 0.5829557180226819 # SF
0.35, 0.7157894736842105, -21.13452069689024, 0.590829007276628 # SF
0.35, 0.7631578947368421, -22.44899279756451, 0.5995465019154551 # SF
0.35, 0.8105263157894737, -23.782305722180627, 0.6037510923916645 # SF
0.35, 0.8578947368421053, -25.15663828765365, 0.6107990348631986 # SF
0.35, 0.9052631578947369, -26.56918931447936, 0.6147582665280598 # SF
0.35, 0.9526315789473684, -28.00126663489238, 0.6190318718533634 # SF
0.35, 1.0, -29.475600615143243, 0.6211399321850002 # SF
