# Hubbard model DMRG. L=20, N=20, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Check the code.
#J; μ; E; n_variance; <a_i> [calculated 2025-02-15T12:56:33.668 @site  i=10]
0.03620689655172414; 0.9655172413793104; -19.985183279228632; 0.2560857692967389; -0.22669685720469215 # SF
0.03620689655172414; 1.0; -21.01446793253883; 0.26090696125920054; -0.09868276837461813 # SF
0.04827586206896552; 0.0; -0.6266022536629583; 0.23176993451015204; -0.1616418925353711 # SF
0.04827586206896552; 0.034482758620689655; -1.054946593098613; 0.23610057326962142; -0.3879790775413242 # SF
0.04827586206896552; 0.06896551724137931; -1.5698741575815467; 0.1489059873152967; -0.023417784965617413 # SF
0.04827586206896552; 0.10344827586206896; -2.2456033372879833; 0.0185102823365777; -1.6376331553774516e-12 # MI
0.04827586206896552; 0.13793103448275862; -2.9352585097014017; 0.018510282368790154; -1.131112414302165e-12 # MI
0.04827586206896552; 0.1724137931034483; -3.62491368211472; 0.01851028235467056; -6.082692732866671e-13 # MI
0.04827586206896552; 0.20689655172413793; -4.314568854527988; 0.018510282367316222; -7.641531911010192e-14 # MI
0.04827586206896552; 0.2413793103448276; -5.0042240269419045; 0.018510282291641644; 5.5123944226675937e-14 # MI
0.04827586206896552; 0.27586206896551724; -5.69387919935557; 0.018510282336052786; -4.221084970554588e-15 # MI
0.04827586206896552; 0.3103448275862069; -6.383534371768711; 0.0185102820759786; 2.41464927683127e-15 # MI
0.04827586206896552; 0.3448275862068966; -7.073189544182787; 0.01851028238903063; 8.751453655464961e-16 # MI
0.04827586206896552; 0.3793103448275862; -7.762844716596119; 0.018510282255299604; 3.266858543014783e-17 # MI
0.04827586206896552; 0.41379310344827586; -8.452499889009397; 0.018510282423647384; -3.560347744106841e-16 # MI
0.04827586206896552; 0.4482758620689655; -9.14215506142282; 0.01851028230877394; -5.711756562734486e-19 # MI
0.04827586206896552; 0.4827586206896552; -9.83181023383665; 0.01851028237998209; -7.432206592567101e-17 # MI
0.04827586206896552; 0.5172413793103449; -10.521465406249618; 0.018510282163503256; -2.1441237312805645e-18 # MI
0.04827586206896552; 0.5517241379310345; -11.211120578663538; 0.01851028247358988; 1.2522605503544942e-17 # MI
0.04827586206896552; 0.5862068965517241; -11.900775751077251; 0.018510282652243415; 4.9057554670856143e-17 # MI
0.04827586206896552; 0.6206896551724138; -12.590430923489215; 0.018510282469687445; 1.9103622281930536e-16 # MI
0.04827586206896552; 0.6551724137931034; -13.28008609590317; 0.018510282781262655; -4.6138704602631205e-18 # MI
0.04827586206896552; 0.6896551724137931; -13.96974126831649; 0.018510282452558036; 3.309355621513617e-14 # MI
0.04827586206896552; 0.7241379310344828; -14.659396440730275; 0.018510282451168925; -1.6052329576105288e-14 # MI
0.04827586206896552; 0.7586206896551724; -15.349051613144102; 0.018510282451611015; 1.0653076701620637e-13 # MI
0.04827586206896552; 0.7931034482758621; -16.038706785558077; 0.018510282440820536; 4.155061235727317e-13 # MI
0.04827586206896552; 0.8275862068965517; -16.749659803965947; 0.12945628499668227; 0.32364164986692573 # SF
0.04827586206896552; 0.8620689655172413; -17.55732670640796; 0.2124968244108043; 0.02965855031553956 # SF
0.04827586206896552; 0.896551724137931; -18.432752737314246; 0.24312451224830833; -0.2882722574512102 # SF
0.04827586206896552; 0.9310344827586207; -19.36797952226687; 0.2567498860766806; -0.1453281648160078 # SF
0.04827586206896552; 0.9655172413793104; -20.359570115878594; 0.26795593474868884; -0.3596234169750688 # SF
0.04827586206896552; 1.0; -21.40476857049397; 0.2695382386244116; -0.06510007453641127 # SF
0.0603448275862069; 0.0; -0.8011641357273118; 0.24583215143192766; -0.22069319256426978 # SF
0.0603448275862069; 0.034482758620689655; -1.2224483156952497; 0.21686603884323374; 0.0579464250773573 # SF
0.0603448275862069; 0.06896551724137931; -1.7339614207939995; 0.18842321529844397; -0.21258894959385763 # SF
0.0603448275862069; 0.10344827586206896; -2.344526947632821; 0.028799090097414215; 1.9005275645198143e-10 # MI
0.0603448275862069; 0.13793103448275862; -3.034182120047205; 0.02879909022898297; -1.1100297274024594e-11 # MI
0.0603448275862069; 0.1724137931034483; -3.723837292459278; 0.028799090219238543; 5.36024270317508e-13 # MI
0.0603448275862069; 0.20689655172413793; -4.413492464869262; 0.028799090324809207; 1.4449611034264088e-12 # MI
0.0603448275862069; 0.2413793103448276; -5.103147637282982; 0.02879909039614792; -3.024830514293229e-12 # MI
0.0603448275862069; 0.27586206896551724; -5.792802809695713; 0.028799090449136644; 1.537799761373767e-13 # MI
0.0603448275862069; 0.3103448275862069; -6.482457982105095; 0.028799090433334174; -3.853203665617528e-14 # MI
0.0603448275862069; 0.3448275862068966; -7.1721131545183505; 0.028799090509858072; -3.117571900885345e-16 # MI
0.0603448275862069; 0.3793103448275862; -7.861768326926816; 0.02879909056572094; 2.309765733691757e-14 # MI
0.0603448275862069; 0.41379310344827586; -8.551423499337227; 0.028799090625282853; -1.4127660547152565e-16 # MI
0.0603448275862069; 0.4482758620689655; -9.241078671751703; 0.0287990906722857; -3.669798499946441e-17 # MI
0.0603448275862069; 0.4827586206896552; -9.930733844156846; 0.02879909131368974; 2.016011376446779e-17 # MI
0.0603448275862069; 0.5172413793103449; -10.62038901656963; 0.02879908907633011; -2.2746126118094994e-16 # MI
0.0603448275862069; 0.5517241379310345; -11.310044188975839; 0.02879909084053134; -5.515006446599495e-15 # MI
0.0603448275862069; 0.5862068965517241; -11.999699361395939; 0.028799091198645765; 4.384207378207866e-14 # MI
0.0603448275862069; 0.6206896551724138; -12.689354533789434; 0.028799091220174766; -4.907260363867558e-12 # MI
0.0603448275862069; 0.6551724137931034; -13.379009706198124; 0.028799091050524916; -9.952715390941263e-12 # MI
0.0603448275862069; 0.6896551724137931; -14.068664878611935; 0.02879909104850653; 2.812114486202226e-12 # MI
0.0603448275862069; 0.7241379310344828; -14.758320051025628; 0.028799091099797502; 2.0945610889805993e-11 # MI
0.0603448275862069; 0.7586206896551724; -15.447975223439187; 0.028799091078393957; -3.55592160175711e-11 # MI
0.0603448275862069; 0.7931034482758621; -16.18210866587368; 0.17478109314654433; -0.07376408311459913 # SF
0.0603448275862069; 0.8275862068965517; -16.993424485988424; 0.19216291309493605; 0.14984869972521148 # SF
0.0603448275862069; 0.8620689655172413; -17.864999326337795; 0.2361773279232673; -0.13131977051552982 # SF
0.0603448275862069; 0.896551724137931; -18.782790708757666; 0.2572915743851094; 0.2172439529969844 # SF
0.0603448275862069; 0.9310344827586207; -19.749840204861023; 0.27506043419811554; 0.023844475490539314 # SF
0.0603448275862069; 0.9655172413793104; -20.76266438697946; 0.2792912038330182; -0.08075106063136475 # SF
0.0603448275862069; 1.0; -21.81776002083449; 0.27999047441707337; -0.01453550349229739 # SF
0.07241379310344828; 0.0; -0.9809154865566115; 0.25941414191757023; -0.037067586260103626 # SF
0.07241379310344828; 0.034482758620689655; -1.4230445504892986; 0.2443692249731952; 0.17210900399588286 # SF
0.07241379310344828; 0.06896551724137931; -1.9117525455502289; 0.20053581784155983; 0.299918143851391 # SF
0.07241379310344828; 0.10344827586206896; -2.484252577896796; 0.17211849805151147; 0.2854174242033737 # SF
0.07241379310344828; 0.13793103448275862; -3.154651079328431; 0.041247017784609596; 1.0979683432427604e-12 # MI
0.07241379310344828; 0.1724137931034483; -3.8443062517354516; 0.04124701776495976; -2.5528754950699686e-12 # MI
0.07241379310344828; 0.20689655172413793; -4.533961424142715; 0.04124701758736471; 9.641555271489141e-14 # MI
0.07241379310344828; 0.2413793103448276; -5.223616596532217; 0.04124701824604493; 5.991096851786346e-15 # MI
0.07241379310344828; 0.27586206896551724; -5.91327176893819; 0.041247018165811555; 3.85701397272521e-18 # MI
0.07241379310344828; 0.3103448275862069; -6.602926941345813; 0.04124701819210763; -1.7629155943474637e-16 # MI
0.07241379310344828; 0.3448275862068966; -7.292582113745599; 0.04124701800618813; 2.809297970893974e-17 # MI
0.07241379310344828; 0.3793103448275862; -7.98223728615332; 0.04124701838003064; 4.6894696462172844e-17 # MI
0.07241379310344828; 0.41379310344827586; -8.671892458545372; 0.04124701852403012; -1.7300358492545602e-16 # MI
0.07241379310344828; 0.4482758620689655; -9.36154763094549; 0.04124701871272585; -1.565300233399808e-16 # MI
0.07241379310344828; 0.4827586206896552; -10.051202803334593; 0.04124701880665582; -1.4535836796239916e-16 # MI
0.07241379310344828; 0.5172413793103449; -10.740857975730847; 0.0412470195898198; -4.904524341639705e-15 # MI
0.07241379310344828; 0.5517241379310345; -11.430513148128478; 0.04124701886876436; 3.995573340301311e-16 # MI
0.07241379310344828; 0.5862068965517241; -12.120168320509793; 0.04124701883448845; 5.034710167688942e-15 # MI
0.07241379310344828; 0.6206896551724138; -12.809823492853564; 0.0412470196630752; -4.215463640026781e-15 # MI
0.07241379310344828; 0.6551724137931034; -13.499478665233477; 0.04124701968737465; -1.3213808450458445e-14 # MI
0.07241379310344828; 0.6896551724137931; -14.189133837647297; 0.041247019688763986; 8.046832869476067e-14 # MI
0.07241379310344828; 0.7241379310344828; -14.880099516079069; 0.1153803964693485; 0.226952214138468 # SF
0.07241379310344828; 0.7586206896551724; -15.634680878220331; 0.17795401656307552; 0.24101585387167787 # SF
0.07241379310344828; 0.7931034482758621; -16.44576092422174; 0.2262087278793472; 0.27217590660992996 # SF
0.07241379310344828; 0.8275862068965517; -17.31160046873642; 0.24710055794384167; 0.001989300456663797 # SF
0.07241379310344828; 0.8620689655172413; -18.21946682765884; 0.2648874759668012; 0.1398926877344421 # SF
0.07241379310344828; 0.896551724137931; -19.16860047755657; 0.27645179820663346; 0.07773270543493317 # SF
0.07241379310344828; 0.9310344827586207; -20.156824724554756; 0.2856192700016056; 0.19468490874303737 # SF
0.07241379310344828; 0.9655172413793104; -21.18405934913116; 0.29116900726122674; -0.37824532736622 # SF
0.07241379310344828; 1.0; -22.251783176725695; 0.2914378127441517; -0.3626639212352254 # SF
0.08448275862068966; 0.0; -1.1716708855194946; 0.2620275453110429; -0.12107339121489014 # SF
0.08448275862068966; 0.034482758620689655; -1.6216767756982335; 0.23705642288990875; -0.15465676949865362 # SF
0.08448275862068966; 0.06896551724137931; -2.10883305538954; 0.19195552967757412; -0.011653588788155245 # SF
0.08448275862068966; 0.10344827586206896; -2.6651582570991375; 0.19371769846322417; 0.33925232694660484 # SF
0.08448275862068966; 0.13793103448275862; -3.292005600054323; 0.14283495655510203; -0.33204586283922455 # SF
0.08448275862068966; 0.1724137931034483; -3.9860415229894848; 0.05576833966461692; -7.829306924889e-13 # MI
0.08448275862068966; 0.20689655172413793; -4.675696695375963; 0.05576833988814345; -2.1291174201344025e-13 # MI
0.08448275862068966; 0.2413793103448276; -5.365351867758954; 0.05576834031337352; 3.765804267895296e-15 # MI
0.08448275862068966; 0.27586206896551724; -6.055007040149313; 0.05576834051020074; -7.129871183316171e-16 # MI
0.08448275862068966; 0.3103448275862069; -6.7446622125308116; 0.0557683408266727; 8.35503430904831e-16 # MI
0.08448275862068966; 0.3448275862068966; -7.434317384898149; 0.05576834074488923; -2.2762918213896125e-16 # MI
0.08448275862068966; 0.3793103448275862; -8.12397255728705; 0.05576834176569312; -1.6358467856341595e-15 # MI
0.08448275862068966; 0.41379310344827586; -8.81362772967559; 0.05576834097248984; -1.1107262951820177e-15 # MI
0.08448275862068966; 0.4482758620689655; -9.503282902033195; 0.055768342567997564; 5.783781904682608e-17 # MI
0.08448275862068966; 0.4827586206896552; -10.19293807442412; 0.055768342732771536; 8.262408935083496e-16 # MI
0.08448275862068966; 0.5172413793103449; -10.882593246763589; 0.05576834460711777; -4.273812461925837e-16 # MI
0.08448275862068966; 0.5517241379310345; -11.57224841903118; 0.05576834650003515; -1.2358436821958814e-15 # MI
0.08448275862068966; 0.5862068965517241; -12.261903591423533; 0.055768345811499476; 5.800684850310164e-17 # MI
0.08448275862068966; 0.6206896551724138; -12.951558763838365; 0.05576834581694046; 1.4016649330986899e-15 # MI
0.08448275862068966; 0.6551724137931034; -13.64121393625214; 0.05576834581694401; -2.810875406287592e-16 # MI
0.08448275862068966; 0.6896551724137931; -14.341276735415786; 0.13793229286678588; 0.23689460648074728 # SF
0.08448275862068966; 0.7241379310344828; -15.106948736012905; 0.19627949705570158; -0.18006750866785204 # SF
0.08448275862068966; 0.7586206896551724; -15.920203601453494; 0.21451395650540772; -0.17368876421151935 # SF
0.08448275862068966; 0.7931034482758621; -16.77467328487678; 0.24835407669424758; -0.33768367647142133 # SF
0.08448275862068966; 0.8275862068965517; -17.670822236031917; 0.2675536565704082; -0.3719802217463962 # SF
0.08448275862068966; 0.8620689655172413; -18.607722944410376; 0.28682169442319894; -0.13994679805102572 # SF
0.08448275862068966; 0.896551724137931; -19.580591194882313; 0.2959830231771421; -0.13681336882790252 # SF
0.08448275862068966; 0.9310344827586207; -20.59001536814902; 0.3017276035285126; -0.006830473950124979 # SF
0.08448275862068966; 0.9655172413793104; -21.634979173586093; 0.30429170215504; 0.023179309152014677 # SF
0.08448275862068966; 1.0; -22.713485795879777; 0.3036132894368091; -0.299235523722834 # SF
0.09655172413793103; 0.0; -1.374464757749697; 0.2631962378888296; 0.2548179420549448 # SF
0.09655172413793103; 0.034482758620689655; -1.819891029319371; 0.2595712905792584; -0.27500261696474043 # SF
0.09655172413793103; 0.06896551724137931; -2.3084525295578326; 0.25336976148693746; 0.3666588460464552 # SF
0.09655172413793103; 0.10344827586206896; -2.863720849376174; 0.2012070126423019; -0.2703091043696857 # SF
0.09655172413793103; 0.13793103448275862; -3.4569246265643847; 0.13864343244257182; 0.2281426166931814 # SF
0.09655172413793103; 0.1724137931034483; -4.148698800106583; 0.0722535952495642; -1.6472338526594786e-11 # MI
0.09655172413793103; 0.20689655172413793; -4.8383539688254675; 0.07225358858238229; 3.570715050558675e-11 # MI
0.09655172413793103; 0.2413793103448276; -5.528009128950924; 0.0722535835883018; 3.4114859384576495e-10 # MI
0.09655172413793103; 0.27586206896551724; -6.217664308828842; 0.07225358297616546; -4.106326616059504e-10 # MI
0.09655172413793103; 0.3103448275862069; -6.907319479584302; 0.07225357844072477; -9.389883156462228e-10 # MI
0.09655172413793103; 0.3448275862068966; -7.596974650705089; 0.07225357075944938; -3.5396383591002715e-10 # MI
0.09655172413793103; 0.3793103448275862; -8.286629821665098; 0.07225361642737704; 8.127896153160762e-14 # MI
0.09655172413793103; 0.41379310344827586; -8.976284993971667; 0.07225357649920239; -2.132090595766918e-15 # MI
0.09655172413793103; 0.4482758620689655; -9.665940166400642; 0.07225360269796777; 6.337321724055306e-15 # MI
0.09655172413793103; 0.4827586206896552; -10.355595338265157; 0.0722535442580945; -9.62939879584354e-16 # MI
0.09655172413793103; 0.5172413793103449; -11.04525051098479; 0.07225354488013247; -1.0422188811662906e-16 # MI
0.09655172413793103; 0.5517241379310345; -11.734905683398708; 0.07225354487943614; -3.854040863833463e-17 # MI
0.09655172413793103; 0.5862068965517241; -12.424560855812445; 0.07225354487943636; -7.489840361300084e-16 # MI
0.09655172413793103; 0.6206896551724138; -13.114215632309715; 0.07225588244303993; -0.002780028468638122 # SF
0.09655172413793103; 0.6551724137931034; -13.825403764528927; 0.16024213158751888; -0.026331285796319572 # SF
0.09655172413793103; 0.6896551724137931; -14.592929316818395; 0.21144155139397847; 0.2935646889607928 # SF
0.09655172413793103; 0.7241379310344828; -15.408672329364862; 0.2259881445314107; 0.01897136066634396 # SF
0.09655172413793103; 0.7586206896551724; -16.25895077488919; 0.2545716743120694; 0.08027597581687826 # SF
0.09655172413793103; 0.7931034482758621; -17.14625151880702; 0.2701129675959735; -0.010937321958482446 # SF
