# Fit results on Γ. Minimum size considered: LMin = 20.
# J, rMin, rMax, K_∞, e_K_∞, chi2n
0.2, 2, 12, 1.5418851411957846, 0.00045897767297280656, 2243.8602263781654
0.2, 4, 14, 1.949641494330116, 0.001160922712080948, 1810.9417958375723
0.2, 6, 16, 2.3545478114176115, 0.002203675313390102, 630.6525031737765
0.2, 8, 18, 2.65169822283095, 0.0032576804668008, 793.1346489733847
0.20714285714285716, 2, 12, 1.3937073903274146, 0.0005909518209709444, 1129.8340319607607
0.20714285714285716, 4, 14, 1.7009067379813556, 0.0015590790836218468, 1082.8428365223224
0.20714285714285716, 6, 16, 2.0284497944352617, 0.003055485368286434, 347.0652093745855
0.20714285714285716, 8, 18, 2.2434431363537803, 0.004677996785630155, 425.55524048655224
0.21428571428571427, 2, 12, 1.2577192325230522, 0.0007333026032299188, 622.1082943046865
0.21428571428571427, 4, 14, 1.488205454063085, 0.0020021070847793536, 667.5682179193618
0.21428571428571427, 6, 16, 1.7535507990312744, 0.003974600452563159, 194.7224610387092
0.21428571428571427, 8, 18, 1.9205591163754197, 0.006237367736725953, 209.15945006155457
0.22142857142857142, 2, 12, 1.1397583558844737, 0.0008779903982092235, 339.349214368192
0.22142857142857142, 4, 14, 1.304447840014449, 0.002446397923252347, 431.32017766503276
0.22142857142857142, 6, 16, 1.5027420887589749, 0.004891388968261832, 120.18623050436976
0.22142857142857142, 8, 18, 1.6192186695903017, 0.00788150103636318, 119.32417387762936
0.22857142857142856, 2, 12, 1.0351010210314637, 0.0010078864044644365, 192.89445198283022
0.22857142857142856, 4, 14, 1.1436715575179555, 0.002839447444912979, 290.7847717412863
0.22857142857142856, 6, 16, 1.2850532270687836, 0.0056769787469284514, 80.44789699223321
0.22857142857142856, 8, 18, 1.358483872328901, 0.009307727685875136, 73.06294371052562
0.2357142857142857, 2, 12, 0.9448469711625482, 0.0011003307472572904, 113.7082001760354
0.2357142857142857, 4, 14, 1.005922148340071, 0.00311602459600651, 208.63912759538803
0.2357142857142857, 6, 16, 1.0989183746723727, 0.006250644805990925, 59.231530183168076
0.2357142857142857, 8, 18, 1.13495870983144, 0.01038277141404347, 49.921259841109546
0.24285714285714285, 2, 12, 0.867613923729988, 0.0011473891989735, 69.69773336817751
