# Fit results on Γ. Minimum size considered: LMin = 20.
# J, rMin, rMax, K_∞, e_K_∞, chi2n
0.2, 2, 12, 0.6169783626084308, 0.0004622244346102692, 112.84489420362455
0.2, 2, 14, 0.617187854402677, 0.0004095407938428156, 252.58093950946648
0.2, 2, 16, 0.6135988183755366, 0.00037965323872836887, 462.6717150741258
0.2, 2, 18, 0.610587212112778, 0.00037163430951486315, 957.6523935961617
0.2, 4, 12, 0.5184657679685732, 0.001288849040569877, 13.327006528876225
0.2, 4, 14, 0.5117344120998536, 0.001112715874856529, 21.003842522954084
0.2, 4, 16, 0.5041441280815026, 0.0010162830662507494, 46.235679030578844
0.2, 4, 18, 0.5011792694586378, 0.0009627556191131539, 34.33533842323643
0.2, 6, 12, 0.4800498976450312, 0.002945178951868158, 3.527859624379024
0.2, 6, 14, 0.47188271573325413, 0.0024155851005415066, 6.93076051235273
0.2, 6, 16, 0.4620057934551854, 0.0021165366742251224, 19.53253448994973
0.2, 6, 18, 0.46045499797824413, 0.001944982901061321, 12.648638202527692
0.2, 8, 12, 0.4575173883821417, 0.006540596972900897, 1.2576480087757902
0.2, 8, 14, 0.4485393680017307, 0.00483397065413096, 2.6747411331695705
0.2, 8, 16, 0.433669106326002, 0.0039292424612023215, 10.374956019817546
0.2, 8, 18, 0.434141495936391, 0.0034787094234116096, 6.04826733743557
0.20714285714285716, 2, 12, 0.5935466944710796, 0.00044162655629276655, 84.04690754213779
0.20714285714285716, 2, 14, 0.5925184208296177, 0.0004103036537160643, 225.60546075964749
0.20714285714285716, 2, 16, 0.5886305802729465, 0.00038890115006836527, 350.20615508750103
0.20714285714285716, 2, 18, 0.5844159691703308, 0.0003815101183840335, 673.1872850903558
0.20714285714285716, 4, 12, 0.5034831173660738, 0.0012335459423390047, 16.535651006380345
0.20714285714285716, 4, 14, 0.4977618245535436, 0.0011020218795126874, 21.772100815301407
0.20714285714285716, 4, 16, 0.4908741693628152, 0.0010199401165346881, 43.857783717767205
0.20714285714285716, 4, 18, 0.48800890163610533, 0.0009730236913301012, 38.55567288826738
0.20714285714285716, 6, 12, 0.4652337367044316, 0.0027906213644524145, 4.831473220596516
0.20714285714285716, 6, 14, 0.4591020082667034, 0.002379110036757964, 6.967731762287067
0.20714285714285716, 6, 16, 0.45049418508946515, 0.0021174540869256997, 19.600412668078043
0.20714285714285716, 6, 18, 0.4488886645547207, 0.001964069717751828, 17.814893053304427
0.20714285714285716, 8, 12, 0.44169861538250244, 0.006120597476912579, 1.7354867694562142
0.20714285714285716, 8, 14, 0.435835672004214, 0.004749012871303917, 2.6805177097529653
0.20714285714285716, 8, 16, 0.4228848181876537, 0.003938325860784891, 10.471687603225515
0.20714285714285716, 8, 18, 0.4229310739493727, 0.003524922995880797, 8.68872567647143
0.21428571428571427, 2, 12, 0.5664627680960004, 0.0004180433170069572, 186.52882136514847
0.21428571428571427, 2, 14, 0.5656152425380346, 0.00038458403685851726, 567.0648950000896
0.21428571428571427, 2, 16, 0.5586612769137264, 0.0003657340957107991, 427.6985409618667
0.21428571428571427, 2, 18, 0.5495405563463767, 0.00034638558479588516, 908.0087076452764
0.21428571428571427, 4, 12, 0.49017017039786087, 0.0010903722000053032, 14.400204403324183
0.21428571428571427, 4, 14, 0.4844452587804381, 0.0009556828921856239, 18.885263662444455
0.21428571428571427, 4, 16, 0.4769825428038107, 0.0008873183428534311, 68.67084529509037
0.21428571428571427, 4, 18, 0.47528541242113287, 0.0008413711229260191, 49.56404633275291
0.21428571428571427, 6, 12, 0.4560417965198084, 0.002334481169339354, 6.789932759533421
0.21428571428571427, 6, 14, 0.45118239772385804, 0.0019826489926728216, 9.969359768236572
0.21428571428571427, 6, 16, 0.4385870180573897, 0.001759228651514472, 66.09799940103065
0.21428571428571427, 6, 18, 0.4389668125687736, 0.001628442007808097, 50.90356552615276
0.21428571428571427, 8, 12, 0.43560435914936363, 0.004616210782574175, 2.2931991996911645
0.21428571428571427, 8, 14, 0.4329693911341338, 0.0036735270424641244, 4.166981950688372
0.21428571428571427, 8, 16, 0.4114117267052646, 0.003032982589279337, 58.205634053156494
