# Hubbard model DMRG. This file contains many sizes. nmax=4, μ0=0.6, nsweeps=20, cutoff=[1.0e-8]
# L; J; E; deltaE_g^+; deltaE_g^-; nVariance; Γ; eΓ; C; eC [calculated 2025-02-13T17:48:25.089]
10; 0.07142857142857142; -6.182394327022031; 0.7366846730986806; 1.0870142696614873; [0.020073250034047696, 0.039320198592509126, 0.040086837847942425, 0.04014524624650195, 0.04015102331091169, 0.04015102316079977, 0.040145244642924904, 0.04008683308097072, 0.03932019712362589, 0.020073249039595176]; [0.2826251360284428, 0.03034296107979151, 0.0039149398798096835]; [7.658313411396294e-6, 2.7375022047409484e-6, NaN]; [-0.019240417230521906, -0.010550890336531449, -0.00748933751286079, -0.005992462042549074, -0.005136466669469469, -0.004609654743001943, -0.004280394058070981, -0.004085830715630696, -0.003995034478664573]; [1.8715429682351533e-6, 0.009500290265847127, 0.009302656010498806, 0.00882645464108568, 0.008424676012163797, 0.008123816559060613, 0.00791271947223576, 0.007778973193374016, 0.0077141506097567055]
10; 0.07857142857142857; -6.2203631792190865; 0.7119634493493029; 1.0786043863545625; [0.02420680937103925, 0.047206570880443, 0.04829115494312464, 0.04838939564712419, 0.04840101171747824, 0.04840101099396321, 0.048389390734950855, 0.04829116205320405, 0.04720657076849655, 0.024206807248688844]; [0.31012501167512463, 0.039934491118483635, 0.006187265293116812]; [1.4127107587488655e-5, 6.000362699706433e-6, NaN]; [-0.022990640914114527, -0.012692915387482203, -0.00901779504379322, -0.007216272325034379, -0.006185550896025451, -0.005551150817494773, -0.005154641366272914, -0.004920339588867052, -0.00481099871509372]; [7.2951448356333765e-6, 0.01125854071704793, 0.011063674178649402, 0.010512341644292897, 0.010040904104524774, 0.009686143567019937, 0.009436636330185093, 0.009278356210558517, 0.009201594705578214]
10; 0.08571428571428572; -6.261810881569246; 0.6876281914384709; 1.0707823294719563; [0.028702894872079665, 0.05570041187225394, 0.0571798206507359, 0.0573362903772503, 0.05735766790575969, 0.05735766848711532, 0.05733629030695586, 0.05717981587090826, 0.05570041410256521, 0.028702894540280965]; [0.337384356873793, 0.05116976645976632, 0.00932143233793659]; [2.40480104569895e-5, 1.177939410109373e-5, NaN]; [-0.026985654977875823, -0.015005680421150344, -0.010672717436747308, -0.00854205306077613, -0.007322151593595511, -0.006571202405422191, -0.0061018349222420705, -0.0058244791666781145, -0.00569504632206629]; [1.706015935571406e-5, 0.013097754154502933, 0.012919664408089903, 0.012295044468926434, 0.01175283313795784, 0.011342547110540616, 0.011053214115706032, 0.010869409877422732, 0.01078020673807723]
10; 0.09285714285714286; -6.306697634627631; 0.6637045506642737; 1.0635669891228061; [0.03355335855289332, 0.06476487588967217, 0.06672088074128202, 0.06695842789851958, 0.06699551237379309, 0.06699551344534993, 0.06695842758829973, 0.06672087185777587, 0.06476488102389522, 0.033553358213361806]; [0.36437134908408086, 0.06412340517932709, 0.013526138098332571]; [3.89025376527109e-5, 2.1653121269910777e-5, NaN]; [-0.031196730286367307, -0.01747821785885544, -0.012447989404434747, -0.009965339832741038, -0.00854253383690887, -0.007666474673365459, -0.007118880850498898, -0.006795296578703589, -0.006644290084275507]; [3.301623431513636e-5, 0.014998516778512402, 0.014853052839360302, 0.01415886341051662, 0.013546052310468388, 0.013079464179064961, 0.012749436690778005, 0.012539447188233396, 0.012437454890106399]
10; 0.1; -6.354979321138423; 0.6402186645467335; 1.0569773394386126; [0.0387498262993865, 0.07436084609587712, 0.07687798144297142, 0.0772241410762633, 0.07728480961496276, 0.07728481217259464, 0.07722408956880455, 0.0768779827031425, 0.07436085197042885, 0.03874982591440734]; [0.39105162964459117, 0.07882266206134737, 0.019041029481922687]; [5.9958193303321975e-5, 3.851556794593224e-5, NaN]; [-0.035593626525527715, -0.020098010597132003, -0.014336549802081405, -0.011481061432283628, -0.00984250114366821, -0.008833234772726989, -0.008202319257829533, -0.007829490198439037, -0.007655501853987845]; [5.7347271457947055e-5, 0.016941461226263017, 0.016845810864261665, 0.0160875070127995, 0.015405550315094068, 0.01488274958431883, 0.014511723294877975, 0.014275228198742383, 0.014160260072851557]
10; 0.10714285714285714; -6.406607105509767; 0.6171964327211711; 1.051032366418148; [0.04428342162058474, 0.08444707026140041, 0.08761008315967, 0.08809632873454065, 0.08819108999270076, 0.08819107916723201, 0.08809629551849407, 0.08761008068196219, 0.08444705029540778, 0.044283420924873695]; [0.41738763201812307, 0.09527432722214609, 0.026029544099196885]; [8.846110548804879e-5, 6.068018552217602e-5, NaN]; [-0.04014478770257626, -0.02285096367261057, -0.016330299330582946, -0.013083449962237792, -0.011217324823592079, -0.01006729441407215, -0.00934827332881745, -0.008923361701654609, -0.008725065781744491]; [9.258540155960937e-5, 0.018907513902725537, 0.01887966407064752, 0.018064256175043193, 0.017315847911689865, 0.016737791321077337, 0.016326035078672477, 0.016063062044230057, 0.015935095982289774]
10; 0.11428571428571428; -6.461527171796497; 0.5946632941560747; 1.0457503813933378; [0.050144363147611726, 0.09498028102204392, 0.09887160777586557, 0.09953264551337027, 0.09967390211862037, 0.09967392408099696, 0.09953270108376255, 0.09887161429035585, 0.0949802010076819, 0.05014432334419705]; [0.4433382675509684, 0.11347159820669635, 0.03466987399603664]; [0.00012538009215280654, 9.532481146575403e-5, NaN]; [-0.04481765660584928, -0.025721271993808834, -0.018420202104746805, -0.014765971796319229, -0.01266167136979772, -0.011363963385000937, -0.010552416187539257, -0.01007278737680401, -0.009848950704273185]; [0.0001415752948939393, 0.020878386743244194, 0.020936206507692613, 0.020072177559131963, 0.01926118766980174, 0.018629669755958308, 0.01817801879003725, 0.017888943915657127, 0.017748123572247376]
10; 0.12142857142857143; -6.519680823111597; 0.5726439598964589; 1.0411489664071785; [0.05632257027563836, 0.10591555100301497, 0.1106126637207896, 0.11148497434183091, 0.11168733824795751, 0.11168736672206458, 0.11148506097993227, 0.11061259968467474, 0.10591551457184245, 0.056322628300855326]; [0.4688604677156974, 0.13335477928925796, 0.04511582918599007]; [0.00017138627864986223, 0.00014315332096804913, NaN]; [-0.04957918022544099, -0.028691777796329542, -0.02059596155052049, -0.016521279867051413, -0.014169626003885072, -0.012718074750173414, -0.011809996102228668, -0.01127324403880331, -0.011022736309429227]; [0.0002072635804924105, 0.022836742864702598, 0.022997586067421583, 0.022094475832942273, 0.02122579449455372, 0.02054339570736547, 0.02005323245215174, 0.01973877329985729, 0.01958540593724795]
10; 0.12857142857142856; -6.581003710272575; 0.5511609737393618; 1.0372437810533133; [0.06280683779276242, 0.11720595155356484, 0.12277839160637805, 0.12389898582220349, 0.12417798582008199, 0.12417803620768719, 0.1238991093662134, 0.12277836137401055, 0.11720592153401288, 0.06280678186030964]; [0.4939069538686935, 0.1548112282514301, 0.057480213424239375]; [0.00022658496926047722, 0.00020429580066578626, NaN]; [-0.05439583688166776, -0.031744100153835456, -0.022845866497582995, -0.018341222071593586, -0.01573465474599904, -0.014123904930067046, -0.013115740217639903, -0.012519710220348873, -0.01224151514374742]; [0.0002929230292031616, 0.02476609071415517, 0.025046676528556182, 0.0241144876716134, 0.023193893451034443, 0.02246395113016541, 0.02193719309612237, 0.021598401481811347, 0.021432954582396233]
10; 0.1357142857142857; -6.645426237466326; 0.5302348570336018; 1.0340485867474922; [0.0695849781419331, 0.1288033562232318, 0.13531040726932564, 0.13671426423695432, 0.137085972384414, 0.1370859275679095, 0.1367142552376468, 0.1353104482423626, 0.12880334134843663, 0.06958497250861306]; [0.5184288884744609, 0.17773322826258275, 0.07185554963709155]; [0.00029054663884845247, 0.00028069788691383366, NaN]; [-0.05923461073649131, -0.03485855080065114, -0.025157383165307436, -0.020216701329555387, -0.0173494918253032, -0.015575182783919913, -0.014463921019832637, -0.013806748271560315, -0.013499976924009506]; [0.0004015817692800485, 0.026651944531154853, 0.02706726167124267, 0.0261163735377457, 0.025150295932076114, 0.024376749604193827, 0.023815777659966095, 0.023454010085537307, 0.023277100763088837]
10; 0.14285714285714285; -6.712873156146457; 0.5098830673062767; 1.0315744257084298; [0.07664380410594362, 0.14065810611655127, 0.14814641748226065, 0.14986470348092173, 0.15034440094867674, 0.1503443947503178, 0.14986466029383827, 0.1481464534209891, 0.14065809385917016, 0.07664379596259052]; [0.5423759877367911, 0.20197206545724788, 0.08827332140320203]; [0.0003624043660052213, 0.0003735247479253877, NaN]; [-0.06406308579838843, -0.038014758564429006, -0.02751683033841509, -0.022137813050988355, -0.01900624341450998, -0.017065109561037125, -0.01584834296673786, -0.015128484270466853, -0.014792387004681884]; [0.00053615661639379, 0.02848125029100732, 0.02904447261624647, 0.028085112105806755, 0.02708040604328128, 0.026267688554119668, 0.025675289436216713, 0.025292178034496727, 0.025104561843249676]
10; 0.15; -6.78326321151346; 0.49011891407668917; 1.0298285285268913; [0.0839683922833877, 0.1527186802118139, 0.16121995414021884, 0.16327774647388882, 0.16387867508342957, 0.1638786842062827, 0.16327770957917775, 0.16121999354259775, 0.15271864666851576, 0.08396838068599133]; [0.5656943927726086, 0.22733140887752734, 0.10668235632731102]; [0.0004398764387945312, 0.00048546448162553596, NaN]; [-0.06885035462655203, -0.04119136860676437, -0.02991012513635574, -0.024093804060212366, -0.020696187944274417, -0.01858618549124077, -0.017262240006896717, -0.016478533240827677, -0.016112520698614654]; [0.0006990342444872266, 0.030243709196858932, 0.03096472697947458, 0.030007057449694365, 0.028970816342513955, 0.02812367496348927, 0.027502907888555445, 0.02710029821003413, 0.026902845435272372]
10; 0.15714285714285714; -6.8565095962175375; 0.4709513350961657; 1.0288141810119824; [0.09154160619194818, 0.16493253514631867, 0.17446227140113812, 0.17687674029389222, 0.17760934584112764, 0.17760936390736348, 0.1768767514373213, 0.17446234184137377, 0.16493246388849703, 0.09154157231900162]; [0.5883319202422231, 0.25360300508917216, 0.12694867166905793]; [0.0005209250747210324, 0.0006024311582291811, NaN]; [-0.07356729549395592, -0.044367157854401325, -0.03232247957647408, -0.026073464222993517, -0.022410059515244607, -0.02013049025455482, -0.0186984458269344, -0.0178501687952044, -0.01745383324742274]; [0.0008920934245242201, 0.031930863732209665, 0.03281638039249067, 0.03186992162862849, 0.030809365481549163, 0.029932670945236568, 0.029286795586409474, 0.02886667771097162, 0.028660346626287435]
10; 0.16428571428571428; -6.932519600188144; 0.4523837798316309; 1.02852992109105; [0.09934374433497906, 0.17724516107645738, 0.18780211735818653, 0.19058138184187445, 0.19145194061626758, 0.19145196790208052, 0.19058140055909023, 0.18780220412062043, 0.17724507343472928, 0.09934369858568437]; [0.6102369146241104, 0.28053868023968503, 0.14894771445488791]; [0.0006030351413685818, 0.0007333874045806877, NaN]; [-0.07818676246201978, -0.04752288877464948, -0.03473726995458306, -0.028064583977919767, -0.02413848676953987, -0.021689913069505334, -0.020149548486751812, -0.019236329650967818, -0.01880942988699763]; [0.0011168665340431443, 0.0335342796110328, 0.03459131136049625, 0.03366355992554899, 0.03258509854075653, 0.03168379262999059, 0.03101623887416018, 0.03058076498925045, 0.030366593114159336]
10; 0.17142857142857143; -7.01119540440819; 0.43441434173106097; 1.0289694099946654; [0.10735248506504602, 0.1896017381026731, 0.20116759239554693, 0.2043097970433272, 0.20532014928439413, 0.2053201477867843, 0.20430979107181502, 0.20116769052739936, 0.18960163571115096, 0.10735241327157141]; [0.6313616454797539, 0.30789389116437943, 0.1724271943367974]; [0.0006834777957424696, 0.0008709976653324565, NaN]; [-0.08268540940808237, -0.050637644282303246, -0.03714116183998936, -0.030055271422334804, -0.02587123034532449, -0.023255672855345546, -0.02160771490172376, -0.020629724001105007, -0.020172260447330396]; [0.001373348399016049, 0.03505152907349988, 0.036280783992314755, 0.035379701436903124, 0.03428954480715498, 0.03336828689645691, 0.03268236849440935, 0.03223366736126729, 0.03201269660936649]
10; 0.17857142857142858; -7.092434066336774; 0.41703509606969325; 1.0301208779335593; [0.11554176744157751, 0.20194667802491106, 0.21448716976776905, 0.21798057779093116, 0.21912765009373603, 0.21912762923970064, 0.2179805546139384, 0.21448730408990602, 0.2019465648190386, 0.11554166742776828]; [0.6516630575970528, 0.3354049301763924, 0.19713459684174967]; [0.0007597043345625783, 0.0010112191447838505, NaN]; [-0.08704254558538166, -0.05369510920424654, -0.039518028588430225, -0.03203377753447268, -0.027598504066826613, -0.024819188811808748, -0.023065173317164595, -0.022023047366385343, -0.02153519514788002]; [0.001661124195249232, 0.03647807324601303, 0.03788152139959659, 0.03701206952374832, 0.03591573202723664, 0.034978930265476306, 0.03427783855443534, 0.03381800378428404, 0.033591295854619924]
10; 0.18571428571428572; -7.176128485171635; 0.4002321580013847; 1.0319673979707775; [0.12388266034670425, 0.21422486923098627, 0.2276912764554666, 0.23151498058723474, 0.2327912566774062, 0.2327912319954406, 0.2315149571336177, 0.22769144468585534, 0.21422473138742326, 0.12388264834156726]; [0.6711051427252963, 0.3628134497740734, 0.22274641558317176]; [0.0008292970566079027, 0.0011476122414806173, NaN]; [-0.09124183698737469, -0.05667871703239252, -0.041854771708399664, -0.03398860966725276, -0.02931064728724082, -0.026372057689454654, -0.024514256095601178, -0.0234090709614911, -0.02289122285379706]; [0.0019784569099870206, 0.037814404626684325, 0.03939053414154359, 0.038556857865357556, 0.03745892199825041, 0.03651049170923915, 0.0357972227071658, 0.03532825882475874, 0.035096834378863635]
10; 0.19285714285714287; -7.262168146951144; 0.3839861967152348; 1.034487317554643; [0.1323424443483342, 0.22638230360845735, 0.24071429234236086, 0.24483937400208977, 0.24623346571663407, 0.24623350717355352, 0.24483938382709391, 0.24071429700081026, 0.22638227709163594, 0.13234243907168441]; [0.689661391379644, 0.38988088732058745, 0.2489502791362102]; [0.0008905823649426769, 0.0012782306207087958, NaN]; [-0.09527102308752161, -0.05957499069772876, -0.04413970618029808, -0.03590919712527853, -0.030998356804133438, -0.02790602705784326, -0.025947500770213773, -0.02478081261930839, -0.024233597602029977]; [0.0023226971820649502, 0.039062066304704025, 0.04080708123650497, 0.040012482910753155, 0.03891672856873962, 0.03796002213333105, 0.037237197930731346, 0.036760911459125585, 0.036525700152243726]
10; 0.2; -7.350439936864663; 0.36827245373023254; 1.037654002753047; [0.14088521838964962, 0.23836755763048356, 0.2534959265318999, 0.25788775726946267, 0.2593850668036517, 0.2593850607667585, 0.2578877618664006, 0.25349592572986945, 0.2383675314475151, 0.1408852338043488]; [0.7073144419089848, 0.4163820144065586, 0.27541591918538]; [0.0009427933213855713, 0.0014014208699370124, NaN]; [-0.09912138789110578, -0.06237336107679032, -0.046361974090179, -0.037786318975280085, -0.032653459617514015, -0.02941371300007084, -0.027358095324192734, -0.026131829912694783, -0.025556033780444735]; [0.0026904680949941806, 0.04022326433612753, 0.04213284007717013, 0.04137885417539195, 0.04028822246985605, 0.03932607802674902, 0.03859599806123662, 0.03811400808778718, 0.03787587049293507]
10; 0.20714285714285716; -7.440829856429887; 0.35306244728294034; 1.0414374747916244; [0.1494739961234247, 0.25013336159008337, 0.2659835115878335, 0.27060345857562207, 0.2721874105830615, 0.27218742423628894, 0.2706034822425136, 0.2659835010487317, 0.25013334045450497, 0.14947400387974175]; [0.724059085229271, 0.44213013909214766, 0.3018407395772448]; [0.0009853370727627257, 0.0015073328936795662, NaN]; [-0.10278862165083792, -0.06506587729123645, -0.04851360065292559, -0.0396120584371942, -0.03426861345136095, -0.03088841342707611, -0.028739867033452257, -0.02745632082480678, -0.02685292767024273]; [0.0030775948603733432, 0.041302094655638236, 0.04337049139514557, 0.042658019058130665, 0.04157470105172563, 0.040609350183295444, 0.03987388890251529, 0.0393875464996436, 0.03914720881731901]
10; 0.21428571428571427; -7.533223745580016; 0.33832394917097763; 1.045804628743189; [0.15807024190552044, 0.26163714636763347, 0.27813261459926153, 0.28294035989590016, 0.28459340332761696, 0.28459342076272764, 0.28294036994059124, 0.27813260763613523, 0.2616371170957137, 0.1580702387267946]; [0.7399006990612148, 0.46696653304114255, 0.3279413736439255]; [0.0010183634030178144, 0.001601113913396242, NaN]; [-0.10627190000397702, -0.06764744468604961, -0.05058855256848984, -0.04138012624642613, -0.03583777527162387, -0.03232445942080339, -0.030087510485384415, -0.028749256042270223, -0.028119416891755275]; [0.0034795078461058253, 0.04230327371026167, 0.044524003523832185, 0.04385333492769555, 0.04277885768533016, 0.04181199269673912, 0.04107262318887672, 0.040583015710323224, 0.040341060410562034]
10; 0.22142857142857142; -7.627508708185548; 0.3240225058084455; 1.0507205003074804; [0.16663560737777605, 0.2728423990195932, 0.2899079655245318, 0.29486347160402193, 0.2965679876414906, 0.29656802122614856, 0.2948634870822695, 0.28990795955146687, 0.27284236408447615, 0.16663560129961763]; [0.7548553437764548, 0.490775059611754, 0.3534817613189927]; [0.0010426401575610142, 0.0016797239995678245, NaN]; [-0.10957331698650295, -0.07011552865979243, -0.05258234796432836, -0.043085880426323296, -0.037356320033549044, -0.03371737694185459, -0.03139675148731878, -0.030006544077432338, -0.029351498493460144]; [0.0038914563589109007, 0.04323183495558867, 0.04559853783473105, 0.04496903633657009, 0.043904330200915574, 0.0429371842194769, 0.0421950300965478, 0.04170300206037994, 0.04145989960636872]
10; 0.22857142857142856; -7.723574273442549; 0.3101224620316655; 1.0561489370163417; [0.17513319216422907, 0.28371927895032556, 0.30128369496618546, 0.3063488020344509, 0.3080881172858019, 0.30808812669555397, 0.3063488166520556, 0.30128370041415, 0.2837192340757386, 0.17513318511367892]; [0.7689485649927172, 0.5134749343061751, 0.37826790438781804]; [0.0010591147671302145, 0.001741778984931622, NaN]; [-0.11269766353578096, -0.07246978842901672, -0.05449290632353839, -0.04472624476956526, -0.038820852495016364, -0.035063745849266664, -0.03266426370257194, -0.031224981302493363, -0.03054606831502589]; [0.004308547018349385, 0.04409328042915851, 0.04659936995038468, 0.046010176790314466, 0.04495574067565877, 0.043989133792955784, 0.043244983077419405, 0.042751137145852755, 0.04250721743650344]
10; 0.2357142857142857; -7.82131325189724; 0.296587562367605; 1.0620534385281677; [0.183528152993511, 0.29424455465055077, 0.3122429289081916, 0.3173828484006225, 0.31914156601861676, 0.3191415513796034, 0.3173828632680529, 0.3122429406356859, 0.29424450625120047, 0.18352814548452312]; [0.7822135797969815, 0.5350191842226071, 0.4021506477087196]; [0.0010691129685076023, 0.0017884949108780837, NaN]; [-0.1156516258855577, -0.07471185149002585, -0.05631968982866553, -0.04629965436069175, -0.040229298485273124, -0.03636128648977946, -0.033887726290165454, -0.03240228315343404, -0.03170088953322822]; [0.004726135074700172, 0.0448929645066984, 0.04753209817303414, 0.046982104795797015, 0.04593812544357349, 0.0449725668076165, 0.0442269393304817, 0.04373167465694706, 0.0434871506094479]
10; 0.24285714285714285; -7.92062269208183; 0.2833820625478548; 1.0683982648779673; [0.19178894194811846, 0.3044018733318181, 0.3227770901017084, 0.32796121536294076, 0.3297258584285059, 0.3297259225460536, 0.32796121930972344, 0.32277710553700256, 0.3044018189251121, 0.19178893199481262]; [0.7946897944801636, 0.5553901776171555, 0.4250203420596472]; [0.0010739928796773199, 0.0018216587862233573, NaN]; [-0.1184432170341134, -0.07684486677782022, -0.058063589905691694, -0.04780579161399311, -0.04158071224786962, -0.03760873467775187, -0.035065745281767494, -0.0335370274647536, -0.03281455530539757]; [0.00513988361593087, 0.045635965515665865, 0.04840223674548516, 0.04789026822748321, 0.0468567089729408, 0.045892469749880635, 0.04514566804124734, 0.04464921491590919, 0.04440419861489637]
