# J, μUp(∞), μDown(∞), error_μUp(∞), error_μDown(∞), chi2_plus, chi2_minus
0.0,1.0,-3.491020884366865e-14,3.1073975571975664e-17,1.647052231066475e-14,1.232595164407831e-32,3.462912858500213e-27
0.007142857142857143,0.9720565977500005,-0.013757204310645697,6.576018568945511e-5,3.472106857213855e-5,5.520175451540606e-8,1.5389091600076613e-8
0.014285714285714285,0.9432768282293866,-0.02751028582461864,0.00014132685525674574,7.524774563750068e-5,2.5496244217238965e-7,7.22792781050027e-8
0.02142857142857143,0.914679561410259,-0.040995222315703884,0.00023076519283770768,0.0001272464541496929,6.79778502306105e-7,2.0668939684729697e-7
0.02857142857142857,0.8863285536313988,-0.05385631797190839,0.00030336685918111564,0.00017846904415914135,1.1747977069212583e-6,4.065861821165092e-7
0.03571428571428571,0.8579899300967171,-0.06626799101682218,0.0003326014006754748,0.0002447082873820958,1.4121309358876722e-6,7.644061540948148e-7
0.04285714285714286,0.8299899155951104,-0.07864709719350521,0.0004688782672097097,0.00023107889814709214,2.8063835527858767e-6,6.816279585625691e-7
0.05,0.8018648077231727,-0.09048223890729022,0.0004911940175261512,0.0002919370842187237,3.0798740531042864e-6,1.0879410201905675e-6
0.05714285714285714,0.7740359375029239,-0.1017723684570212,0.0005444010860923834,0.00033101794501562274,3.783247777983787e-6,1.3987171377797074e-6
0.06428571428571428,0.746337292754612,-0.11268355050115184,0.0005845941921247623,0.000367021363336481,4.362503741479207e-6,1.71952901295565e-6
0.07142857142857142,0.7189144547804341,-0.1232222201441986,0.0006414701128605185,0.0003786435817722593,5.252664629771697e-6,1.8301556167317293e-6
0.07857142857142857,0.6916669193941282,-0.13326326328144789,0.0006782855034084439,0.00040394456299753547,5.872890319509878e-6,2.0829092741457866e-6
0.08571428571428572,0.6647169313659068,-0.1428576904968447,0.0007322634022084271,0.0004176638344899216,6.844811267358729e-6,2.2267966657226814e-6
0.09285714285714286,0.6380384642532657,-0.15189160573493174,0.0007902904331678785,0.0004389218696220091,7.972605391124188e-6,2.4592419618669634e-6
0.1,0.6116378505928983,-0.16040146260020888,0.0008448108613524638,0.00045877546605706547,9.110575199245392e-6,2.6867495810286274e-6
0.10714285714285714,0.5855591633619889,-0.1683705459497101,0.0009061811633025727,0.00047810552560264283,1.048230712870305e-5,2.917926482931673e-6
0.11428571428571428,0.5598016158809492,-0.17577782589833124,0.0009643206442311151,0.0004896935496937872,1.1870520113800207e-5,3.0610863913564383e-6
0.12142857142857143,0.5343893047417249,-0.18258867087496888,0.0010165933314930564,0.0004988630833980827,1.3192324723634946e-5,3.176797652084723e-6
0.12857142857142856,0.5093563307776778,-0.1887716274851184,0.0010634495514548568,0.0005042969271157069,1.4436456433485903e-5,3.2463808163097043e-6
0.1357142857142857,0.48473191940523525,-0.19430679036289059,0.0011015582389803395,0.0005000662137159452,1.548965503533341e-5,3.1921393787307732e-6
0.14285714285714285,0.46054862279904907,-0.19916114146478303,0.0011271287722615434,0.00048299353759449987,1.6217126037902992e-5,2.977895542332989e-6
0.15,0.4368430145072316,-0.20329334756225573,0.0011369145659816764,0.00045323898781956406,1.6499944406200967e-5,2.6222937609246183e-6
0.15714285714285714,0.41365937269108366,-0.20666564959358594,0.0011286090311440425,0.0004079002805318233,1.6259749931129787e-5,2.1239037302087605e-6
0.16428571428571428,0.3910440475541122,-0.20923299287634464,0.0010993349157398919,0.0003466199288417773,1.5427191236693927e-5,1.5336769030129933e-6
0.17142857142857143,0.3690455539011139,-0.2109509902236831,0.001046975864124655,0.0002700539697232081,1.3992656074380898e-5,9.309534184993078e-7
0.17857142857142858,0.3477170087947603,-0.21177242752504408,0.0009709693049749337,0.00018447495184827293,1.2034770738094126e-5,4.3441181743324783e-7
0.18571428571428572,0.32711269520151204,-0.21165033898465063,0.000872356394023322,0.00011934685385138693,9.714371701087522e-6,1.8182297918610643e-7
0.19285714285714287,0.30728481109303507,-0.21054165226849642,0.0007546172870372324,0.00015322066735594102,7.26909457956164e-6,2.996825937281893e-7
0.2,0.28828019446665887,-0.20841018996241506,0.0006235467460062364,0.0002598156698035456,4.963235175069473e-6,8.617027925567493e-7
0.20714285714285716,0.2701357939694617,-0.20523053167011746,0.00048771286697398155,0.0003800646364840335,3.0363738777785646e-6,1.8439185944187665e-6
0.21428571428571427,0.25287152916399197,-0.2009947940811117,0.0003572429050888499,0.0004930124045918909,1.6291236352030703e-6,3.1027194838848085e-6
0.22142857142857142,0.23648380794502008,-0.19571773852635246,0.0002426268958982034,0.0005865672023396102,7.514579850530266e-7,4.3920004053435304e-6
0.22857142857142856,0.22093965226664103,-0.18944164901019836,0.0001524394255153123,0.0006527456614466348,2.966343404145989e-7,5.4389467577256775e-6
0.2357142857142857,0.2061761275478568,-0.18223688130249996,9.181129135457484e-5,0.0006875977356199679,1.076016699398814e-7,6.035255983606108e-6
0.24285714285714285,0.19210386555826534,-0.17419734993544858,6.153963680232881e-5,0.0006917839983497412,4.834334279197233e-8,6.108967911747233e-6
0.25,0.17861594435986022,-0.1654326444106709,5.77487692657198e-5,0.0006699539940405322,4.257084647743882e-8,5.729500752972802e-6
0.2571428571428571,0.1656002748136163,-0.1560556935493355,7.259874793816069e-5,0.0006290038517346976,6.72798603304517e-8,5.050488998623602e-6
0.2642857142857143,0.15294985694965627,-0.14617365261603416,9.832241222914292e-5,0.0005762445649351207,1.2340474800711725e-7,4.2387763650510275e-6
0.2714285714285714,0.14057083202711493,-0.13588052388389338,0.00012879826868773198,0.0005180262222584534,2.1176143445938186e-7,3.4255499756968517e-6
0.2785714285714286,0.12838487066652468,-0.12525479705084994,0.00015944073386714327,0.00045908579209013467,3.2450798592037285e-7,2.6903855658682517e-6
0.2857142857142857,0.11632983461903346,-0.11435946610746132,0.00018716620446315455,0.0004025152331479387,4.471792945194241e-7,2.0681948928553754e-6
0.29285714285714287,0.10435772716311607,-0.10324383711686479,0.00021033829604556452,0.00035005976663985745,5.647594705612668e-7,1.5642682033580232e-6
0.3,0.09243199225728051,-0.09194647224754907,0.00022818281968892308,0.000302539410838997,6.646495340490998e-7,1.1683978074286689e-6
0.30714285714285716,0.08052579332181065,-0.08049671590570756,0.00024070817586007307,0.0002600715578341122,7.396197560051988e-7,8.634009812455068e-7
0.3142857142857143,0.0686193174783645,-0.06891730856168238,0.00024827914523158393,0.00022246824082163894,7.868778179743576e-7,6.317756175108108e-7
0.32142857142857145,0.05669803351849254,-0.05722597960302941,0.00025142503801238393,0.000189322848611952,8.069448766819134e-7,4.57544016664271e-7
0.32857142857142857,0.04475184390350434,-0.04543643538178377,0.0002507744410276932,0.00016015320110781173,8.027741174046478e-7,3.274146192547627e-7
0.3357142857142857,0.03277328689415482,-0.03355973206303548,0.0002469560274482415,0.0001344910116150958,7.785133791624953e-7,2.3089436828193538e-7
0.34285714285714286,0.020757432861106862,-0.021604581225676642,0.00024052416615793262,0.00011188058750726245,7.384893815098968e-7,1.597851064074276e-7
0.35,0.008701012283031481,-0.009578123486395118,0.00023204228263854252,9.189199033196662e-5,6.873233176971611e-7,1.0779090943732662e-7
