# Hubbard model DMRG. This file contains many sizes. nmax=4, μ0=0.08, nsweeps=20, cutoff=[1.0e-8]
# L; J; E; Γ; eΓ; [calculated 2025-02-17T14:56:21.570]
40; 0.35; -18.772629681905222; [0.938696868795304, 0.7882866311411828, 0.7141975342487757, 0.6672999827725264, 0.6331195246544977, 0.6060583780285866, 0.583450059378567, 0.5637898043699069, 0.5460726311935572, 0.5295034785983177]; [9.567640173245684e-5, 9.487135858133717e-5, 0.00011270193236619412, 0.00018851094037215585, 0.000290928349446944, 0.0003656019718054415, 0.0003725062014413746, 0.000293273667088351, 0.0001344695503502716, 0.0001344695503502716];
50; 0.2; -11.93230173791546; [0.650650342262664, 0.47800447378192734, 0.40688498965656983, 0.36498890589545896, 0.33639426310266635, 0.3146947574073256, 0.29714794757819213, 0.28262908406284143, 0.2699859215779327, 0.2585340006185926, 0.24844202279842645, 0.23913830345197662, 0.2292996341516176]; [0.00020506588832711346, 0.0008878803893182841, 0.0005382543865464337, 0.000382072583538785, 0.0007016016504177185, 0.0004334133018349802, 0.00041790955611132957, 0.0006832253516566588, 0.0004155190651837247, 0.0003774963616744931, 0.0007553747493071833, 0.00032890711468333095, 0.00032890711468333095];
50; 0.20714285714285716; -12.390885111188748; [0.6686339470354815, 0.493172208641729, 0.42103092286046084, 0.37841630566500095, 0.34896027614434705, 0.3269181357624124, 0.3092687048518146, 0.29425185301959034, 0.2812757705329076, 0.27009407513461453, 0.25980065240741823, 0.24948967273289688, 0.23965417408463527]; [0.00019544229881934176, 0.0013352599951490466, 0.0011669024695747728, 0.0004525222802800993, 0.0010296032098134258, 0.0013345852823482428, 0.0008248753993477615, 0.0006960101510187762, 0.0012968049683099983, 0.0012048318069492897, 0.00039811965747170214, 9.287878005194108e-5, 9.287878005194108e-5];
50; 0.21428571428571427; -12.86069230354184; [0.6778609436113108, 0.5052578797236265, 0.43318305027703596, 0.39042702330214835, 0.36075155260823377, 0.3384298233592079, 0.32051746560412325, 0.3052966906560393, 0.2921192322403644, 0.2806833481043579, 0.27014701924055406, 0.2596667486493998, 0.24963605457946758]; [0.00015439382272377028, 0.0011408265119864508, 0.0010118682501720597, 0.00042522614310533136, 0.0009146256875625867, 0.0011808470390263744, 0.0007519441360095484, 0.0006412640588551463, 0.001150163728093061, 0.0010727833898529797, 0.00036737838346864846, 8.171695131430705e-5, 8.171695131430705e-5];
50; 0.22142857142857142; -13.336166621822601; [0.6951738976372437, 0.5208214241185879, 0.44739825965827396, 0.4040338417636999, 0.3739372057615362, 0.3510397901897148, 0.33260106593023153, 0.317245229310557, 0.3040082783946472, 0.2920482204290454, 0.28091492772921595, 0.27076012464329474, 0.2618715415530185]; [6.834115250483874e-5, 0.000765181906943807, 0.0010253659824405786, 0.0008094994174988326, 0.000505168567920226, 0.000774445277132629, 0.001042088895795653, 0.0009327181856533201, 0.0004173512432645109, 0.00014917511173181145, 0.00032755399915260425, 0.00012769816086551967, 0.00012769816086551967];
50; 0.22857142857142856; -13.825626388352442; [0.7058543094519196, 0.5336442843234969, 0.46016507261333056, 0.4166243576779411, 0.3863297062839466, 0.3631813768387763, 0.34449306805656, 0.32895356367196854, 0.3155511261869161, 0.30336325984765156, 0.29200364640894083, 0.2817608129684033, 0.2728775467357312]; [7.024345700274522e-5, 0.0009116779559687752, 0.0011824301234416533, 0.0008789119366144521, 0.00047706973413756416, 0.0008760490388796347, 0.0011570970798838584, 0.0009560637388166184, 0.00029422329783218977, 0.00032919187627789026, 0.0004179577465136659, 0.00012728257958894725, 0.00012728257958894725];
50; 0.2357142857142857; -14.319908205751393; [0.7194629705997266, 0.5479515263166888, 0.47393381131553736, 0.4298544803886612, 0.3991233776090943, 0.3757400734787956, 0.35687987497874485, 0.3410141604490526, 0.3272043056828792, 0.3148646026459226, 0.30373074156285085, 0.293705402608893, 0.2845029485968698]; [3.4587240348054114e-5, 0.00034382561318014644, 0.00043191423553367995, 0.0004803853746892707, 0.0004916220887850208, 0.0004412843623467854, 0.00030752435740931085, 9.250422402113862e-5, 0.00013447384895363206, 0.00020087562236519442, 8.858283335010946e-5, 2.7989461790088064e-5, 2.7989461790088064e-5];
50; 0.24285714285714285; -14.827986874690367; [0.7338736443893361, 0.5629617155412648, 0.48840925184455, 0.44379536833112065, 0.41264099300933677, 0.38902530267805446, 0.3699907099616078, 0.3538148645298227, 0.33962258995153255, 0.32712093739954806, 0.3161668886548178, 0.30634855012257955, 0.296895012173772]; [2.2473750185816306e-5, 0.0007771285862533936, 0.0010932453683713868, 0.0009361708343520658, 0.0005666698086404098, 0.00019494000028944753, 0.00044976450563867504, 0.0006935188734996873, 0.0005407375196703592, 0.0001259720509385528, 0.00019171500744057438, 0.00016558203653073818, 0.00016558203653073818];
50; 0.25; -15.341604001130438; [0.745611618905133, 0.5762677067139124, 0.501612356040107, 0.45684271583056635, 0.4254582343566536, 0.4014863743193863, 0.3821096437616585, 0.3657661664418024, 0.35157043549512235, 0.33902982586747726, 0.327778271639035, 0.3173617742201437, 0.3072187882516907]; [2.706095309545612e-5, 0.0002587152670988969, 0.0003263975324957741, 0.00021131669449585527, 0.00013232447492688996, 0.00021645004986736344, 0.00023307987136268087, 0.00017579748780108368, 0.00016296219734735854, 0.0002905941806389474, 0.0003159611776510197, 0.00015863585801374614, 0.00015863585801374614];
50; 0.2571428571428571; -15.868473127812683; [0.7616352419281657, 0.5923271908394083, 0.5170648834321576, 0.47190238258402306, 0.4400940561574782, 0.4155892759489828, 0.39574211476240273, 0.379191565866954, 0.3650383060021159, 0.3525171613014612, 0.3409300716341173, 0.3297189362674766, 0.3185763076952441]; [5.1293233111296716e-5, 0.0006432817676052414, 0.0009673297825907028, 0.0009840895315185194, 0.000744590129533793, 0.00035418747880991885, 0.0005074457902640514, 0.0009350960686321743, 0.0010959812651348598, 0.0009228262028724035, 0.0005425898096803977, 0.00016686226514199683, 0.00016686226514199683];
50; 0.2642857142857143; -16.40129390632621; [0.7732803563128171, 0.6056439073786274, 0.5301731266910663, 0.4847302167736909, 0.4527797214358712, 0.428227613509512, 0.40829449652086197, 0.3915026673506407, 0.3769249754776822, 0.3638737079346012, 0.3518094925830716, 0.34033352083873963, 0.3292218470249545]; [2.687909121626725e-5, 0.000411658902846155, 0.0006120419514682871, 0.0006466727257890927, 0.000647900927808639, 0.0007284200140366794, 0.000860473587492431, 0.00092933925641089, 0.0008487021218231796, 0.0006254224708348806, 0.0003403135706313775, 9.75917968442075e-5, 9.75917968442075e-5];
50; 0.2714285714285714; -16.94755103863654; [0.7893959736894568, 0.621950373082963, 0.5456339920185177, 0.49956973172590535, 0.4673067530524455, 0.44259591089624944, 0.4224635215508765, 0.40527965013078066, 0.39006851282199556, 0.37624183283748863, 0.36346276950222933, 0.351558635582409, 0.3404562339069258]; [9.311082403754804e-5, 0.0006708320868491263, 0.001345537704023885, 0.0018031390268962865, 0.0019598212244414056, 0.001823672752026603, 0.0014652847800666667, 0.0009990402867068586, 0.0005574553392839953, 0.00023064294595132888, 5.1342551610160175e-5, 6.717249222745835e-6, 6.717249222745835e-6];
50; 0.2785714285714286; -17.49893591273451; [0.8100187652418134, 0.6421263241615387, 0.5645004916145775, 0.5170456440099344, 0.48343716722018365, 0.45753794622849076, 0.43649684020292223, 0.41880091530657054, 0.40356264736709246, 0.39020841285971225, 0.37832730594316255, 0.36758703705174617, 0.35768606515348694]; [0.0002564448688379522, 0.00031638108069823815, 0.0007370615562334671, 0.0009834909008801461, 0.0010605002676815254, 0.000987986915785409, 0.0008126416032267774, 0.0005848488272205311, 0.00035471418434867945, 0.00016352886451331813, 4.067714128151914e-5, 6.473216462768782e-6, 6.473216462768782e-6];
50; 0.2857142857142857; -18.065896600768895; [0.8163698219951102, 0.6520128461923257, 0.5754041286322058, 0.5283822656340033, 0.4949633814194475, 0.46912383812005626, 0.4480681461468205, 0.43030865794311596, 0.4149594659551038, 0.4014415256782961, 0.3893376891709359, 0.37831368935873516, 0.36807520534150345]; [0.0002355604693257436, 0.00023424494148838087, 0.000580286328810348, 0.000783886626716139, 0.0008461124059922624, 0.0007904509305576906, 0.0006492393129542207, 0.00046457349890348935, 0.0002757313278320011, 0.00011962273640333289, 2.3183447351703544e-5, 1.2164118863942146e-5, 1.2164118863942146e-5];
50; 0.29285714285714287; -18.62897849433251; [0.8447115172064634, 0.6784644925280905, 0.5999451556146762, 0.5513013473163473, 0.516537102652199, 0.4895385132888999, 0.46741339320261865, 0.4485750875281899, 0.43204231310944885, 0.41714135972233674, 0.40338508277400537, 0.39038785565948625, 0.3778003101517969]; [5.4254372912979263e-5, 0.00030898606661846815, 0.0005756877400293944, 0.0007840404990677314, 0.000925812981065226, 0.000985596576328933, 0.0009667244728845352, 0.0008796661533114438, 0.000731908039002289, 0.0005501014730497949, 0.0003502884349418575, 0.00016782853952112834, 0.00016782853952112834];
50; 0.3; -19.216130940291205; [0.859378497640831, 0.694293167383255, 0.6152599085437316, 0.5656516771233525, 0.5297329772732401, 0.5014638972002267, 0.4779884138460127, 0.45775129749351107, 0.43980184707007886, 0.4235007052221241, 0.40838272644635704, 0.39408436403223684, 0.3802968965252484]; [4.760429966549893e-6, 0.00030566796017234883, 0.0005709017926672028, 0.0007630651536179447, 0.0008860723514524057, 0.0009322802006392457, 0.0009024837073184506, 0.0008078394549846487, 0.0006631837706483119, 0.00048509420829757384, 0.00029321546589869635, 0.00010965211068987235, 0.00010965211068987235];
50; 0.30714285714285716; -19.816610226142128; [0.8649361717226707, 0.7033384010657654, 0.6256651012654808, 0.5769160554621647, 0.5416444447040749, 0.5139049214229157, 0.49088254013968613, 0.47104487991372607, 0.4534556002043089, 0.4374845251373864, 0.42267184363102633, 0.4086576233444868, 0.3951363234250549]; [3.861104782283727e-6, 0.0002794173335269533, 0.000529002493610243, 0.0007140544711320419, 0.000835864328774221, 0.0008845841468757315, 0.0008606020899909232, 0.0007742559938811007, 0.000638874071155262, 0.00046935304460942216, 0.00028456169398417364, 0.00010672594895297834, 0.00010672594895297834];
50; 0.3142857142857143; -20.420775102639666; [0.870145306251132, 0.7117556516051979, 0.6352861392911572, 0.5872798399717502, 0.5525591007845123, 0.525269385111262, 0.5026332230094009, 0.48313744680591386, 0.4658568249136136, 0.45016901271630766, 0.43562070031795563, 0.4218560556766153, 0.40857098996924257]; [3.6834415280022883e-6, 0.0002567481636055091, 0.0004924003490642962, 0.0006700327868638658, 0.0007883579647743905, 0.000839901304047788, 0.0008234877447246688, 0.0007452999805120245, 0.000617438300989016, 0.0004553414142374126, 0.00027720133853336343, 0.00010434454294833835, 0.00010434454294833835];
50; 0.32142857142857145; -21.028385979366156; [0.8750418145238439, 0.7196227981719057, 0.6442288692002931, 0.5968717199394938, 0.5626268134332676, 0.5357219600261007, 0.5134146422798408, 0.49421035447642864, 0.47719440876618546, 0.46175116878178013, 0.4474326281661952, 0.43388586305481486, 0.42081123843349977]; [4.109427458346705e-6, 0.00023729372458718262, 0.00046003496870486535, 0.0006306009137978854, 0.0007458333413320154, 0.0007988897358988231, 0.0007882936833169028, 0.0007174633568177851, 0.0005966457716939106, 0.00044136099459600876, 0.0002689696159807144, 0.00010110140119723562, 0.00010110140119723562];
50; 0.32857142857142857; -21.639228116422956; [0.8796574182487855, 0.7270060547562317, 0.6525836632412843, 0.6058009446423993, 0.5719695833150569, 0.5453969183558546, 0.5233742569229466, 0.5044216575150033, 0.48763368453135214, 0.4724018978394593, 0.4582824303108066, 0.44492694200402694, 0.4320374178830014]; [5.050132916443562e-6, 0.00022100908117819927, 0.00043248702277615353, 0.0005969608329055731, 0.0007093322576957727, 0.0007648588565889425, 0.000757717399388399, 0.0006913711948866787, 0.0005770203526297891, 0.0004280038754908602, 0.00026192715761285995, 9.888194388535908e-5, 9.888194388535908e-5];
50; 0.3357142857142857; -22.285386738383405; [0.9120214373732725, 0.7592956139834908, 0.6851325368490107, 0.63872024166184, 0.6052825175278129, 0.5791208728530055, 0.5575346764940281, 0.5390426471148746, 0.5227270693284891, 0.5079537870345899, 0.4942534528293675, 0.48123380991245157, 0.4685411097992135]; [0.00014967159682187386, 0.0002624137129035672, 0.00040244815721796377, 0.0005322658813836535, 0.0006418167425101217, 0.0007132724295013317, 0.0007422308956219129, 0.0007211293422507965, 0.0006431936415127404, 0.0005170973625250243, 0.00035684227953254247, 0.00016614343179669405, 0.00016614343179669405];
50; 0.34285714285714286; -22.930030340661478; [0.9284986531034641, 0.7768238268490566, 0.7028362606930535, 0.6564233183479008, 0.6229379926909901, 0.5967448433612528, 0.5751457605846721, 0.556653412054247, 0.5403583609098918, 0.5256530603551639, 0.5120939981223878, 0.49932303133614525, 0.4870126981883751]; [4.145516542366993e-5, 5.851633405610979e-5, 0.00015207548564744318, 0.00025920948855301845, 0.000354805670050267, 0.00042879960085481127, 0.0004703466668911336, 0.00047244640541432896, 0.00043265177462459997, 0.0003518591752702258, 0.00023598117915776218, 9.703128260936888e-5, 9.703128260936888e-5];
50; 0.35; -23.585971248055554; [0.9452612605602251, 0.794431757648369, 0.7205190899239893, 0.6740668711290962, 0.6405403325501928, 0.6142973685216091, 0.5926183122663561, 0.5739967130450808, 0.5575146600054703, 0.5425747385838753, 0.5287637861400488, 0.5157699625811206, 0.5033209972724583]; [8.062509757945436e-5, 0.00023713298359326725, 0.0004474302367448108, 0.0006289107234352626, 0.0007317308088334301, 0.0007483010732266641, 0.0006871756075250925, 0.0005742985436823367, 0.00044086377402619584, 0.00030909966451126173, 0.00018669391979055116, 7.299670349548031e-5, 7.299670349548031e-5];
60; 0.2; -14.354051388722604; [0.6530657781567487, 0.4789270504764349, 0.40764237225089295, 0.36600144517817984, 0.3375918074636922, 0.3161694234460127, 0.29911141564789684, 0.285005619601321, 0.2728355153976192, 0.262166989705537, 0.2527684978627536, 0.24410238875349247, 0.23589206308704475, 0.2285607671227792, 0.22207949560801915]; [0.00013846167767031102, 0.000749879921514943, 0.0006070635120329803, 0.00022153808060532276, 0.0005255860535771089, 0.0006293949616408606, 0.00039261737651070575, 0.0003676720740778902, 0.0005789301863348667, 0.0004390160308869582, 5.6562996565776026e-5, 0.0004442262445775031, 0.00033519579857996967, 2.289607229269658e-5, 2.289607229269658e-5];
60; 0.20714285714285716; -14.908201958127233; [0.6638475590409084, 0.4915671680647357, 0.42011691204235774, 0.3781896717863295, 0.3494702518886433, 0.32776234200725274, 0.3104515881485882, 0.2961190458332513, 0.28373325540431943, 0.27287368357016445, 0.2632970364234741, 0.25442983412959924, 0.24605145134713458, 0.23861167688350307, 0.23193552121595387]; [0.0001331155429716748, 0.000785206542636953, 0.0006208074128091201, 0.00021773640563263445, 0.0005654135550722807, 0.000639763199227776, 0.00036813357773513716, 0.00040245190924986427, 0.0005888784534838051, 0.000388674843005683, 0.00013042125220743303, 0.0004898851780864537, 0.0002976729801962937, 4.659034235013601e-5, 4.659034235013601e-5];
60; 0.21428571428571427; -15.47167240808072; [0.6804431881455223, 0.5067344113622787, 0.4343459015130886, 0.391592501216358, 0.36225983008760815, 0.34028203780038324, 0.3226173154864886, 0.3078715275835202, 0.2953609039608546, 0.28441120186490426, 0.27444914928404435, 0.2653890059513501, 0.25733407862239777, 0.2498730927806284, 0.24220359582512618]; [8.503368700741249e-5, 0.0006900323193596404, 0.0007029755047881532, 0.00028988530744450733, 0.0003574841707146104, 0.0005551649870266407, 0.0004683211019626813, 0.000271724023420506, 0.00039470087898201635, 0.00045194761276311994, 0.00026922337704667656, 0.00020023481761130386, 0.00043181834265668806, 0.00021533014527948133, 0.00021533014527948133];
60; 0.22142857142857142; -16.047002606724686; [0.6918289638602443, 0.5196365335741991, 0.4470438705210365, 0.40403920471748955, 0.374363425174134, 0.35203956891573984, 0.33412041407525245, 0.3191519398390202, 0.30637079922434907, 0.2951523154130284, 0.28501353291375775, 0.2758145609946948, 0.2674882124207488, 0.2596085381996895, 0.25162603611023365]; [5.1949324225289364e-5, 0.00040682560968125083, 0.0003715992519631567, 0.0001831485684273254, 0.00033907995589739834, 0.0003886147699443273, 0.0002969558262722636, 0.00031875754028267165, 0.0003939998425210442, 0.00030292024308088727, 0.0001719011755263958, 0.0003600603635991944, 0.0004051563752845634, 0.00016102280592553313, 0.00016102280592553313];
60; 0.22857142857142856; -16.634485960571094; [0.7074077321440594, 0.534613972793705, 0.4612644983887343, 0.4178109392959119, 0.38757163265463024, 0.36475496334756413, 0.346616936932518, 0.33150223895279446, 0.3183935053528334, 0.30682000998465925, 0.29659379927405216, 0.28739999294110624, 0.2786908750212966, 0.2700699283585048, 0.2616977505432384]; [5.7407798720969045e-5, 0.000744611688780446, 0.0008446090615774725, 0.000515210623276302, 0.0003693104328441406, 0.000756787103975193, 0.0008755340390659108, 0.0006278248637794411, 0.0004150920521920529, 0.0007127823753797947, 0.0009375089312321582, 0.0007389665181284063, 0.00028868997320866704, 6.2241631921141436e-6, 6.2241631921141436e-6];
60; 0.2357142857142857; -17.232313212436058; [0.7167209635596737, 0.5466008159950702, 0.4733953398728815, 0.4298611771581967, 0.3995150181441247, 0.37653616846951593, 0.35818713839636707, 0.3428730115040977, 0.32961775492956213, 0.31792142790105005, 0.30753110768782926, 0.2981246024837682, 0.2892385393006164, 0.28055902987964093, 0.272205006734523]; [4.117620317760846e-5, 0.0005424241223625007, 0.0006237082127719072, 0.0004060629282608107, 0.0003856545994596995, 0.0006530341181958122, 0.0007245952979708535, 0.0005475459111737848, 0.0004523393559809596, 0.0006576140593265444, 0.0007724753814879416, 0.0005746809145599201, 0.00021357409901274604, 4.360973818127716e-6, 4.360973818127716e-6];
60; 0.24285714285714285; -17.842668768655574; [0.7334978537866345, 0.5626204184105779, 0.4882898894368011, 0.4441388669952728, 0.4134258081261026, 0.3900490829680054, 0.3712008554518378, 0.3554577529342138, 0.3420097628241417, 0.33023650475565564, 0.31957618337600086, 0.30963066173127524, 0.3002951246463443, 0.2917050988535997, 0.28395585219612735]; [2.6024465661785035e-5, 0.0005688984153504821, 0.0008884585953245415, 0.0008861078939327473, 0.0005981859588175116, 0.0004509800139279106, 0.0007215166576833765, 0.0009558899683600352, 0.0009319353400016905, 0.0006053674949608024, 0.00014572846568262847, 0.00017246159858797238, 0.00020477902270280265, 6.84339282951199e-5, 6.84339282951199e-5];
60; 0.25; -18.461988234392116; [0.746745825641076, 0.5769884378506204, 0.5022780672291183, 0.45769552329341484, 0.4265975163367677, 0.40296404552778214, 0.38398739524584835, 0.36812965086273947, 0.35446129808298443, 0.34238006732341936, 0.33148844824413914, 0.3215476279829677, 0.3124343121233999, 0.3040493944571798, 0.296200370110514]; [3.190547839239283e-5, 0.000208276801205106, 0.0003253929017333627, 0.00041084670094472796, 0.00046360630833523785, 0.00045665072025697864, 0.0003910562130006183, 0.00027699716684858087, 0.00013176237149903626, 3.333829874380351e-5, 9.872112889316126e-5, 8.568989012826415e-5, 1.744295032640151e-5, 2.146140989998438e-5, 2.146140989998438e-5];
60; 0.2571428571428571; -19.09408028426642; [0.7631081238282396, 0.5933541629982554, 0.5178555533645298, 0.47265519434277936, 0.4410711881747502, 0.4170020424202888, 0.3976304514716448, 0.381421053848676, 0.3674455300962404, 0.3551264597357149, 0.3441057937954477, 0.3341347604470052, 0.32497878092511484, 0.31635897821800335, 0.3079687376397751]; [3.881320745223274e-5, 0.00016295884029524893, 0.00024560763278666596, 0.00020995856967043398, 0.00011292481339123469, 9.413101045918785e-5, 0.00014675747868788687, 0.0001652793850464355, 0.00013858676371376945, 9.356956102912714e-5, 0.0001459885214690862, 0.00021729145771000108, 0.00019974769760492325, 9.247402251807133e-5, 9.247402251807133e-5];
60; 0.2642857142857143; -19.740029721599385; [0.777433059810246, 0.6086405506824997, 0.5328376672323073, 0.48736891495966833, 0.455520944692618, 0.4311382809479132, 0.41142405181346703, 0.39493663415398994, 0.3808388899234233, 0.3685570560890715, 0.3576250415440366, 0.3476248088143759, 0.3381849477530926, 0.3290121603665915, 0.31993207047709915]; [6.445308618608798e-5, 0.00040994966688832636, 0.0006988642208362865, 0.0008192275546734277, 0.0007810041800735761, 0.0005824861379952387, 0.00028165093768042423, 0.00029778838511881276, 0.0006053966752408551, 0.000791922885055512, 0.0007840033439116081, 0.0006060460832328825, 0.0003450793845132748, 0.00010870414168858394, 0.00010870414168858394];
60; 0.2714285714285714; -20.39593200088429; [0.7841532865206072, 0.6188845160200617, 0.5438883462777151, 0.49867455781617454, 0.46691771398925846, 0.44257319494233444, 0.4228711682971421, 0.4063672588033337, 0.39221563519463104, 0.37984494352493336, 0.36880358116679157, 0.35869640146901716, 0.34917655202902503, 0.339967660291191, 0.33089112821163025]; [5.926783985798721e-5, 0.0003352436604661622, 0.0005748806610441786, 0.0006695608109131539, 0.0006318649918889447, 0.0004642631614126947, 0.00023505645675649876, 0.0003005945143166663, 0.0005564578935807825, 0.0007096848918680741, 0.0006984469022033733, 0.0005416753934664093, 0.0003129447622175325, 0.00010150527591313598, 0.00010150527591313598];
60; 0.2785714285714286; -21.063714987403802; [0.8034532912889912, 0.6375009998480792, 0.5611809444303416, 0.5149484333078699, 0.48256715323996524, 0.45787361240014646, 0.4379379400106029, 0.4211613211013498, 0.40657840076678387, 0.39356624304933907, 0.3817106808907303, 0.3707418996498934, 0.36048465456924267, 0.3508297219889685, 0.34171268851828585]; [7.052158127472585e-5, 0.00038501092279730653, 0.0008199169226900721, 0.0011652004625790106, 0.00136484262759022, 0.0014063427885879325, 0.0013030560603074655, 0.0010885240612034885, 0.0008142592953982351, 0.0005363769631681125, 0.0003032706364890186, 0.0001391479790466235, 4.446608147663644e-5, 1.0411150293290048e-5, 1.0411150293290048e-5];
60; 0.2857142857142857; -21.742846511729702; [0.8208646554708021, 0.655532133005039, 0.5785990802909238, 0.5315446493645662, 0.4982834407076899, 0.47274540085932404, 0.45206916451695595, 0.43470908477460796, 0.41975136899467624, 0.4066173333222649, 0.3949152567961211, 0.3843616072902652, 0.37473549681422424, 0.3658510256824996, 0.3575362108899803]; [0.00020236960962439284, 0.0001510777641957053, 0.00042947130084787304, 0.0006185571801291234, 0.0007167378586452897, 0.0007262505408179058, 0.0006662490292895584, 0.0005587645514181616, 0.0004246771671774556, 0.000285726560210395, 0.00016139411114816365, 6.685052056290368e-5, 1.0820154436468212e-5, 6.49078211866992e-6, 6.49078211866992e-6];
60; 0.29285714285714287; -22.412605543045455; [0.85248709527053, 0.6843387916922559, 0.6045339532578667, 0.5547399247305524, 0.5188951012082536, 0.49091334523623387, 0.4678915940718382, 0.4482394236684197, 0.4309963877952002, 0.4155365827398404, 0.4014214713941539, 0.3883388589416884, 0.37603754950005813, 0.3643164041421359, 0.3529683161921596]; [8.272614457741262e-5, 0.00022061552363587976, 0.00041857609787568167, 0.0005939183454837875, 0.000721527274240291, 0.0007869400095869926, 0.0007978162740504862, 0.0007623673112735905, 0.0006877555801621555, 0.0005812107567839106, 0.0004630715245098869, 0.00033354980817062763, 0.00021068444802085622, 6.659119313084831e-5, 6.659119313084831e-5];
60; 0.3; -23.1306291484576; [0.8587909399147197, 0.6943082338371288, 0.6159356667436682, 0.5670435113996792, 0.5318808557566149, 0.5044485388780731, 0.4818893138816048, 0.4626370681967959, 0.44574505313173585, 0.4305959028740222, 0.4167599988981203, 0.40392051921232885, 0.39183075198245243, 0.38028959776365134, 0.36912369736144346]; [4.145907158282682e-6, 0.00020651252782092296, 0.00040399991766508877, 0.0005666042303209548, 0.0006740331727701743, 0.0007395216174284619, 0.0007618863937748308, 0.0007399023524867331, 0.0006778463384994189, 0.0005826793262943317, 0.00046285034415825805, 0.0003281936184725867, 0.00019222735713362476, 6.855734857733253e-5, 6.855734857733253e-5];
60; 0.30714285714285716; -23.85376868393409; [0.8642644849703135, 0.7032297674598611, 0.6261731375280386, 0.5780980163369074, 0.5435391773367393, 0.5165970145327353, 0.494457140293391, 0.4755740547906625, 0.45901368008570553, 0.44416733873772435, 0.4306113928200232, 0.418033151396429, 0.40618887033823226, 0.39487727974401726, 0.383928916858138]; [4.170456191628831e-6, 0.00018702615866496674, 0.0003704392266150117, 0.0005246573549001089, 0.0006304401827805212, 0.0006966682065227202, 0.0007202840139599579, 0.0007017314849714897, 0.0006453961084145274, 0.0005572715988179747, 0.0004448465234936442, 0.000317356892411385, 0.00018541707247439566, 6.813063161002261e-5, 6.813063161002261e-5];
60; 0.3142857142857143; -24.581292532360163; [0.8693916414704279, 0.7115305466527956, 0.6356375053481705, 0.5882659080112007, 0.5542218466902592, 0.5276923548274582, 0.505901938917725, 0.4873260654199816, 0.4710428306413911, 0.4564509524310221, 0.44313187840305557, 0.43077657527035085, 0.41914354643148977, 0.40803491415860016, 0.3972815293463538]; [3.608053675369344e-6, 0.00017048137309818852, 0.00034162745400073105, 0.0004886047759626215, 0.0005902084727818966, 0.0006559681252415176, 0.0006823463916927577, 0.0006684523520235177, 0.0006174973665455487, 0.000535209613786335, 0.0004287030417763573, 0.0003064412549214147, 0.00017979226407155733, 6.636545829970418e-5, 6.636545829970418e-5];
60; 0.32142857142857145; -25.312914678927648; [0.8742081853550898, 0.719288421409363, 0.6444352954463377, 0.5976775406224296, 0.5640732618406183, 0.5378941858555218, 0.5164000103619517, 0.49808387664854364, 0.4820343270708381, 0.46765683353103554, 0.4545375239673804, 0.44237079834021137, 0.4309179349777786, 0.41998176381550384, 0.4093923916613857]; [2.7345681852008956e-6, 0.0001565262325413057, 0.0003168688675240797, 0.00045643653624627894, 0.0005560738299705021, 0.0006215692408588933, 0.000649309538484143, 0.0006384461005134383, 0.0005916894075608667, 0.0005143127689022816, 0.0004132441946095002, 0.00029673624435748853, 0.00017488084889369533, 6.457975665728051e-5, 6.457975665728051e-5];
60; 0.32857142857142857; -26.066163223124754; [0.893961636198398, 0.7403537427621523, 0.6662143021948189, 0.6200658383319757, 0.5870441200974914, 0.5614091912239086, 0.5404135594589998, 0.5225483364151008, 0.5069066007513059, 0.492887527408145, 0.4800622307060219, 0.46811544089732365, 0.4568046259164146, 0.44593165200186685, 0.435299549948863]; [0.00020325332348477664, 0.0003512234958816441, 0.000527545589534296, 0.0006758379158494838, 0.0007965109073624449, 0.0008657661951418341, 0.0008791572596439225, 0.0008552459263313039, 0.0007878940583286878, 0.000676306898555856, 0.00053627705877933, 0.0003854699894402463, 0.0002407586093937175, 0.00011266136026288164, 0.00011266136026288164];
60; 0.3357142857142857; -26.832967211650104; [0.9127551004285038, 0.760139466637243, 0.6862271793701357, 0.6401463760698363, 0.607118016152837, 0.5814692123148723, 0.5604906185585845, 0.5426984813767194, 0.5271987481594436, 0.5134090901123003, 0.5009219244330912, 0.4894301007061731, 0.47868420834880265, 0.4684695610767992, 0.458584366081021]; [8.579308367023725e-5, 9.874083305313256e-5, 0.00010136623745284475, 9.385486208203843e-5, 9.662763836256915e-5, 0.00013298484992653266, 0.00019264032736646442, 0.0002522928831858088, 0.0002957810612511224, 0.0003125275430819255, 0.0002953546251489454, 0.0002423443415294306, 0.00016071370554339158, 6.436386738198398e-5, 6.436386738198398e-5];
60; 0.34285714285714286; -27.60958994647171; [0.9312667027012309, 0.7794533369055552, 0.7056147375871394, 0.6594922809748924, 0.6264122890114499, 0.6007198271166085, 0.579690558761034, 0.5618189322776537, 0.546191225778548, 0.532214077949652, 0.519480638404698, 0.5077007489983308, 0.49665734137407613, 0.48617552554068605, 0.47609645890414676]; [6.986604193696255e-5, 0.0001850365350138426, 0.0003437224988950083, 0.0004953968738801709, 0.0006069208937627364, 0.0006603584753776966, 0.0006520526356808395, 0.0005920770096659071, 0.0004998737241737127, 0.00039410784188717444, 0.00029063689020807505, 0.00019768031998666395, 0.00011618235125131588, 4.4226695703075674e-5, 4.4226695703075674e-5];
