# Hubbard model DMRG. This file contains many sizes. nmax=4, μ0=0.0, nsweeps=10, cutoff=[1.0e-8]
# L; J; E; deltaE_g^+; deltaE_g^-; nVariance; Γ; eΓ; C; eC [calculated 2025-02-11T10:34:29.100]
80; 0.0; 0.0; 1.0; 0.0; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.007142857142857143; -0.016121594319102872; 0.9722473022854383; -0.013656826028364932; [0.0002040469163283598, 0.0004080105514328025, 0.0004081006239922136, 0.00040810068799457255, 0.0004081006880420901, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804186805, 0.00040810068804142396, 0.00040810068804142396, 0.0004081006879959048, 0.00040810062552743, 0.0004080105452570759, 0.00020404691554121168]; [0.028568508734680524, 2.9137699758168184e-5, 2.9049780431864752e-8, 2.8878601916360727e-11, 2.8697755357776965e-14, 2.8516672587922696e-17, 2.833655691757452e-20, 2.8157556373160487e-23, 2.797968367856633e-26, 2.780293424440314e-29, 2.7627301300121093e-32, 2.745277783448285e-35, 2.727935684418741e-38, 2.7107031365512176e-41, 2.693579447812677e-44, 2.676563930534003e-47, 2.659655901389166e-50, 2.642854681368636e-53, 2.6261595957522024e-56, 2.6095699740818937e-59]; [1.394609562564491e-17, 2.0068306242502312e-20, 4.0475705842376274e-23, 2.933747874867582e-26, 6.4554340862594e-29, 5.418013421096098e-32, 2.3547530569117928e-35, 2.1225459389392733e-38, 5.322795973211075e-41, 3.202817775816496e-44, 3.2690528535001373e-47, 3.4822954863689247e-50, 3.2360698519209183e-53, 3.1218098365038337e-56, 2.4082345508023794e-59, 1.5083122791459352e-62, 1.043792842956059e-65, 1.6061333771843986e-68, 1.197953739769298e-71, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.014285714285714285; -0.06447608056516296; 0.9437563251463335; -0.027284611540292047; [0.0008157706543742149, 0.0016302096468383542, 0.001631642794096777, 0.0016316468555686026, 0.0016316468675454665, 0.0016316468676085272, 0.0016316468676085272, 0.0016316468676083051, 0.0016316468676083051, 0.001631646867608083, 0.001631646867608083, 0.001631646867607861, 0.001631646867607861, 0.001631646867607639, 0.001631646867607639, 0.001631646867607417, 0.001631646867607417, 0.001631646867607195, 0.001631646867607195, 0.0016316468676069729, 0.0016316468676069729, 0.0016316468676067508, 0.0016316468676067508, 0.0016316468676065288, 0.0016316468676065288, 0.0016316468676063067, 0.0016316468676063067, 0.0016316468676060847, 0.0016316468676060847, 0.0016316468676060847, 0.0016316468676058626, 0.0016316468676058626, 0.0016316468676058626, 0.0016316468676056406, 0.0016316468676056406, 0.0016316468676054185, 0.0016316468676054185, 0.0016316468676051965, 0.0016316468676051965, 0.0016316468676049745, 0.0016316468676049745, 0.0016316468676047524, 0.0016316468676047524, 0.0016316468676045304, 0.0016316468676045304, 0.0016316468676043083, 0.0016316468676043083, 0.0016316468676040863, 0.0016316468676040863, 0.0016316468676038642, 0.0016316468676038642, 0.0016316468676036422, 0.0016316468676036422, 0.0016316468676034201, 0.0016316468676034201, 0.001631646867603198, 0.001631646867603198, 0.001631646867602976, 0.001631646867602976, 0.001631646867602754, 0.001631646867602754, 0.001631646867602532, 0.001631646867602532, 0.00163164686760231, 0.00163164686760231, 0.0016316468676020879, 0.0016316468676020879, 0.0016316468676018658, 0.0016316468676018658, 0.0016316468676016438, 0.0016316468676016438, 0.0016316468676020879, 0.001631646867602532, 0.0016316468676016438, 0.00163164686760231, 0.001631646867567671, 0.0016316468559383068, 0.0016316428883620393, 0.0016302092594977502, 0.0008157706019018551]; [0.05711939325278421, 0.00023269691629533503, 9.266739468818171e-7, 3.6796785934268633e-9, 1.4606001864930687e-11, 5.79738280351297e-14, 2.301070442875623e-16, 9.133295365055162e-19, 3.625142197278354e-21, 1.4388734022143608e-23, 5.711104699816246e-26, 2.2668232545561714e-28, 8.997362046986525e-31, 3.5711881657091756e-33, 1.4174582336793504e-35, 5.626104677198607e-38, 2.2330854685314112e-40, 8.863451705717603e-43, 3.518037139494415e-45, 1.3963617928755955e-47]; [4.118971029157989e-17, 3.179954169700656e-19, 4.10871330577378e-22, 3.848001623428811e-24, 2.287068879930733e-26, 7.688633762311132e-29, 1.5591232609753819e-31, 5.531812609187989e-34, 1.8497583668088682e-36, 8.491878910761658e-39, 1.988296816049215e-41, 8.083925544563318e-44, 6.8001402335127185e-46, 2.118161114405612e-48, 4.226012066805483e-51, 2.661812385156693e-53, 1.2896765340592904e-55, 1.379658065604205e-58, 2.243740067232413e-60, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.02142857142857143; -0.14503226262760016; 0.9155033064838123; -0.04057471324134854; [0.0018339170241409297, 0.0036610996073729307, 0.0036682878119933537, 0.00366833344080586, 0.0036683337432634744, 0.00366833374522324, 0.0036683337452361187, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452361187, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452358966, 0.0036683337452356746, 0.0036683337452361187, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452356746, 0.0036683337452361187, 0.0036683337452361187, 0.003668333745236785, 0.003668333745236785, 0.003668333745237007, 0.003668333745236785, 0.003668333745237007, 0.003668333745236785, 0.0036683337452365627, 0.0036683337452365627, 0.0036683337452363407, 0.0036683337452365627, 0.0036683337452365627, 0.0036683337452365627, 0.0036683337452365627, 0.003668333745236785, 0.0036683337452365627, 0.0036683337452363407, 0.0036683337452243503, 0.003668333743291674, 0.0036683334497291664, 0.003668288832973321, 0.0036610953393545476, 0.0018339163996770047]; [0.08563450375474257, 0.0007830644648553764, 6.999888807976984e-6, 6.239256956744024e-8, 5.559212416999321e-10, 4.953051411931715e-12, 4.4129571780816435e-14, 3.9317531474936057e-16, 3.503020897808083e-18, 3.1210390852232327e-20, 2.7807099183462713e-22, 2.477491449843813e-24, 2.2073369981444016e-26, 1.9666411456904237e-28, 1.7521916223811974e-30, 1.561126435430511e-32, 1.3908956738920844e-34, 1.2392274781499069e-36, 1.104097720215448e-38, 9.837029901926438e-41]; [2.5569562642964957e-17, 7.063512204862031e-19, 3.835104781039663e-21, 7.233929743032475e-23, 7.02292091062553e-25, 3.795033484335193e-27, 3.362264905158297e-29, 4.884976436273167e-31, 6.445394393495182e-33, 1.8055593228630336e-35, 1.6989406834758368e-37, 1.8663178187123877e-39, 1.0204299896672921e-41, 8.263305475009048e-44, 9.657783174241219e-46, 7.369358568724248e-48, 4.619065342390075e-50, 7.329192233417952e-52, 2.76845222317718e-54, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.02857142857142857; -0.2577378046594414; 0.8874773214240417; -0.0532643276604885; [0.0032564190714883257, 0.00649153887566567, 0.006513991021360077, 0.006514269877448076, 0.006514276595907864, 0.006514276713518008, 0.006514276715834599, 0.006514276715866352, 0.006514276715867018, 0.006514276715866574, 0.006514276715866574, 0.006514276715866796, 0.006514276715865908, 0.006514276715866574, 0.006514276715866352, 0.00651427671586613, 0.006514276715865908, 0.006514276715865908, 0.006514276715867018, 0.006514276715865908, 0.006514276715866574, 0.00651427671586613, 0.006514276715865908, 0.00651427671586613, 0.0065142767158654635, 0.006514276715865686, 0.0065142767158654635, 0.0065142767158652415, 0.0065142767158652415, 0.006514276715865908, 0.0065142767158652415, 0.006514276715864797, 0.0065142767158650194, 0.006514276715865686, 0.0065142767158652415, 0.006514276715865908, 0.006514276715865908, 0.00651427671586613, 0.006514276715865686, 0.006514276715864797, 0.006514276715864797, 0.006514276715864353, 0.006514276715864353, 0.006514276715864575, 0.006514276715864575, 0.006514276715863687, 0.006514276715863687, 0.006514276715863465, 0.006514276715864131, 0.006514276715864131, 0.006514276715863465, 0.006514276715863243, 0.006514276715864353, 0.006514276715863687, 0.006514276715863909, 0.006514276715864797, 0.006514276715863909, 0.006514276715863687, 0.006514276715864353, 0.006514276715863687, 0.006514276715863687, 0.006514276715863243, 0.006514276715862799, 0.006514276715863021, 0.006514276715863465, 0.006514276715863909, 0.006514276715863687, 0.006514276715864131, 0.006514276715864131, 0.006514276715863687, 0.006514276715863909, 0.006514276715863465, 0.00651427671585747, 0.006514276715181344, 0.0065142766953261155, 0.006514275779604173, 0.006514259905959996, 0.006514015574215382, 0.006491573370099202, 0.0032563971733389208]; [0.11409549757785029, 0.002028561677148072, 4.353899403801755e-5, 9.71290369052946e-7, 2.1797687182859525e-8, 4.895279927369106e-10, 1.099346411010486e-11, 2.4686449014312416e-13, 5.543202656194349e-15, 1.2446594357643235e-16, 2.794690003322053e-18, 6.274992115044898e-20, 1.4089345931730336e-21, 3.1634973380146047e-23, 7.103028863370908e-25, 1.5948483794471248e-26, 3.580923741976738e-28, 8.040270564147908e-30, 1.8052868216918298e-31, 4.05342122869623e-33]; [4.458035055387917e-16, 1.0911632922118243e-16, 7.008826764787227e-17, 2.5174565750796055e-18, 5.861725073727132e-20, 1.2127417417455463e-21, 2.8208220590265446e-23, 6.1734118685074e-25, 1.4123468596429472e-26, 2.910800034010912e-28, 6.36269485216529e-30, 1.8341468648318184e-31, 4.864321893223723e-33, 8.040603077529958e-35, 1.470372091209474e-36, 4.83769460216273e-38, 8.084507767297761e-40, 7.350532399237042e-42, 3.622408971921748e-43, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.03571428571428571; -0.4025227330590887; 0.8595224044844643; -0.06547264910158807; [0.00508055386997297, 0.010109131552746176, 0.01016328190205007, 0.010164377890681697, 0.010164406866173925, 0.010164407729392533, 0.010164407753131766, 0.010164407756696248, 0.010164407754585492, 0.01016440775633054, 0.010164407754977178, 0.010164407756042548, 0.01016440775523697, 0.010164407755857363, 0.010164407755389737, 0.010164407755741234, 0.010164407755479887, 0.0101644077556724, 0.010164407755535176, 0.010164407755632654, 0.010164407755561156, 0.010164407755614446, 0.010164407755575144, 0.010164407755606453, 0.010164407755584914, 0.010164407755597571, 0.010164407755590465, 0.010164407755595128, 0.01016440775558869, 0.010164407755598237, 0.01016440775558558, 0.010164407755598015, 0.010164407755587579, 0.01016440775559646, 0.010164407755588245, 0.010164407755602234, 0.010164407755579585, 0.01016440775561156, 0.010164407755570037, 0.01016440775561711, 0.010164407755568261, 0.010164407755622884, 0.010164407755553828, 0.010164407755641758, 0.010164407755529403, 0.010164407755667293, 0.01016440775550942, 0.010164407755680394, 0.010164407755500982, 0.010164407755696159, 0.010164407755475446, 0.010164407755727023, 0.010164407755451021, 0.010164407755739013, 0.01016440775545635, 0.010164407755722138, 0.010164407755469673, 0.01016440775572569, 0.010164407755424598, 0.01016440775581029, 0.010164407755363092, 0.010164407755774763, 0.010164407755467675, 0.010164407755685057, 0.010164407755500537, 0.010164407755704818, 0.01016440775538685, 0.010164407755928417, 0.010164407755019367, 0.010164407756340754, 0.010164407754623905, 0.010164407756745542, 0.010164407753922244, 0.01016440775660743, 0.01016440772540772, 0.01016440687210407, 0.010164377934827273, 0.010163281746699226, 0.010109131336426325, 0.005080553829676759]; [0.14248743932467767, 0.003953351106731647, 0.00013250694829824603, 4.6173275713845445e-6, 1.618652767164604e-7, 5.678398762525794e-9, 1.9919946547377738e-10, 6.9874248475863295e-12, 2.450890380778173e-13, 8.596428290815933e-15, 3.015125397263309e-16, 1.0575211358860905e-17, 3.7091191110541215e-19, 1.3009226105979131e-20, 4.562801630503626e-22, 1.6003368945269106e-23, 5.612948907326335e-25, 1.968659812705518e-26, 6.904785923436094e-28, 2.421752413503514e-29]; [2.4326719481106793e-13, 3.3487356169494146e-11, 1.9287528740559485e-12, 7.382129204364606e-14, 2.58099149594394e-15, 8.791773815400337e-17, 3.039517573270776e-18, 1.0482375590451857e-19, 3.610247825351654e-21, 1.2684134262178958e-22, 4.53538531049403e-24, 1.6209291484642938e-25, 5.776346440689521e-27, 2.0647837251702515e-28, 7.383776751155078e-30, 2.601992477563284e-31, 8.975771241418573e-33, 3.1674595213929294e-34, 1.2699937338070878e-35, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.04285714285714286; -0.5792871088611492; 0.8318389550918122; -0.07762902348172962; [0.0073025625111242665, 0.014497434736503445, 0.014607725835570795, 0.014610910716380099, 0.01461103091707705, 0.01461103602095859, 0.014611036233921793, 0.014611036257167642, 0.014611036247158538, 0.014611036256102272, 0.014611036248896925, 0.014611036254842391, 0.01461103625012039, 0.014611036253920462, 0.01461103625095106, 0.014611036253287413, 0.014611036251482634, 0.014611036252879517, 0.014611036251810816, 0.014611036252631493, 0.014611036252006215, 0.01461103625248672, 0.014611036252114795, 0.01461103625240745, 0.01461103625217075, 0.014611036252366594, 0.014611036252199838, 0.014611036252346166, 0.01461103625221205, 0.014611036252342835, 0.014611036252205611, 0.014611036252351717, 0.014611036252193177, 0.014611036252365484, 0.014611036252182963, 0.014611036252379472, 0.014611036252164977, 0.014611036252405452, 0.014611036252130338, 0.014611036252447862, 0.014611036252081266, 0.014611036252494936, 0.014611036252038634, 0.01461103625253557, 0.014611036251995113, 0.014611036252590193, 0.014611036251918064, 0.014611036252691223, 0.014611036251800158, 0.014611036252817788, 0.014611036251684695, 0.014611036252917486, 0.014611036251594989, 0.014611036253022514, 0.014611036251453768, 0.014611036253209697, 0.01461103625122484, 0.014611036253450393, 0.014611036251031884, 0.014611036253584953, 0.014611036250999687, 0.01461103625358362, 0.014611036250980591, 0.014611036253658671, 0.014611036250828269, 0.014611036253846521, 0.014611036250724574, 0.014611036253885823, 0.014611036250871567, 0.014611036253852294, 0.01461103625034399, 0.014611036254932541, 0.014611036247553777, 0.014611036246808373, 0.014611036005174993, 0.014611030942792036, 0.014610910880964001, 0.014607725179687892, 0.014497433833058349, 0.0073025623360322145]; [0.17078570935926404, 0.006789383727079988, 0.00032558929801965, 1.6227201286110357e-5, 8.135878965334579e-7, 4.0819865625312535e-8, 2.0479947315689166e-9, 1.0274321506560223e-10, 5.1541313501987996e-12, 2.585505059530958e-13, 1.2969659446167105e-14, 6.505911495494457e-16, 3.263516461405344e-17, 1.6370518701227457e-18, 8.21180309749164e-20, 4.1192137034761864e-21, 2.066283772339316e-22, 1.0364909726076894e-23, 5.199254061209174e-25, 2.6080537682744544e-26]; [1.1796886361992811e-12, 1.2067210743025486e-10, 8.695568079644307e-12, 4.4971717207229006e-13, 2.2382225338099355e-14, 1.0997942222435491e-15, 5.4068294636132535e-17, 2.695650769001091e-18, 1.3601316165017879e-19, 6.893916922274144e-21, 3.5113311714027127e-22, 1.8066339982243328e-23, 9.399527589413285e-25, 4.927199969126012e-26, 2.592926640816181e-27, 1.3739481928089198e-28, 7.415314849943795e-30, 4.113243889830782e-31, 2.3387738164089636e-32, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.05; -0.7879133812159991; 0.8040863550611791; -0.08918317783173535; [0.009918167551251966, 0.019637030968932434, 0.01983707277629443, 0.019844849310383994, 0.019845244681027774, 0.01984526727759728, 0.019845268582319164, 0.01984526871176251, 0.019845268681357053, 0.01984526871104042, 0.019845268688229112, 0.019845268706401686, 0.019845268692499474, 0.019845268703264862, 0.01984526869515757, 0.019845268701292218, 0.019845268696744744, 0.019845268700118712, 0.01984526869765202, 0.01984526869944525, 0.019845268698152507, 0.0198452686990771, 0.019845268698430063, 0.01984526869888037, 0.01984526869856973, 0.019845268698775564, 0.019845268698641894, 0.019845268698729823, 0.01984526869868075, 0.019845268698698515, 0.019845268698700957, 0.01984526869868586, 0.01984526869871006, 0.019845268698677643, 0.019845268698713614, 0.01984526869867409, 0.019845268698713614, 0.01984526869867298, 0.019845268698716945, 0.01984526869866965, 0.019845268698722274, 0.019845268698664098, 0.019845268698730267, 0.019845268698653662, 0.019845268698744922, 0.019845268698634788, 0.019845268698768015, 0.0198452686986057, 0.019845268698809093, 0.01984526869854908, 0.019845268698886365, 0.019845268698444718, 0.019845268699027807, 0.019845268698265306, 0.019845268699246743, 0.019845268698013063, 0.01984526869953429, 0.019845268697688434, 0.019845268699877128, 0.019845268697300744, 0.01984526870028991, 0.01984526869685399, 0.019845268700725116, 0.019845268696565777, 0.019845268700755092, 0.019845268697175067, 0.01984526869928338, 0.01984526870002634, 0.0198452686946764, 0.01984526870642167, 0.019845268685626527, 0.019845268716293774, 0.01984526866680758, 0.019845268639334446, 0.0198452672077869, 0.01984524478686489, 0.019844849783393403, 0.01983707056346984, 0.01963702796493827, 0.009918166937256334]; [0.19897161493013138, 0.010702595598442178, 0.0006932678338268577, 4.665199193792913e-5, 3.15789274415686e-6, 2.1390798380256875e-7, 1.4489280566961132e-8, 9.813730054706215e-10, 6.646602574531482e-11, 4.501456774141691e-12, 3.048595751597059e-13, 2.064633925127152e-14, 1.3982486042088601e-15, 9.469449392867449e-17, 6.413048541694119e-18, 4.34314214449934e-19, 2.941327671646042e-20, 1.9919695428864256e-21, 1.349031019262128e-22, 9.136106480472938e-24]; [8.04147357480282e-13, 5.560692332357702e-11, 4.754762101524945e-12, 3.0567661105657254e-13, 1.9452512633809733e-14, 1.2800676453153011e-15, 8.668789965922341e-17, 5.970796457310094e-18, 4.1578380044051973e-19, 2.921714676552137e-20, 2.0686377945467466e-21, 1.4731512339689218e-22, 1.053820148295016e-23, 7.566203220618431e-25, 5.448786269717034e-26, 3.9375287572731215e-27, 2.8643809085070352e-28, 2.1111882345036616e-29, 1.599085899435539e-30, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
80; 0.05714285714285714; -1.0282578837996512; 0.7766653622229664; -0.10033697606512981; [0.01292234275502524, 0.02550511708518388, 0.025838127710421377, 0.025854820952214697, 0.025855916289082126, 0.0258559970064256, 0.025856003109472114, 0.025856003745366785, 0.025856003679607165, 0.02585600377063635, 0.025856003702644514, 0.02585600375699637, 0.025856003715551967, 0.0258560037475013, 0.02585600372364172, 0.025856003741475897, 0.025856003728491395, 0.025856003737869893, 0.02585600373127228, 0.025856003735813315, 0.025856003732818822, 0.025856003734681332, 0.025856003733644606, 0.025856003734081368, 0.025856003734075594, 0.025856003733774058, 0.025856003734293642, 0.02585600373362218, 0.025856003734401556, 0.025856003733542465, 0.025856003734453736, 0.025856003733503607, 0.025856003734483712, 0.025856003733485178, 0.025856003734496813, 0.025856003733472077, 0.025856003734505917, 0.02585600373346164, 0.025856003734517907, 0.025856003733447874, 0.02585600373453678, 0.025856003733423005, 0.02585600373456942, 0.025856003733383037, 0.02585600373461938, 0.02585600373331909, 0.02585600373470287, 0.025856003733216504, 0.025856003734824773, 0.02585600373307395, 0.025856003734990196, 0.02585600373289254, 0.02585600373517738, 0.025856003732710908, 0.02585600373532637, 0.02585600373262187, 0.025856003735301947, 0.0258560037328055, 0.02585600373486807, 0.025856003733550903, 0.02585600373365815, 0.02585600373528063, 0.02585600373117458, 0.025856003738561784, 0.025856003726759447, 0.02585600374416952, 0.025856003719474385, 0.025856003753261136, 0.025856003707864117, 0.025856003767360747, 0.025856003689625595, 0.025856003783935044, 0.025856003619915358, 0.025856003265212424, 0.025855996819241334, 0.025855916576564608, 0.025854822142179268, 0.025838121310892914, 0.025505108643203656, 0.012922340930825227]; [0.22702332814310658, 0.01584062639191735, 0.0013283516917028323, 0.00011566463370746744, 1.0130024166660627e-5, 8.878058693533792e-7, 7.780646928713622e-8, 6.818381798090417e-9, 5.974830540843566e-10, 5.2354963071058616e-11, 4.587579857926663e-12, 4.019813983138347e-13, 3.522300757589281e-14, 3.086355430354688e-15, 2.704362608629278e-16, 2.3696468688422097e-17, 2.0763577987183745e-18, 1.8193685290885383e-19, 1.5941864807951666e-20, 1.3968750023272184e-21]; [8.98398678251689e-13, 4.878397956858295e-11, 5.976778426551106e-12, 5.30094591521874e-13, 4.464577134475966e-14, 3.768517616068325e-15, 3.2310823876351916e-16, 2.813609055283413e-17, 2.4772818113025315e-18, 2.194238848153141e-19, 1.9456697838247604e-20, 1.7183497800545278e-21, 1.5019332055550431e-22, 1.2873847039596578e-23, 1.0656554283636854e-24, 8.26106036963784e-26, 5.54805808461529e-27, 2.484984457698335e-28, 3.3201118374093137e-29, NaN]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
