# Fit results on Γ. Minimum size considered: LMin = 30.
# J, rMin, rMax, K_∞, e_K_∞, chi2n
0.2, 2, 12, 0.6681200611787498, 0.0008362707525661372, 96.62101492596561
0.2, 2, 14, 0.6680154699792977, 0.0006076294508234545, 166.72687467679665
0.2, 2, 16, 0.6579557743006429, 0.0005654577262361818, 423.0113477594261
0.2, 2, 18, 0.6542000320226667, 0.0005448691309987601, 1206.4078152004438
0.2, 4, 12, 0.5717976791290392, 0.001831494715615675, 1.8587493364723666
0.2, 4, 14, 0.556525953571273, 0.0013272349586479295, 18.347490930675495
0.2, 4, 16, 0.5435639034355445, 0.0011916770721054136, 47.6264396863696
0.2, 4, 18, 0.5390282732459811, 0.0011110888692897863, 33.78165348007884
0.2, 6, 12, 0.531883107054503, 0.004187233930157638, 1.3143634383195473
0.2, 6, 14, 0.512169287691594, 0.0029498253538154827, 8.319409896189022
0.2, 6, 16, 0.48942036845382436, 0.0024665215282126895, 32.9713070957517
0.2, 6, 18, 0.4861347860229215, 0.0022230627573114775, 25.19231822498551
0.2, 8, 12, 0.5089403999869437, 0.008825339668544844, 0.518197200612636
0.2, 8, 14, 0.486970306638659, 0.005559974667804606, 3.367181914222474
0.2, 8, 16, 0.4520173201350801, 0.004189405636621591, 22.355506376559802
0.2, 8, 18, 0.4541165443314926, 0.00365239778125678, 13.539360303673675
0.20714285714285716, 2, 12, 0.6624167832382725, 0.000745352091907605, 57.57447036399515
0.20714285714285716, 2, 14, 0.6598178331248827, 0.0005467534309959061, 104.953318751698
0.20714285714285716, 2, 16, 0.6526215238703688, 0.0005063474940797219, 379.9525825862452
0.20714285714285716, 2, 18, 0.6592744710083829, 0.0004736452037487149, 2333.1954632936663
0.20714285714285716, 4, 12, 0.5560052742229121, 0.0017869728956493925, 11.075120500735848
0.20714285714285716, 4, 14, 0.5395192683134901, 0.0012809758253080445, 46.10612859972874
0.20714285714285716, 4, 16, 0.5278184680450286, 0.0011538474803106109, 98.26440170081584
0.20714285714285716, 4, 18, 0.525294679469917, 0.0010763452975775896, 69.32242288411712
0.20714285714285716, 6, 12, 0.5152655718581188, 0.004213231083188524, 2.7249335079802157
0.20714285714285716, 6, 14, 0.49452127061476553, 0.0029402893832022495, 14.280456213370258
0.20714285714285716, 6, 16, 0.4752360655266719, 0.0024816199352202003, 41.856841545001274
0.20714285714285716, 6, 18, 0.47435170002035765, 0.002233811706837806, 18.31493533944879
0.20714285714285716, 8, 12, 0.4915388501923141, 0.009010446703866037, 0.8283223550532108
0.20714285714285716, 8, 14, 0.46838345211001114, 0.005599451852367235, 4.838659642604983
0.20714285714285716, 8, 16, 0.4388121109450189, 0.004290402264723137, 21.979886786967384
0.20714285714285716, 8, 18, 0.44229981138127217, 0.0037533851302203047, 9.801029570815041
0.21428571428571427, 2, 12, 0.6306875274628634, 0.00070842680867578, 32.07869995617646
0.21428571428571427, 2, 14, 0.6289519576806933, 0.0004810211999883145, 48.04383098098659
0.21428571428571427, 2, 16, 0.6204745627791819, 0.000452004863277662, 254.78919397664467
0.21428571428571427, 2, 18, 0.6218736388229402, 0.0004315419795741614, 1851.9681568530189
0.21428571428571427, 4, 12, 0.5361813775904172, 0.001706118023342432, 7.781591946928679
