# Hubbard model DMRG. L=30, N=30, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Calculation performed on central site.
# J; μ; E; n_variance; <a> [calculated 2025-02-18T15:01:55.281]
0.01206896551724138; 0.20689655172413793; -6.2237903806750925; 0.0011647678092574498; 3.715865801968632e-13 # MI
0.01206896551724138; 0.2413793103448276; -7.258273139295371; 0.0011647678252009186; 5.101313393401214e-13 # MI
0.01206896551724138; 0.27586206896551724; -8.292755897912011; 0.0011647678263566608; 3.7981425747246976e-13 # MI
0.01206896551724138; 0.3103448275862069; -9.327238656534362; 0.0011647678130439765; 4.3643847616868094e-16 # MI
0.01206896551724138; 0.3448275862068966; -10.361721415154797; 0.0011647678350155122; -3.468996721492137e-14 # MI
0.01206896551724138; 0.3793103448275862; -11.396204173773803; 0.00116476782630337; -2.076655342516762e-15 # MI
0.01206896551724138; 0.41379310344827586; -12.430686932391806; 0.0011647678313331244; -6.149143040005636e-16 # MI
0.01206896551724138; 0.4482758620689655; -13.465169691013049; 0.0011647678220678692; -3.046513570224145e-14 # MI
0.01206896551724138; 0.4827586206896552; -14.49965244963196; 0.0011647678387660676; 7.1491941188313265e-12 # MI
0.01206896551724138; 0.5172413793103449; -15.534135208251582; 0.0011647678382318283; 2.0574322266783964e-12 # MI
0.01206896551724138; 0.5517241379310345; -16.568617966873333; 0.0011647678361477176; -6.061156465124036e-16 # MI
0.01206896551724138; 0.5862068965517241; -17.60310072549396; 0.001164767823575108; 1.7058539317744062e-11 # MI
0.01206896551724138; 0.6206896551724138; -18.637583484113875; 0.0011647678449544507; 3.198605908812015e-10 # MI
0.01206896551724138; 0.6551724137931034; -19.672066242734715; 0.0011647678356896396; 4.09693608956014e-10 # MI
0.01206896551724138; 0.6896551724137931; -20.706549001354325; 0.0011647678378789994; 3.9078381269418447e-10 # MI
0.01206896551724138; 0.7241379310344828; -21.741031759975314; 0.0011647678351629498; -4.0081046638532506e-10 # MI
0.01206896551724138; 0.7586206896551724; -22.77551451859558; 0.0011647678504935755; 3.9337917858358835e-10 # MI
0.01206896551724138; 0.7931034482758621; -23.809997277216244; 0.0011647678427115782; 3.588494457555287e-10 # MI
0.01206896551724138; 0.8275862068965517; -24.844480035835858; 0.0011647678490052105; -1.8027521494967586e-10 # MI
0.01206896551724138; 0.8620689655172413; -25.878962794457117; 0.0011647678354294033; 7.811192718956823e-10 # MI
0.01206896551724138; 0.896551724137931; -26.913445553079725; 0.0011647678426240926; 7.710793843766558e-10 # MI
0.01206896551724138; 0.9310344827586207; -27.94792831169908; 0.0011647678434438813; -7.965842329621199e-10 # MI
0.01206896551724138; 0.9655172413793104; -29.01217904430662; 0.07810582208926475; -0.052603439091543906 # SF
0.01206896551724138; 1.0; -30.448178322000444; 0.2440363439741402; -0.11149596429014116 # SF
0.02413793103448276; 0.0; -0.41725309614148653; 0.23241532401075904; -0.06245832173175467 # SF
0.02413793103448276; 0.034482758620689655; -1.031109376235031; 0.23371740566380844; 0.46520814780839936 # SF
0.02413793103448276; 0.06896551724137931; -2.136507823099091; 0.004652814974004826; -1.414577806440626e-10 # MI
0.02413793103448276; 0.10344827586206896; -3.1709905817440123; 0.004652815556825507; 6.253837096606262e-11 # MI
0.02413793103448276; 0.13793103448275862; -4.205473340137259; 0.004652815634362817; 1.9993145724921525e-12 # MI
0.02413793103448276; 0.1724137931034483; -5.2399560987133205; 0.004652814433681041; -5.171668643218897e-12 # MI
0.02413793103448276; 0.20689655172413793; -6.274438857380444; 0.004652816157020956; 1.3188978269812546e-10 # MI
0.02413793103448276; 0.2413793103448276; -7.308921615817308; 0.004652815889344408; 1.007889035912793e-12 # MI
0.02413793103448276; 0.27586206896551724; -8.343404374363597; 0.004652816595078546; 3.471759639324452e-12 # MI
0.02413793103448276; 0.3103448275862069; -9.37788713301174; 0.0046528162177110755; -2.5805510984711935e-12 # MI
0.02413793103448276; 0.3448275862068966; -10.412369891350478; 0.004652817114948915; -2.0518054734129733e-12 # MI
0.02413793103448276; 0.3793103448275862; -11.446852650132382; 0.004652816615884792; -4.966878198607237e-13 # MI
0.02413793103448276; 0.41379310344827586; -12.481335408648057; 0.004652817307124746; -8.787463305085005e-13 # MI
0.02413793103448276; 0.4482758620689655; -13.515818167212224; 0.004652817456860747; 7.418351018357383e-12 # MI
0.02413793103448276; 0.4827586206896552; -14.550300925701144; 0.004652817599684056; 3.711777219908052e-10 # MI
0.02413793103448276; 0.5172413793103449; -15.58478368427339; 0.0046528178423907995; 1.0049304756345893e-9 # MI
0.02413793103448276; 0.5517241379310345; -16.61926644296585; 0.004652817588323588; -6.470585406092744e-10 # MI
0.02413793103448276; 0.5862068965517241; -17.653749201549996; 0.00465281727514677; 9.325024751377452e-9 # MI
0.02413793103448276; 0.6206896551724138; -18.68823196017192; 0.004652817539564369; -2.9135577136246065e-9 # MI
0.02413793103448276; 0.6551724137931034; -19.72271471879556; 0.0046528174059465854; 1.1822965832533813e-8 # MI
0.02413793103448276; 0.6896551724137931; -20.757197477423166; 0.004652817353603789; -4.171987561985684e-9 # MI
0.02413793103448276; 0.7241379310344828; -21.7916802359988; 0.004652817563851164; 1.309714816503728e-8 # MI
0.02413793103448276; 0.7586206896551724; -22.8261629946213; 0.004652817811655163; -1.9596877620024766e-8 # MI
0.02413793103448276; 0.7931034482758621; -23.86064575319799; 0.004652817723726166; -2.0111174801542917e-8 # MI
0.02413793103448276; 0.8275862068965517; -24.895128511836383; 0.004652818459227159; -1.8765994141469317e-8 # MI
0.02413793103448276; 0.8620689655172413; -25.92961127049566; 0.004652817733331371; 1.883963576162872e-8 # MI
0.02413793103448276; 0.896551724137931; -26.96409402910614; 0.004652819024075772; -5.045343629498546e-9 # MI
0.02413793103448276; 0.9310344827586207; -28.104496562117557; 0.2007753803681609; 0.1162796429792631 # SF
0.02413793103448276; 0.9655172413793104; -29.46581802859833; 0.2488388793393863; 0.16418249707137972 # SF
0.02413793103448276; 1.0; -30.97258582132117; 0.2524633132854053; 0.5062504682487918 # SF
0.03620689655172414; 0.0; -0.5850273079144692; 0.15638617476223715; -0.10567347897049525 # SF
0.03620689655172414; 0.034482758620689655; -1.3228955179161686; 0.15626077485359013; 0.2929120652016954 # SF
0.03620689655172414; 0.06896551724137931; -2.220812637233513; 0.010445587938479717; -2.691610513471126e-12 # MI
0.03620689655172414; 0.10344827586206896; -3.2552953958541586; 0.010445587940657974; 8.914957166016444e-13 # MI
0.03620689655172414; 0.13793103448275862; -4.289778154474844; 0.010445587935705936; -6.555876884042095e-14 # MI
0.03620689655172414; 0.1724137931034483; -5.3242609130955705; 0.010445587941493528; 2.2539434880667226e-13 # MI
0.03620689655172414; 0.20689655172413793; -6.358743671716215; 0.01044558791581518; 9.808251056107444e-15 # MI
0.03620689655172414; 0.2413793103448276; -7.393226430336883; 0.0104455879375418; -6.620500042090657e-15 # MI
0.03620689655172414; 0.27586206896551724; -8.427709188957621; 0.010445587939200918; -3.3832387365469053e-15 # MI
0.03620689655172414; 0.3103448275862069; -9.462191947578253; 0.010445587941325885; -1.216876424132803e-15 # MI
0.03620689655172414; 0.3448275862068966; -10.496674706198903; 0.010445587941534162; 2.328117827345882e-14 # MI
0.03620689655172414; 0.3793103448275862; -11.53115746481963; 0.010445587939116985; 1.0154570090261634e-16 # MI
0.03620689655172414; 0.41379310344827586; -12.565640223440127; 0.01044558795163808; -3.5669907933965427e-16 # MI
0.03620689655172414; 0.4482758620689655; -13.600122982060922; 0.0104455879500438; 2.4631943863672877e-15 # MI
0.03620689655172414; 0.4827586206896552; -14.634605740681435; 0.010445587931582123; 1.5982401288456247e-17 # MI
0.03620689655172414; 0.5172413793103449; -15.669088499302202; 0.01044558797508599; -1.0976621283347423e-16 # MI
0.03620689655172414; 0.5517241379310345; -16.703571257922867; 0.010445587924858835; 1.0608282316888039e-17 # MI
0.03620689655172414; 0.5862068965517241; -17.73805401654358; 0.010445587928838096; 2.16084011619149e-16 # MI
0.03620689655172414; 0.6206896551724138; -18.772536775164202; 0.01044558794896222; 3.4451064910214595e-14 # MI
0.03620689655172414; 0.6551724137931034; -19.807019533784832; 0.01044558795244721; -2.903243039816277e-14 # MI
0.03620689655172414; 0.6896551724137931; -20.84150229240553; 0.010445587976647408; 3.092802551000354e-13 # MI
0.03620689655172414; 0.7241379310344828; -21.87598505102622; 0.010445587950766777; 9.745814768817054e-13 # MI
0.03620689655172414; 0.7586206896551724; -22.910467809646764; 0.01044558794311401; 2.387926227443054e-13 # MI
0.03620689655172414; 0.7931034482758621; -23.944950568267544; 0.010445587935912215; -4.1733886681912323e-13 # MI
0.03620689655172414; 0.8275862068965517; -24.97943332688825; 0.010445587949999835; -6.080548100629592e-12 # MI
0.03620689655172414; 0.8620689655172413; -26.0159083624517; 0.1218631017873073; 0.35595117617360045 # SF
0.03620689655172414; 0.896551724137931; -27.212126792769652; 0.18522549893627693; 0.08820913134520962 # SF
0.03620689655172414; 0.9310344827586207; -28.54825506472746; 0.24193620375222546; 0.19237692721808963 # SF
0.03620689655172414; 0.9655172413793104; -29.990614743912598; 0.25412965712276403; -0.47841484043841476 # SF
0.03620689655172414; 1.0; -31.538793947576764; 0.26099130732284337; 0.35440769528787264 # SF
0.04827586206896552; 0.0; -0.8983611159702367; 0.2462181325396427; 0.256169959801299 # SF
0.04827586206896552; 0.034482758620689655; -1.5534016156208912; 0.2470086834076315; 0.08360761888301309 # SF
0.04827586206896552; 0.06896551724137931; -2.3509087061441987; 0.2324734261260994; 0.3924923768036996 # SF
0.04827586206896552; 0.10344827586206896; -3.3730873597307993; 0.018510282358077168; 1.2586930553411746e-11 # MI
0.04827586206896552; 0.13793103448275862; -4.407570118351503; 0.01851028230664542; 1.0341129801292517e-14 # MI
0.04827586206896552; 0.1724137931034483; -5.442052876971351; 0.01851028230187568; -1.6723307603454173e-12 # MI
0.04827586206896552; 0.20689655172413793; -6.476535635592128; 0.018510282359037067; 1.4986114236840015e-13 # MI
0.04827586206896552; 0.2413793103448276; -7.511018394213037; 0.018510282370731268; 1.450742659427478e-14 # MI
0.04827586206896552; 0.27586206896551724; -8.545501152833198; 0.018510282421177582; 5.968442368981236e-15 # MI
0.04827586206896552; 0.3103448275862069; -9.579983911453235; 0.018510282187769622; 2.4884887573106755e-15 # MI
0.04827586206896552; 0.3448275862068966; -10.614466670073643; 0.01851028242140318; 2.0567095799592682e-16 # MI
0.04827586206896552; 0.3793103448275862; -11.648949428693523; 0.01851028249633435; 3.511833383219899e-15 # MI
0.04827586206896552; 0.41379310344827586; -12.683432187313333; 0.018510282474620388; -7.530398459724883e-16 # MI
0.04827586206896552; 0.4482758620689655; -13.717914945933268; 0.01851028260664145; 1.7161087874281515e-15 # MI
0.04827586206896552; 0.4827586206896552; -14.752397704553724; 0.018510282507876452; 5.395708595932681e-12 # MI
0.04827586206896552; 0.5172413793103449; -15.786880463174455; 0.01851028248593556; -1.7631534328720157e-17 # MI
0.04827586206896552; 0.5517241379310345; -16.821363221794584; 0.01851028247887143; 3.156492329667521e-16 # MI
0.04827586206896552; 0.5862068965517241; -17.855845980415143; 0.018510282623897867; 1.7580248770753968e-17 # MI
0.04827586206896552; 0.6206896551724138; -18.890328739035095; 0.018510282439239578; 1.4261430722340013e-17 # MI
0.04827586206896552; 0.6551724137931034; -19.92481149765291; 0.018510282592929972; -4.263368975909781e-15 # MI
0.04827586206896552; 0.6896551724137931; -20.959294256274074; 0.018510282434663905; 3.3978023987522935e-15 # MI
0.04827586206896552; 0.7241379310344828; -21.993777014894757; 0.018510282434707204; 4.604177249104268e-14 # MI
0.04827586206896552; 0.7586206896551724; -23.02825977351538; 0.018510282434712977; 3.645981114027238e-14 # MI
0.04827586206896552; 0.7931034482758621; -24.062742532136046; 0.018510282434700764; 1.307057505767376e-14 # MI
0.04827586206896552; 0.8275862068965517; -25.12738721825474; 0.08061152396825588; 0.04125013326407194 # SF
0.04827586206896552; 0.8620689655172413; -26.351198101525828; 0.20730479737123964; -0.2856764617067556 # SF
0.04827586206896552; 0.896551724137931; -27.6659109203203; 0.2376324315699938; 0.08777413308413355 # SF
0.04827586206896552; 0.9310344827586207; -29.07881091906029; 0.2576780227594795; 0.3721357891784714 # SF
0.04827586206896552; 0.9655172413793104; -30.56730263451706; 0.2678647562575338; -0.261263589495538 # SF
0.04827586206896552; 1.0; -32.131362867321684; 0.2691551113516959; -0.35117987290003744 # SF
0.0603448275862069; 0.0; -1.2098927515911047; 0.2136532678888441; -0.23839018259719952 # SF
0.0603448275862069; 0.034482758620689655; -1.8333777586108382; 0.2235237421779237; 0.37795134692328675 # SF
0.0603448275862069; 0.06896551724137931; -2.5945868004774044; 0.1588260844794892; -0.14196094979345025 # SF
0.0603448275862069; 0.10344827586206896; -3.5241245876970697; 0.02879909027640104; 8.344498380894251e-11 # MI
0.0603448275862069; 0.13793103448275862; -4.55860734630926; 0.02879909031464911; -1.1155675189815063e-10 # MI
0.0603448275862069; 0.1724137931034483; -5.593090104932477; 0.0287990902925499; -7.0345504371431725e-12 # MI
0.0603448275862069; 0.20689655172413793; -6.6275728635496405; 0.028799090361789847; -2.4887940382770367e-12 # MI
0.0603448275862069; 0.2413793103448276; -7.662055622168606; 0.028799090456380405; 1.438163917688687e-12 # MI
0.0603448275862069; 0.27586206896551724; -8.696538380783608; 0.028799090507777514; 1.0192835534110395e-13 # MI
0.0603448275862069; 0.3103448275862069; -9.731021139403644; 0.028799090578429665; -2.227854935058379e-14 # MI
0.0603448275862069; 0.3448275862068966; -10.765503898018178; 0.02879909050756191; 2.1728805570376073e-14 # MI
0.0603448275862069; 0.3793103448275862; -11.799986656632116; 0.02879909052843721; 1.800761564784776e-14 # MI
0.0603448275862069; 0.41379310344827586; -12.834469415253203; 0.028799090584528786; 5.018624247670484e-17 # MI
0.0603448275862069; 0.4482758620689655; -13.868952173865958; 0.02879909083019272; 1.073152577565347e-15 # MI
0.0603448275862069; 0.4827586206896552; -14.90343493248585; 0.028799090685626583; 2.763053875965369e-16 # MI
0.0603448275862069; 0.5172413793103449; -15.93791769109938; 0.028799090769158653; 5.912523411776281e-17 # MI
0.0603448275862069; 0.5517241379310345; -16.972400449704676; 0.02879909098947242; -1.1073849635983106e-16 # MI
0.0603448275862069; 0.5862068965517241; -18.006883208332283; 0.028799090977114528; -1.0191379020805425e-14 # MI
0.0603448275862069; 0.6206896551724138; -19.04136596692521; 0.028799090454058707; 4.265193672895988e-12 # MI
0.0603448275862069; 0.6551724137931034; -20.075848725533636; 0.028799090906697078; -1.340945444562642e-12 # MI
0.0603448275862069; 0.6896551724137931; -21.110331484154507; 0.02879909091285371; -1.9437404045321304e-12 # MI
0.0603448275862069; 0.7241379310344828; -22.144814242775176; 0.028799090900712088; 2.8368052021872172e-11 # MI
0.0603448275862069; 0.7586206896551724; -23.179297001396012; 0.028799090909529923; -1.2345659327787816e-11 # MI
0.0603448275862069; 0.7931034482758621; -24.285211623222683; 0.14294082722963086; -0.1328219599625208 # SF
0.0603448275862069; 0.8275862068965517; -25.509763104147623; 0.20271412175744308; 0.0519885574284148 # SF
0.0603448275862069; 0.8620689655172413; -26.82093126609979; 0.23943966855970067; 0.3140180602943621 # SF
0.0603448275862069; 0.896551724137931; -28.19845956100571; 0.2651668827592073; -0.1016062017203057 # SF
0.0603448275862069; 0.9310344827586207; -29.65730041201243; 0.27256972534288115; -0.004822240573735167 # SF
0.0603448275862069; 0.9655172413793104; -31.176466457063203; 0.2791613651430427; 0.1117306022859643 # SF
0.0603448275862069; 1.0; -32.76185622391337; 0.2796699501899189; -0.33758831852448323 # SF
0.07241379310344828; 0.0; -1.487228880445028; 0.25518151987476606; 0.29679811053467786 # SF
0.07241379310344828; 0.034482758620689655; -2.1437261148766638; 0.2229588006396872; 0.060250756046771596 # SF
0.07241379310344828; 0.06896551724137931; -2.8775177480898613; 0.22060781575549526; -0.32734978659625313 # SF
0.07241379310344828; 0.10344827586206896; -3.737569727466099; 0.14695110602614447; -0.1075269136627046 # SF
0.07241379310344828; 0.13793103448275862; -4.742568599397431; 0.041247017346286885; 9.352548239384098e-13 # MI
0.07241379310344828; 0.1724137931034483; -5.77705135801345; 0.041247017810955855; 9.351031797998297e-14 # MI
0.07241379310344828; 0.20689655172413793; -6.811534116623313; 0.04124701806217779; 9.721716939944073e-16 # MI
0.07241379310344828; 0.2413793103448276; -7.846016875228884; 0.04124701788616503; 6.244688525051332e-16 # MI
0.07241379310344828; 0.27586206896551724; -8.88049963381572; 0.041247018059020535; -1.453759208666009e-16 # MI
0.07241379310344828; 0.3103448275862069; -9.914982392418347; 0.04124701815793297; -7.781272046647271e-17 # MI
0.07241379310344828; 0.3448275862068966; -10.94946515102006; 0.04124701845742407; -1.5286957353731904e-16 # MI
0.07241379310344828; 0.3793103448275862; -11.983947909624586; 0.04124701834144928; -8.056199751152715e-17 # MI
0.07241379310344828; 0.41379310344827586; -13.018430668229428; 0.04124701843359979; 4.803377135544904e-16 # MI
0.07241379310344828; 0.4482758620689655; -14.052913426817753; 0.041247017722747525; -1.5656177155872793e-15 # MI
0.07241379310344828; 0.4827586206896552; -15.08739618541288; 0.04124701860714519; 7.828203580991929e-17 # MI
0.07241379310344828; 0.5172413793103449; -16.121878944003978; 0.0412470178683193; -4.180853147801037e-15 # MI
0.07241379310344828; 0.5517241379310345; -17.156361702587205; 0.041247019705961785; -1.263116498317216e-15 # MI
0.07241379310344828; 0.5862068965517241; -18.190844461174517; 0.04124701948155862; 4.2778717404103875e-16 # MI
0.07241379310344828; 0.6206896551724138; -19.225327219673662; 0.041247019818877906; 1.7271335638139968e-14 # MI
0.07241379310344828; 0.6551724137931034; -20.25980997822209; 0.041247019721865286; 3.597221176785367e-14 # MI
0.07241379310344828; 0.6896551724137931; -21.294292736842877; 0.04124701972163258; -4.78936423243321e-14 # MI
0.07241379310344828; 0.7241379310344828; -22.328070344855703; 0.09559593966696611; 0.08422381317969455 # SF
0.07241379310344828; 0.7586206896551724; -23.470451439020817; 0.16870807785206798; -0.32254839257447393 # SF
0.07241379310344828; 0.7931034482758621; -24.69827904469867; 0.2172443813676097; 0.3321763891985728 # SF
0.07241379310344828; 0.8275862068965517; -25.995399510762805; 0.23576795267047612; -0.25921061192113126 # SF
0.07241379310344828; 0.8620689655172413; -27.362335795976016; 0.26659135979260884; 0.27850451226267026 # SF
0.07241379310344828; 0.896551724137931; -28.7880563985224; 0.28080120866961966; -0.29497612878971347 # SF
0.07241379310344828; 0.9310344827586207; -30.279277501781536; 0.2869814212955859; 0.0954601781941866 # SF
0.07241379310344828; 0.9655172413793104; -31.8246562373305; 0.2914019342856724; -0.19925866889943641 # SF
0.07241379310344828; 1.0; -33.42434396603099; 0.2899569731780334; 0.030778321866890564 # SF
0.08448275862068966; 0.0; -1.7751873904240199; 0.2619744981466843; -0.27192435252661507 # SF
0.08448275862068966; 0.034482758620689655; -2.4480228726287945; 0.24374105088099945; 0.41891998774701067 # SF
0.08448275862068966; 0.06896551724137931; -3.178889796826934; 0.2401062087472624; -0.3048173964470438 # SF
0.08448275862068966; 0.10344827586206896; -3.9979021744778604; 0.2230086308723126; -0.392616671626527 # SF
0.08448275862068966; 0.13793103448275862; -4.94968950769879; 0.08952062822305085; -0.23318577520260933 # SF
0.08448275862068966; 0.1724137931034483; -5.9935269040103565; 0.055768340110212034; 2.0414565903168215e-12 # MI
0.08448275862068966; 0.20689655172413793; -7.028009662591346; 0.05576834073605963; -8.666247960099981e-15 # MI
0.08448275862068966; 0.2413793103448276; -8.062492421166484; 0.05576834084749649; -3.880656837766686e-15 # MI
0.08448275862068966; 0.27586206896551724; -9.096975179739832; 0.05576834093776073; 1.853473930857104e-15 # MI
0.08448275862068966; 0.3103448275862069; -10.131457938332233; 0.05576834179521706; 1.781659164745693e-16 # MI
0.08448275862068966; 0.3448275862068966; -11.165940696909097; 0.0557683417873891; -9.957491574419322e-16 # MI
0.08448275862068966; 0.3793103448275862; -12.200423455445465; 0.05576834120263485; -1.7465958636377512e-15 # MI
0.08448275862068966; 0.41379310344827586; -13.234906214031644; 0.055768342524199044; -4.622623317018956e-16 # MI
0.08448275862068966; 0.4482758620689655; -14.269388972576483; 0.05576834295638089; 6.46431611879054e-16 # MI
0.08448275862068966; 0.4827586206896552; -15.303871731107268; 0.055768343676823484; 8.701973630336143e-15 # MI
0.08448275862068966; 0.5172413793103449; -16.338354489649525; 0.05576834445086387; 1.092887535057406e-15 # MI
0.08448275862068966; 0.5517241379310345; -17.372837248040017; 0.05576834822092169; 2.11501711346655e-15 # MI
0.08448275862068966; 0.5862068965517241; -18.407320006564408; 0.05576834624205751; 2.240806628907004e-16 # MI
0.08448275862068966; 0.6206896551724138; -19.441802765187244; 0.05576834647502116; -8.705811806650581e-16 # MI
0.08448275862068966; 0.6551724137931034; -20.476285523807945; 0.05576834647501694; 1.0967485597207866e-14 # MI
0.08448275862068966; 0.6896551724137931; -21.52291249426367; 0.12856377367967964; 0.15190060777226153 # SF
0.08448275862068966; 0.7241379310344828; -22.68323945409978; 0.19607080505618502; -0.14114833778365735 # SF
0.08448275862068966; 0.7586206896551724; -23.91007996422473; 0.2194985236360938; 0.2902454408758292 # SF
0.08448275862068966; 0.7931034482758621; -25.201003100619733; 0.25071446214350557; -0.33309338733483934 # SF
0.08448275862068966; 0.8275862068965517; -26.55362502660928; 0.2685886832263815; 0.11377486520449225 # SF
0.08448275862068966; 0.8620689655172413; -27.956430316861937; 0.27968814702464817; 0.16878301179009794 # SF
0.08448275862068966; 0.896551724137931; -29.422143490630845; 0.29309024195893985; 0.06456776268959206 # SF
0.08448275862068966; 0.9310344827586207; -30.938479186318556; 0.3014883335980798; 0.1751767728391178 # SF
0.08448275862068966; 0.9655172413793104; -32.50685905308865; 0.3041258470637662; 0.3220245598857141 # SF
0.08448275862068966; 1.0; -34.13100033574293; 0.3034841407679725; 0.024435694592535345 # SF
0.09655172413793103; 0.0; -2.090895305535941; 0.26150056655356263; 0.4070717225702179 # SF
0.09655172413793103; 0.034482758620689655; -2.7549604621989343; 0.24388989386977616; 0.15054303754586962 # SF
0.09655172413793103; 0.06896551724137931; -3.5007434981006416; 0.22797393080066009; 0.34823969559080936 # SF
0.09655172413793103; 0.10344827586206896; -4.312381535727679; 0.19359358954352857; -0.011717829811499944 # SF
0.09655172413793103; 0.13793103448275862; -5.218268730507845; 0.12344728798248117; -0.23595909744195137 # SF
0.09655172413793103; 0.1724137931034483; -6.242009649902936; 0.07225360405771142; 4.799322410959193e-11 # MI
0.09655172413793103; 0.20689655172413793; -7.276492401826061; 0.07225359911370077; -4.2055036635892005e-10 # MI
0.09655172413793103; 0.2413793103448276; -8.31097515484372; 0.07225359515571772; -4.473232830680071e-11 # MI
0.09655172413793103; 0.27586206896551724; -9.345457909319524; 0.072253592255626; 2.7497269408563993e-9 # MI
0.09655172413793103; 0.3103448275862069; -10.37994066464767; 0.07225358740513199; 8.808925086936668e-11 # MI
0.09655172413793103; 0.3448275862068966; -11.414423420483999; 0.07225358140471427; 4.790758356407965e-10 # MI
0.09655172413793103; 0.3793103448275862; -12.448906176454862; 0.07225355630936448; -9.033800007362597e-11 # MI
0.09655172413793103; 0.41379310344827586; -13.48338893418523; 0.0722535567332756; 4.294702207993752e-15 # MI
0.09655172413793103; 0.4482758620689655; -14.517871693066171; 0.07225355806559897; 9.787087407562308e-15 # MI
0.09655172413793103; 0.4827586206896552; -15.55235445194118; 0.07225355246208442; 2.0765766947139496e-16 # MI
0.09655172413793103; 0.5172413793103449; -16.586837210750762; 0.07225355330534944; 2.3883655474327712e-17 # MI
0.09655172413793103; 0.5517241379310345; -17.62131996937154; 0.07225355330526018; 8.0733666603118e-17 # MI
0.09655172413793103; 0.5862068965517241; -18.655802727992263; 0.07225355330525907; -9.174136426229066e-17 # MI
0.09655172413793103; 0.6206896551724138; -19.690255938907885; 0.07237950623153688; -0.020881748150353343 # SF
0.09655172413793103; 0.6551724137931034; -20.762608427070184; 0.16997270122000208; -0.26617704451110813 # SF
0.09655172413793103; 0.6896551724137931; -21.92324452189643; 0.1949905741072433; 0.29149641613234967 # SF
0.09655172413793103; 0.7241379310344828; -23.148138198477586; 0.2339023385610688; -0.3327476891102334 # SF
0.09655172413793103; 0.7586206896551724; -24.43269350675633; 0.25616366444745875; -0.14709813338305333 # SF
0.09655172413793103; 0.7931034482758621; -25.76717405168518; 0.2769152851739307; 0.3366309022888673 # SF
0.09655172413793103; 0.8275862068965517; -27.158753647035997; 0.29044320461133344; 0.2417300280779506 # SF
0.09655172413793103; 0.8620689655172413; -28.597837916135845; 0.3015941686932404; -0.3812441216463274 # SF
0.09655172413793103; 0.896551724137931; -30.09040826947991; 0.31057907369439075; -0.13363593404049326 # SF
