# Hubbard model DMRG. L=5, N=5, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Calculation performed on central site.
# J; μ; E; n_variance; <a>; k[calculated 2025-02-19T14:01:20.225]
0.0; 0.8775510204081632; -4.387755102040815; 0.0; 0.0; 0.0 # MI
0.0; 0.8979591836734694; -4.4897959183673475; 0.0; 0.0; 0.0 # MI
0.0; 0.9183673469387755; -4.591836734693877; 0.0; 0.0; 0.0 # MI
0.0; 0.9387755102040817; -4.6938775510204085; 0.0; 0.0; 0.0 # MI
0.0; 0.9591836734693877; -4.795918367346939; 0.0; 0.0; 0.0 # MI
0.0; 0.9795918367346939; -4.8979591836734695; 0.0; 0.0; 0.0 # MI
0.0; 1.0; -5.0; 0.0; 0.0; 0.0 # MI
0.007142857142857143; 0.0; -0.007637931062433552; 0.23185877273236574; 0.36423408650751954; NaN # SF
0.007142857142857143; 0.02040816326530612; -0.10285706994466626; 0.0004081005619711586; 1.1512939750925234e-13; 48.999999999999694 # MI
0.007142857142857143; 0.04081632653061224; -0.20489788627119498; 0.00040810056188123056; 4.8825225384650925e-14; 6.528111384795822e-14 # MI
0.007142857142857143; 0.061224489795918366; -0.30693870259772194; 0.00040810056178153253; -3.9814241486255114e-14; 3.2640556923979066e-14 # MI
0.007142857142857143; 0.08163265306122448; -0.40897951892425066; 0.0004081005620018008; 6.344356002206483e-13; 1.0880185641326354e-14 # MI
0.007142857142857143; 0.10204081632653061; -0.5110203352507972; 0.0004081005627465384; -3.8924606510565137e-13; -4.352074256530546e-14 # MI
0.007142857142857143; 0.12244897959183673; -0.6130611515773099; 0.00040810056204598766; 1.3337595659421197e-13; 1.3056222769591576e-13 # MI
0.007142857142857143; 0.14285714285714285; -0.7151019679038408; 0.00040810056255713434; -1.1987602073619592e-16; -1.414424133372429e-13 # MI
0.007142857142857143; 0.16326530612244897; -0.8171427842303691; 0.0004081005616987099; -2.1967618037131967e-14; 0.0 # MI
0.007142857142857143; 0.1836734693877551; -0.9191836005568979; 0.0004081005618827849; -5.738028658773948e-13; 2.1760371282652705e-14 # MI
0.007142857142857143; 0.20408163265306123; -1.0212244168834275; 0.0004081005618938871; -2.5804565767874343e-13; -1.0880185641326373e-14 # MI
0.007142857142857143; 0.22448979591836735; -1.1232652332099562; 0.0004081005618605804; 2.0781140763342752e-13; -2.1760371282652765e-14 # MI
0.007142857142857143; 0.24489795918367346; -1.2253060495364867; 0.0004081005617568856; -1.0375655525513569e-13; 3.2640556923979104e-14 # MI
0.007142857142857143; 0.2653061224489796; -1.327346865863018; 0.00040810056170537123; -7.706804176666972e-15; 3.2640556923979015e-14 # MI
0.007142857142857143; 0.2857142857142857; -1.4293876821895442; 0.00040810056194295896; -1.4432607110086251e-12; 7.616129948928434e-14 # MI
0.007142857142857143; 0.30612244897959184; -1.5314284985160842; 0.000408100562515612; -1.0913995531595315e-13; 1.7408297026121962e-13 # MI
0.007142857142857143; 0.32653061224489793; -1.6334693148426018; 0.0004081005621929812; 2.0435657957983736e-12; -2.0672352718520061e-13 # MI
0.007142857142857143; 0.3469387755102041; -1.7355101311691303; 0.0004081005626852541; 5.258019562378156e-15; 3.2640556923978914e-14 # MI
0.007142857142857143; 0.3673469387755102; -1.8375509474956524; 0.0004081005620681921; 1.8503571611120627e-11; -3.046451979571403e-13 # MI
0.007142857142857143; 0.3877551020408163; -1.9395917638221838; 0.0004081005621905387; 1.990087744409623e-11; 4.35207425653058e-14 # MI
0.007142857142857143; 0.40816326530612246; -2.04163258014872; 0.0004081005624383405; -1.970514269322995e-15; 3.04645197957136e-13 # MI
0.007142857142857143; 0.42857142857142855; -2.1436733964752417; 0.0004081005623375322; -2.4150704450275144e-11; -3.699263118051003e-13 # MI
0.007142857142857143; 0.4489795918367347; -2.245714212801775; 0.0004081005623637335; 2.4614763669535552e-11; 4.352074256530572e-14 # MI
0.007142857142857143; 0.46938775510204084; -2.3477550291283027; 0.00040810056250983884; 2.614284792510113e-11; -3.264055692397933e-14 # MI
0.007142857142857143; 0.4897959183673469; -2.449795845454833; 0.000408100562620195; 2.7367274817130925e-11; 4.352074256530582e-14 # MI
0.007142857142857143; 0.5102040816326531; -2.5518366617813637; 0.00040810056261086913; 2.8084831455389053e-11; 2.176037128265283e-14 # MI
0.007142857142857143; 0.5306122448979592; -2.653877478107893; 0.00040810056265727646; -2.909843041805482e-11; -5.44009282066322e-14 # MI
0.007142857142857143; 0.5510204081632653; -2.755918294434424; 0.0004081005626610512; 3.00472171421378e-11; 1.0880185641326495e-14 # MI
0.007142857142857143; 0.5714285714285714; -2.85795911076095; 0.0004081005626708212; 2.896220205031731e-11; 4.352074256530566e-14 # MI
0.007142857142857143; 0.5918367346938775; -2.9599999270874844; 0.00040810056268969497; 3.2195006557836067e-11; -2.176037128265285e-14 # MI
0.007142857142857143; 0.6122448979591837; -3.062040743414012; 0.00040810056270745854; -3.333203929937852e-11; -4.3520742565305777e-14 # MI
0.007142857142857143; 0.6326530612244898; -3.1640815597405427; 0.0004081005627227796; 3.4776890483687623e-11; 2.176037128265287e-14 # MI
0.007142857142857143; 0.6530612244897959; -3.266122376067072; 0.0004081005631104695; 3.7480690500529626e-11; -2.1760371282653008e-14 # MI
0.007142857142857143; 0.673469387755102; -3.368163192393604; 0.0004081005627580847; -3.80768114027828e-11; 6.528111384795849e-14 # MI
0.007142857142857143; 0.6938775510204082; -3.4702040087201347; 0.00040810056263329564; -3.941253660345928e-11; 0.0 # MI
0.007142857142857143; 0.7142857142857143; -3.5722448250466656; 0.000408100562809377; -4.245878525066591e-11; 0.0 # MI
0.007142857142857143; 0.7346938775510204; -3.674285641373196; 0.0004081005628426837; 4.523321448191923e-11; 3.2640556923979205e-14 # MI
0.007142857142857143; 0.7551020408163265; -3.7763264576997257; 0.0004081005629412715; 4.895966265076472e-11; -3.264055692397942e-14 # MI
0.007142857142857143; 0.7755102040816326; -3.878367274026255; 0.0004081005630502954; 5.237745377530644e-11; 1.0880185641326411e-14 # MI
0.007142857142857143; 0.7959183673469388; -3.980408090352782; 0.00040810056305340403; 5.774068783678082e-11; -4.352074256530572e-14 # MI
0.007142857142857143; 0.8163265306122449; -4.082448906679317; 0.00040810056304962927; -6.390519471973486e-11; 4.3520742565305644e-14 # MI
0.007142857142857143; 0.8367346938775511; -4.184489723005846; 0.0004081005630327539; -7.020024286483279e-11; 1.0880185641326406e-14 # MI
0.007142857142857143; 0.8571428571428571; -4.286530539332379; 0.0004081005630203194; 7.8912277081852e-11; 1.088018564132646e-14 # MI
0.007142857142857143; 0.8775510204081632; -4.388571355658905; 0.00040810056300277786; 9.057663040581662e-11; -3.264055692397924e-14 # MI
0.007142857142857143; 0.8979591836734694; -4.490612171985435; 0.00040810056298634656; 1.0452550185630301e-10; -1.088018564132642e-14 # MI
0.007142857142857143; 0.9183673469387755; -4.59265298831196; 0.0004081005629219536; 1.0121116715583318e-10; -3.2640556923979306e-14 # MI
0.007142857142857143; 0.9387755102040817; -4.6946938046384945; 0.0004081005629208434; -1.3534104147957693e-10; 4.352074256530566e-14 # MI
0.007142857142857143; 0.9591836734693877; -4.796734620965028; 0.00040810056293549835; 1.6491475110478392e-10; 0.0 # MI
0.007142857142857143; 0.9795918367346939; -4.896662387889847; 0.20595369752564263; 0.13175623555029198; 9.452857027712454 # SF
0.007142857142857143; 1.0; -5.036146581999888; 0.23367150492603317; -0.16137696765109097; 0.8152542369670279 # SF
0.014285714285714285; 0.0; -0.030761724284024305; 0.2504863716750608; 0.21470031094597478; NaN # SF
0.014285714285714285; 0.02040816326530612; -0.09487118649847077; 0.05860197565531433; 0.10368916026432375; 66.00472290608144 # SF
0.014285714285714285; 0.04081632653061224; -0.20734577092109774; 0.0016316388471133703; 8.142632361344627e-11; 12.623815171291545 # MI
0.014285714285714285; 0.061224489795918366; -0.3093865872475554; 0.0016316388476109722; -2.981530945498652e-11; 3.2640556923946317e-12 # MI
0.014285714285714285; 0.08163265306122448; -0.4114274035739083; 0.0016316388326380604; -3.0799233373275817e-12; 3.057332165209258e-12 # MI
0.014285714285714285; 0.10204081632653061; -0.5134682199003642; 0.0016316388484332034; -5.001943212215219e-13; 7.616129948919618e-13 # MI
0.014285714285714285; 0.12244897959183673; -0.6155090362268982; 0.0016316388443200491; -2.163867514770492e-11; -5.440092820658082e-12 # MI
0.014285714285714285; 0.14285714285714285; -0.7175498525542836; 0.0016316388685366778; -4.7905783890899626e-12; 3.688382932405624e-12 # MI
0.014285714285714285; 0.16326530612244897; -0.8195906688795613; 0.0016316388552990446; 2.047003746647607e-11; 5.09192688013414e-12 # MI
0.014285714285714285; 0.1836734693877551; -0.9216314852060163; 0.0016316388521755432; -1.854133764773516e-11; -5.766498389895628e-13 # MI
0.014285714285714285; 0.20408163265306123; -1.0236723015326472; 0.0016316388286565786; 1.697877683182665e-12; -7.539968649431897e-12 # MI
0.014285714285714285; 0.22448979591836735; -1.1257131178599074; 0.001631638886134823; -7.29017781348286e-13; 8.171019416625492e-12 # MI
0.014285714285714285; 0.24489795918367346; -1.2277539341862973; 0.0016316389008541599; -2.1325735771528866e-13; 1.4253043190118205e-12 # MI
0.014285714285714285; 0.2653061224489796; -1.3297947505126853; 0.0016316388894090927; 3.192506503006233e-13; 1.566746732348769e-12 # MI
0.014285714285714285; 0.2857142857142857; -1.4318355668383684; 0.001631638872087171; 2.631840290822929e-13; -8.214540159192502e-12 # MI
0.014285714285714285; 0.30612244897959184; -1.5338763831654416; 0.0016316389044725987; -3.85652734113669e-15; 1.1576517522353205e-11 # MI
0.014285714285714285; 0.32653061224489793; -1.635917199491227; 0.0016316388883268473; 3.7403299717668205e-13; -9.99889060436745e-12 # MI
0.014285714285714285; 0.3469387755102041; -1.7379580158176453; 0.001631638836926852; -6.190867750520402e-12; 7.942535518158848e-13 # MI
0.014285714285714285; 0.3673469387755102; -1.8399988321442362; 0.0016316388930213144; -2.474928313657278e-14; 6.484590642221124e-12 # MI
0.014285714285714285; 0.3877551020408163; -1.9420396484705038; 0.00163163886533213; 8.141049953087798e-12; -4.885203352949452e-12 # MI
0.014285714285714285; 0.40816326530612246; -2.0440804647969104; 0.0016316388754988864; 1.5845815510932438e-12; 1.0009770790007347e-12 # MI
0.014285714285714285; 0.42857142857142855; -2.1461212811232757; 0.0016316388549879601; 2.692507452970315e-11; 1.8061108164577195e-12 # MI
0.014285714285714285; 0.4489795918367347; -2.2481620974495726; 0.0016316388736881127; -7.825903320784234e-10; -2.2010615552393006e-11 # MI
0.014285714285714285; 0.46938775510204084; -2.350202913776071; 0.0016316388809598514; -8.270863777054407e-10; 3.3728575488095595e-13 # MI
0.014285714285714285; 0.4897959183673469; -2.4522437301025675; 0.001631638885606801; -8.697977333800227e-10; -4.352074256528483e-14 # MI
0.014285714285714285; 0.5102040816326531; -2.554284546429062; 0.001631638887130249; -9.000181956920987e-10; 8.70414851305691e-14 # MI
0.014285714285714285; 0.5306122448979592; -2.6563253627555574; 0.0016316388870880605; 9.228770649337461e-10; 9.792167077188986e-14 # MI
0.014285714285714285; 0.5510204081632653; -2.758366179082054; 0.0016316388836350448; -9.473291771003702e-10; 1.4144241333717419e-13 # MI
0.014285714285714285; 0.5714285714285714; -2.8604069954085505; 0.0016316388897594791; 9.93059946349116e-10; 8.704148513056796e-14 # MI
0.014285714285714285; 0.5918367346938775; -2.962447811735047; 0.0016316388837578355; -1.006393396817899e-9; 1.1968204205453036e-13 # MI
0.014285714285714285; 0.6122448979591837; -3.064488628061538; 0.0016316388883477195; 1.0385972541071644e-9; 5.440092820660458e-14 # MI
0.014285714285714285; 0.6326530612244898; -3.166529444388038; 0.0016316388907848811; -1.106552832651133e-9; 8.704148513056702e-14 # MI
0.014285714285714285; 0.6530612244897959; -3.268570260714534; 0.00163163889307949; 1.1608762784559489e-9; 1.3056222769585055e-13 # MI
0.014285714285714285; 0.673469387755102; -3.370611077041037; 0.001631638895194465; 1.2190242953983036e-9; 1.6320278461981122e-13 # MI
0.014285714285714285; 0.6938775510204082; -3.472651893367529; 0.0016316388960604389; 1.2846208704964161e-9; 6.52811138479243e-14 # MI
0.014285714285714285; 0.7142857142857143; -3.5746927096940317; 0.0016316388979749075; 1.3657235334499012e-9; 9.792167077188607e-14 # MI
0.014285714285714285; 0.7346938775510204; -3.6767335260205263; 0.0016316389151949107; -1.495959826045313e-9; 8.704148513056509e-14 # MI
0.014285714285714285; 0.7551020408163265; -3.7787743423470244; 0.0016316389112376317; 1.5534323881510968e-9; 8.704148513056526e-14 # MI
0.014285714285714285; 0.7755102040816326; -3.880815158673526; 0.0016316389122659203; -1.7251283790862961e-9; 8.704148513056447e-14 # MI
0.014285714285714285; 0.7959183673469388; -3.9828559750000343; 0.0016316389106698637; -1.8319782140893243e-9; 2.2848389846772964e-13 # MI
0.014285714285714285; 0.8163265306122449; -4.084896791326532; 0.0016316389095194506; 2.015263726523675e-9; 3.264055692396133e-14 # MI
0.014285714285714285; 0.8367346938775511; -4.186937607653039; 0.0016316389122728037; 2.2582440282699797e-9; 9.79216707718836e-14 # MI
0.014285714285714285; 0.8571428571428571; -4.288978423979545; 0.0016316389112522867; 2.6071022714282243e-9; 1.5232259897848547e-13 # MI
0.014285714285714285; 0.8775510204081632; -4.3910192403060435; 0.0016316389075183846; -2.7600577514737225e-9; 5.440092820660154e-14 # MI
0.014285714285714285; 0.8979591836734694; -4.493060056632551; 0.0016316389075867743; -2.585059523046487e-9; 1.6320278461980355e-13 # MI
0.014285714285714285; 0.9183673469387755; -4.595100872959073; 0.0016316389143027354; -2.4494311400360717e-9; 1.0880185641320231e-14 # MI
0.014285714285714285; 0.9387755102040817; -4.6971416892855675; 0.0016316389044512825; 3.875076861617126e-9; 1.3056222769584207e-13 # MI
0.014285714285714285; 0.9591836734693877; -4.79574159161494; 0.19723574932952004; -0.00874400507068708; 8.826336477312434 # SF
0.014285714285714285; 0.9795918367346939; -4.937113117572022; 0.22818377149103952; -0.21316781547729266; 1.8313134234830257 # SF
0.014285714285714285; 1.0; -5.080115329179799; 0.23323339348302952; 0.015415138529320842; 4.256056602933932 # SF
0.02142857142857143; 0.0; -0.05653223359267818; 0.250106579123043; 0.40635643508883634; NaN # SF
0.02142857142857143; 0.02040816326530612; -0.11781216864133089; 0.24313871302591272; -0.21883380769012295; 73.29496089162308 # SF
0.02142857142857143; 0.04081632653061224; -0.20211137327129378; 0.08308319455887625; -0.22429478234898148; 12.718853627536417 # SF
0.02142857142857143; 0.061224489795918366; -0.3134634649377359; 0.003668243088113865; 1.1811980442182613e-13; 6.814971876573511 # MI
0.02142857142857143; 0.08163265306122448; -0.4155042812626588; 0.0036682432619381533; 1.2720422107640589e-11; 8.817302443620048e-11 # MI
0.02142857142857143; 0.10204081632653061; -0.5175450975878757; 0.003668243173139407; -1.1204138761652356e-10; -4.123590358011548e-12 # MI
0.02142857142857143; 0.12244897959183673; -0.6195859139244155; 0.0036682427786476346; 3.3026551987364766e-11; -1.1348033623767914e-11 # MI
0.02142857142857143; 0.14285714285714285; -0.7216267302490831; 0.003668242963238866; 3.245173232998719e-12; 8.93263241141904e-12 # MI
0.02142857142857143; 0.16326530612244897; -0.8236675465642747; 0.00366824305820157; 8.605993995139451e-11; -4.316169643868668e-11 # MI
0.02142857142857143; 0.1836734693877551; -0.9257083629000862; 0.003668243618200062; 2.6684272290956166e-12; 7.502976018156578e-11 # MI
0.02142857142857143; 0.20408163265306123; -1.0277491792252489; 0.003668243387950687; -2.550950371011051e-13; 1.5199619340716718e-11 # MI
0.02142857142857143; 0.22448979591836735; -1.1297899955395687; 0.0036682431547434557; 2.258576114630154e-10; -2.3392399128541268e-11 # MI
0.02142857142857143; 0.24489795918367346; -1.231830811864934; 0.0036682432370380713; -4.814467436129064e-10; 8.192779787807295e-12 # MI
0.02142857142857143; 0.2653061224489796; -1.3338716281919105; 0.00366824334032545; 6.089678575431284e-11; -3.7308156563657316e-11 # MI
0.02142857142857143; 0.2857142857142857; -1.4359124445175429; 0.0036682432037002943; -1.1554398271545527e-12; 4.449995927247918e-12 # MI
0.02142857142857143; 0.30612244897959184; -1.537953260842667; 0.0036682431079486655; 8.884710531361835e-11; 1.0357936730411284e-11 # MI
0.02142857142857143; 0.32653061224489793; -1.6399940771683879; 0.003668243711269392; 3.430548585088707e-13; 8.802070183718215e-12 # MI
0.02142857142857143; 0.3469387755102041; -1.7420348934933458; 0.0036682430920551568; 8.859502062664293e-12; 9.030554082179736e-12 # MI
0.02142857142857143; 0.3673469387755102; -1.8440757098189398; 0.0036682434299828426; -6.42202147928083e-11; 9.846568005264308e-12 # MI
0.02142857142857143; 0.3877551020408163; -1.9461165261443996; 0.003668243695482243; -2.3321424882485803e-14; 8.899991854478785e-12 # MI
0.02142857142857143; 0.40816326530612246; -2.0481573424697332; 0.003668243686935746; 1.4914467738840842e-13; 9.628964292433506e-12 # MI
0.02142857142857143; 0.42857142857142855; -2.15019815879177; 0.0036682434105270723; -5.51590236339926e-9; -2.2566593038554058e-10 # MI
0.02142857142857143; 0.4489795918367347; -2.252238975119859; 0.0036682435993342644; 2.680646786148446e-11; 2.4818791466045065e-10 # MI
0.02142857142857143; 0.46938775510204084; -2.3542797914441556; 0.0036682435830308613; -6.08908802238996e-9; -2.4617508031931e-10 # MI
0.02142857142857143; 0.4897959183673469; -2.4563206077703423; 0.0036682435569308502; -6.392612182827599e-9; 2.7962077098053393e-12 # MI
0.02142857142857143; 0.5102040816326531; -2.55836142409643; 0.0036682435506847355; -6.326971829646049e-9; 5.331290964220167e-13 # MI
0.02142857142857143; 0.5306122448979592; -2.6604022404226564; 0.0036682436050157197; -6.841486263491084e-9; -6.528111384759404e-14 # MI
0.02142857142857143; 0.5510204081632653; -2.76244305674737; 0.003668243659098458; -7.769280344723633e-10; 2.8892332970040435e-10 # MI
0.02142857142857143; 0.5714285714285714; -2.8644838730749993; 0.003668243677452221; -7.482809659539351e-9; -2.8673641238989004e-10 # MI
0.02142857142857143; 0.5918367346938775; -2.9665246894011488; 0.003668243668129234; 7.65305172803799e-9; 1.6537882174721234e-12 # MI
0.02142857142857143; 0.6122448979591837; -3.0685655057273227; 0.0036682437223016784; -8.095370868720661e-9; 9.900968933549813e-13 # MI
0.02142857142857143; 0.6326530612244898; -3.1706063220535032; 0.0036682437167721016; 8.425114060305072e-9; 7.724931805296863e-13 # MI
0.02142857142857143; 0.6530612244897959; -3.272647138379675; 0.0036682437426862613; -8.842023557342506e-9; 1.1968204205388986e-12 # MI
0.02142857142857143; 0.673469387755102; -3.3746879547058564; 0.0036682437474426788; -9.296418543856453e-9; 1.0771383784849556e-12 # MI
0.02142857142857143; 0.6938775510204082; -3.4767287710320494; 0.0036682437779527177; 9.853465263885766e-9; 1.207700606180042e-12 # MI
0.02142857142857143; 0.7142857142857143; -3.5787695873581895; 0.0036682437624440123; 1.011421478118587e-8; 1.1097789354086371e-12 # MI
0.02142857142857143; 0.7346938775510204; -3.6808104036844504; 0.003668243895018186; -1.1464766022564938e-8; 1.0771383784848064e-12 # MI
0.02142857142857143; 0.7551020408163265; -3.782851220010561; 0.0036682439857236293; -1.215769164916389e-8; 1.25122134874492e-12 # MI
0.02142857142857143; 0.7755102040816326; -3.8848920363368147; 0.0036682439427637714; -1.3124968761037317e-8; 1.0662581928434447e-12 # MI
0.02142857142857143; 0.7959183673469388; -3.9869328526628802; 0.003668243920096126; -1.2512675880709353e-8; 1.0988987497671745e-12 # MI
0.02142857142857143; 0.8163265306122449; -4.088973668989265; 0.003668243941959526; -1.5492348607581394e-8; 1.153299677973416e-12 # MI
0.02142857142857143; 0.8367346938775511; -4.191014485315606; 0.0036682439552182533; 1.7776232896040088e-8; 9.57456336430723e-13 # MI
0.02142857142857143; 0.8571428571428571; -4.293055301641754; 0.0036682438984603216; -1.75952379965858e-8; 1.2947420913096663e-12 # MI
0.02142857142857143; 0.8775510204081632; -4.395096117968158; 0.003668243932128945; 2.2683946768112498e-8; 8.92175222583094e-13 # MI
0.02142857142857143; 0.8979591836734694; -4.4971369342943985; 0.00366824389402276; 2.4714215319614748e-8; 1.1206591210494449e-12 # MI
0.02142857142857143; 0.9183673469387755; -4.594098776007812; 0.1559832044016416; 0.44820918808274207; 4.54009807370019 # SF
0.02142857142857143; 0.9387755102040817; -4.704461686418176; 0.21081669465103325; -0.09248726007976071; 4.173455793978941 # SF
0.02142857142857143; 0.9591836734693877; -4.835475629772285; 0.2236560608746183; 0.08519841211757705; -1.500732358250386 # SF
0.02142857142857143; 0.9795918367346939; -4.980375865551699; 0.23289576097719888; -0.0006528441496975057; 4.912245605724921 # SF
0.02142857142857143; 1.0; -5.126774688384846; 0.23038963580272354; 0.03190301213052423; 3.824519115401461 # SF
0.02857142857142857; 0.0; -0.07774840990955462; 0.22348049379243337; 0.13670394615691273; NaN # SF
0.02857142857142857; 0.02040816326530612; -0.13854032288573198; 0.23047012596182254; -0.21304572900724958; 70.73367835243131 # SF
0.02857142857142857; 0.04081632653061224; -0.21777010607251415; 0.2152091956572444; -0.2933655110020051; 6.497403512811827 # SF
0.02857142857142857; 0.061224489795918366; -0.31916493891879005; 0.0065137720311712055; -1.635907589443362e-8; 11.186365227390482 # MI
0.02857142857142857; 0.08163265306122448; -0.4212057440167696; 0.006513743297275498; 7.675302728683044e-11; 2.914202479974396e-7 # MI
0.02857142857142857; 0.10204081632653061; -0.5232465602990093; 0.006513751435810677; 4.737870209171812e-10; 6.93009185680872e-8 # MI
0.02857142857142857; 0.12244897959183673; -0.6252873786033644; 0.0065137487424584695; -4.912548647491264e-9; -1.168000993009163e-8 # MI
0.02857142857142857; 0.14285714285714285; -0.7273281943352607; 0.006513747600556785; -9.109960528538116e-9; 1.7780747652770157e-8 # MI
0.02857142857142857; 0.16326530612244897; -0.8293690125006159; 0.0065137575353653165; -2.2591526989289936e-8; -3.0279665635755285e-9 # MI
0.02857142857142857; 0.1836734693877551; -0.9314098243423365; 0.006513748636379768; 4.955336434235374e-10; 8.76659427535467e-8 # MI
0.02857142857142857; 0.20408163265306123; -1.033450644321701; 0.006513756614968225; -2.9707624986506486e-9; -2.1937538867305373e-8 # MI
0.02857142857142857; 0.22448979591836735; -1.1354914598347166; 0.006513761013187569; -1.4756628944813178e-8; 1.611089477886668e-8 # MI
0.02857142857142857; 0.24489795918367346; -1.2375322737992558; 0.006513761182032285; 1.6083259928069522e-10; 3.056262104523392e-8 # MI
0.02857142857142857; 0.2653061224489796; -1.339573096563035; 0.006513750954931563; 7.96446009727676e-9; -6.445808249214805e-8 # MI
0.02857142857142857; 0.2857142857142857; -1.4416139044378953; 0.006513739646357042; 1.856516088729618e-10; 5.4391527847687505e-8 # MI
0.02857142857142857; 0.30612244897959184; -1.5436547249369708; 0.0065137072588064004; -2.326406792954229e-10; -1.683938848839007e-8 # MI
0.02857142857142857; 0.32653061224489793; -1.6456955378806537; 0.006513694180271701; 1.2067328831317902e-11; 7.009819092266e-8 # MI
0.02857142857142857; 0.3469387755102041; -1.7477363539841024; 0.006513690888250823; 3.9169900189761843e-13; 1.4546427395951191e-9 # MI
0.02857142857142857; 0.3673469387755102; -1.8497771703109196; 0.006513689531220113; 2.485817811709168e-13; -2.0416668355959322e-11 # MI
0.02857142857142857; 0.3877551020408163; -1.9518179866322596; 0.006513690900577629; -3.904883737619035e-14; 7.453471173571767e-11 # MI
0.02857142857142857; 0.40816326530612246; -2.053858802964962; 0.006513692535836668; -2.543035065836333e-13; -5.225753163526963e-11 # MI
0.02857142857142857; 0.42857142857142855; -2.1558996192890083; 0.006513694790599045; 5.902456877559181e-13; 3.138933557517388e-11 # MI
