# Hubbard model DMRG. L=5, N=5, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Calculation performed on central site.
# J; μ; E; n_variance; <a>; k[calculated 2025-02-19T14:01:20.225]
0.07142857142857142; 0.5510204081632653; -2.835996101994355; 0.040021835669727945; 7.164508376186823e-17; 1.566746732348411e-12 # MI
0.07142857142857142; 0.5714285714285714; -2.9380369183207784; 0.04002183543694082; 4.051120706983028e-16; 4.4608761129363423e-13 # MI
0.07142857142857142; 0.5918367346938775; -3.0400777346406485; 0.04002183437792928; -6.525853958054164e-15; -4.11379819098552e-11 # MI
0.07142857142857142; 0.6122448979591837; -3.1421185509671785; 0.04002183437538087; 5.578709785930938e-16; -2.2848389846785696e-13 # MI
0.07142857142857142; 0.6326530612244898; -3.2441593672937086; 0.040021834375036036; -3.8094121299138936e-16; -2.7200464103316335e-14 # MI
0.07142857142857142; 0.6530612244897959; -3.3462001836202413; 0.04002183437501805; -3.3178500981769307e-15; 2.7200464103316452e-14 # MI
0.07142857142857142; 0.673469387755102; -3.448240999946773; 0.04002183437501716; 4.2048188859920403e-14; 1.0880185641326517e-14 # MI
0.07142857142857142; 0.6938775510204082; -3.550281816273302; 0.04002183437501783; 2.5596381272179313e-14; 0.0 # MI
0.07142857142857142; 0.7142857142857143; -3.6523226325998355; 0.04002183437501605; -2.082752277806248e-14; 5.440092820663246e-14 # MI
0.07142857142857142; 0.7346938775510204; -3.753583682152172; 0.04701081503353777; -0.1349806503924711; 0.22450596347871526 # SF
0.07142857142857142; 0.7551020408163265; -3.856403643552054; 0.04003731082968809; -0.006389597145437895; -0.2260885834451399 # SF
0.07142857142857142; 0.7755102040816326; -3.963843171297017; 0.19961284636983723; 0.42451422359881585; 5.088576257008597 # SF
0.07142857142857142; 0.7959183673469388; -4.0872440160360135; 0.24570279137583828; 0.017911871745826; 2.3063364808568716 # SF
0.07142857142857142; 0.8163265306122449; -4.211529093560309; 0.24642829383382558; 0.0007656870993069349; -0.04586201443083456 # SF
0.07142857142857142; 0.8367346938775511; -4.3339687633483415; 0.24644241107675913; -0.01742219963842593; 0.0027121025036437483 # SF
0.07142857142857142; 0.8571428571428571; -4.4557943538353495; 0.2544946237522874; 0.3754771455794785; 1.5320760839870684 # SF
0.07142857142857142; 0.8775510204081632; -4.595282655776886; 0.27251696540674186; 0.23323894894236935; 3.4676714408109244 # SF
0.07142857142857142; 0.8979591836734694; -4.739574440839716; 0.2740494547378949; -0.0001842974629877587; 0.3876087055889594 # SF
0.07142857142857142; 0.9183673469387755; -4.88243019020286; 0.27405094946540687; 0.0058079834590335335; 0.00014472310638945324 # SF
0.07142857142857142; 0.9387755102040817; -5.025288721177344; 0.2740493896443563; -0.0005013221959053125; -0.00014328470619024976 # SF
0.07142857142857142; 0.9591836734693877; -5.163783643509704; 0.28654649244609276; -0.4483525654509335; 3.0159286990166936 # SF
0.07142857142857142; 0.9795918367346939; -5.318095153525886; 0.2897709527050192; 0.5092055359221065; -1.052971431913566 # SF
0.07142857142857142; 1.0; -5.487910770785815; 0.2765191067909103; 0.15541965329819565; 1.8502659863741897 # SF
0.07857142857142857; 0.0; -0.23850234118650304; 0.25604227248825406; 0.3015303870711264; NaN # SF
0.07857142857142857; 0.02040816326530612; -0.3045616437749861; 0.2389459552391031; -0.1523011864119262; 79.40303384613306 # SF
0.07857142857142857; 0.04081632653061224; -0.3672433339199485; 0.23868923141705778; -0.2419826141500238; 2.767819218889491 # SF
0.07857142857142857; 0.061224489795918366; -0.4436535487760618; 0.23502640188238966; 0.21803480507168674; 10.717792911075122 # SF
0.07857142857142857; 0.08163265306122448; -0.523953428926017; 0.23304016342502798; -0.10255815509719518; 1.084326780550412 # SF
0.07857142857142857; 0.10204081632653061; -0.6084333531596091; 0.1877016340118267; 0.2887938420088051; 5.473637345181143 # SF
0.07857142857142857; 0.12244897959183673; -0.7098111673098415; 0.04977074246487789; -0.05370659732741047; 6.4446072868813795 # SF
0.07857142857142857; 0.14285714285714285; -0.8119769087124284; 0.04817924983076205; 7.063227417122606e-12; 0.05933224078401928 # MI
0.07857142857142857; 0.16326530612244897; -0.9140177250383488; 0.04817924976398302; -2.1639813395309863e-12; 1.7517098882493842e-12 # MI
0.07857142857142857; 0.1836734693877551; -1.0160585413642131; 0.04817924929662909; 3.873617553064041e-13; 1.9801937867165324e-12 # MI
0.07857142857142857; 0.20408163265306123; -1.118099357690121; 0.048179249766397314; -1.0098848844842179e-13; 1.8931523015859916e-12 # MI
0.07857142857142857; 0.22448979591836735; -1.2201401740159428; 0.04817924964002529; -2.724959492295602e-14; 2.1542767569769733e-12 # MI
0.07857142857142857; 0.24489795918367346; -1.3221809903417512; 0.04817924954945352; -3.029435687841817e-15; 1.991073972357344e-12 # MI
0.07857142857142857; 0.2653061224489796; -1.4242218066675418; 0.048179249497055654; -8.533811449912024e-14; 2.0237145292810646e-12 # MI
0.07857142857142857; 0.2857142857142857; -1.5262626229933103; 0.04817924950990382; 3.027083149385486e-14; 2.0672352718460804e-12 # MI
0.07857142857142857; 0.30612244897959184; -1.6283034393191116; 0.048179249084915554; -4.593019413461461e-14; 1.6755485887593355e-12 # MI
0.07857142857142857; 0.32653061224489793; -1.7303442556447557; 0.04817924895249992; 6.900004206144371e-14; 2.40452102672583e-12 # MI
0.07857142857142857; 0.3469387755102041; -1.8323850719704522; 0.04817924892358638; -5.899627535709269e-14; 2.0345947149216815e-12 # MI
0.07857142857142857; 0.3673469387755102; -1.9344258882960723; 0.048179248843263744; 3.2647781395874365e-15; 2.1760371282582895e-12 # MI
0.07857142857142857; 0.3877551020408163; -2.0364667046216636; 0.04817924871651802; -1.3640535863447097e-13; 2.2195578708232604e-12 # MI
0.07857142857142857; 0.40816326530612246; -2.1385075209472055; 0.048179248613489545; -5.199980038210711e-15; 2.034594714921147e-12 # MI
0.07857142857142857; 0.42857142857142855; -2.240548337272706; 0.04817924851532407; 2.6211306876183387e-16; 2.0019541579971207e-12 # MI
0.07857142857142857; 0.4489795918367347; -2.342589153598601; 0.04817924755017833; -1.6280404312511174e-16; 1.0771383784875309e-12 # MI
0.07857142857142857; 0.46938775510204084; -2.4446299699236915; 0.04817924806240814; -1.322597835593219e-14; 2.589484182626316e-12 # MI
0.07857142857142857; 0.4897959183673469; -2.5466707862494538; 0.04817924744259905; -3.9218841018827157e-16; 6.201705815533474e-13 # MI
0.07857142857142857; 0.5102040816326531; -2.648711602574774; 0.04817924729908407; -4.534214047879867e-16; 1.2512213487479143e-12 # MI
0.07857142857142857; 0.5306122448979592; -2.7507524189001122; 0.04817924727976708; -2.0605519235078136e-16; 8.595346656615806e-13 # MI
0.07857142857142857; 0.5510204081632653; -2.8527932352095604; 0.04817924522052208; 2.1069232945229333e-15; -9.035994175121256e-11 # MI
0.07857142857142857; 0.5714285714285714; -2.954834051536109; 0.048179245199285514; -1.226775202016353e-15; -9.248157795127413e-13 # MI
0.07857142857142857; 0.5918367346938775; -3.056874867862639; 0.048179245195762554; 9.095744309705126e-16; -3.3728575488112205e-13 # MI
0.07857142857142857; 0.6122448979591837; -3.1589156841891683; 0.04817924519574768; -4.806505288227898e-15; -3.808064974464287e-14 # MI
0.07857142857142857; 0.6326530612244898; -3.260956500515702; 0.04817924519571992; -2.87949934206687e-16; 3.8080649744642806e-14 # MI
0.07857142857142857; 0.6530612244897959; -3.3629973168422302; 0.04817924519571992; -1.5170617761400458e-16; 0.0 # MI
0.07857142857142857; 0.673469387755102; -3.4650381331687594; 0.04817924519572081; 1.53790848037075e-14; -2.1760371282653052e-14 # MI
0.07857142857142857; 0.6938775510204082; -3.5670789448386198; 0.04817926167609632; -0.0002237053784838758; 5.863838265605305e-7 # SF
0.07857142857142857; 0.7142857142857143; -3.6690976435812264; 0.04837718216108189; 0.023348056454609998; 0.006516579626556202 # SF
0.07857142857142857; 0.7346938775510204; -3.771114311714173; 0.0493961800602718; -0.05775701551810306; 0.03316297181388513 # SF
0.07857142857142857; 0.7551020408163265; -3.882234319026645; 0.2512592944521399; -0.03586355044999509; 6.770870650171499 # SF
0.07857142857142857; 0.7755102040816326; -4.004687985185511; 0.2513916959484015; -0.015791022103376653; 0.008422471549547594 # SF
0.07857142857142857; 0.7959183673469388; -4.120462980662648; 0.2448095665859562; 0.050547383959952695; -0.1825855765039926 # SF
0.07857142857142857; 0.8163265306122449; -4.249595565736263; 0.2514256220477107; 0.0007337206071110556; 0.18314281907984586 # SF
0.07857142857142857; 0.8367346938775511; -4.372044192112496; 0.25142743688110514; 0.005505189359726751; 0.00025489094372457377 # SF
0.07857142857142857; 0.8571428571428571; -4.503732009396502; 0.27795967273629585; -0.315393050264348; 4.451483615584456 # SF
0.07857142857142857; 0.8775510204081632; -4.64827786764701; 0.28106300444296517; -0.0004079880932521807; 0.7327684091071954 # SF
0.07857142857142857; 0.8979591836734694; -4.7911349987167124; 0.2810630043125901; -0.00043559464731299284; 1.5543767462542594e-6 # SF
0.07857142857142857; 0.9183673469387755; -4.9339921595308365; 0.2810630646225609; 0.00011704182768876703; -4.713810935030465e-7 # SF
0.07857142857142857; 0.9387755102040817; -5.071538435205515; 0.29297886878888324; -0.45269564008687035; 1.218986404400551 # SF
0.07857142857142857; 0.9591836734693877; -5.220313299719384; 0.28343655963495307; 0.05054284091931889; 2.8159995583550375 # SF
0.07857142857142857; 0.9795918367346939; -5.364300454578959; 0.2858918515570905; 0.290216329339261; -4.441458733933111 # SF
0.07857142857142857; 1.0; -5.546429189770511; 0.2838539828792954; 0.09657179145116986; 3.4674584493418332 # SF
0.08571428571428572; 0.0; -0.27054816483697447; 0.24210741479210357; -0.005056813495142029; NaN # SF
0.08571428571428572; 0.02040816326530612; -0.33177108288623147; 0.242102971541501; 0.006692814201077; 81.66328882888212 # SF
0.08571428571428572; 0.04081632653061224; -0.39298666353915584; 0.24210624802472203; -0.03298481734299384; 0.0773113215907259 # SF
0.08571428571428572; 0.061224489795918366; -0.46335543229588666; 0.24009981685862392; -0.32303305885421585; 10.799405559500281 # SF
0.08571428571428572; 0.08163265306122448; -0.5447954750493271; 0.23059802220822934; -0.035756120798083026; 5.8352214212100835 # SF
0.08571428571428572; 0.10204081632653061; -0.6338677253781633; 0.23681822892185034; -0.019240184461401647; 1.0792711113259719 # SF
0.08571428571428572; 0.12244897959183673; -0.7191485801139326; 0.20083266941000588; -0.3187122999131884; 3.8320691893715715 # SF
0.08571428571428572; 0.14285714285714285; -0.8302958436321571; 0.05700210353946433; 0.003090425642355954; 6.973466882428279 # SF
0.08571428571428572; 0.16326530612244897; -0.9323373767851821; 0.05699730267496883; -9.45700009467262e-14; 0.00018847552015421892 # MI
0.08571428571428572; 0.1836734693877551; -1.0343781931114355; 0.05699730266129288; -4.412155469149663e-14; 6.201705815545004e-13 # MI
0.08571428571428572; 0.20408163265306123; -1.1364190094376827; 0.05699730262321667; -2.5385911529178876e-16; 4.243272400109672e-13 # MI
0.08571428571428572; 0.22448979591836735; -1.2384598257639308; 0.05699730259751368; -4.12292269916645e-16; 4.569677969348793e-13 # MI
0.08571428571428572; 0.24489795918367346; -1.3405006420901735; 0.05699730256829283; -8.352368620463949e-16; 3.2640556923919513e-13 # MI
0.08571428571428572; 0.2653061224489796; -1.4425414584164145; 0.05699730256104041; 5.752544651459461e-15; 1.740829702609026e-13 # MI
0.08571428571428572; 0.2857142857142857; -1.5445822747426554; 0.056997302545257034; -1.359439523824999e-15; 1.0880185641306437e-14 # MI
0.08571428571428572; 0.30612244897959184; -1.646623091068892; 0.0569973025353796; 1.1962295877571292e-16; -1.3056222769567759e-13 # MI
0.08571428571428572; 0.32653061224489793; -1.7486639073950982; 0.05699730263467462; -4.539025768042514e-16; -3.590461261631196e-13 # MI
0.08571428571428572; 0.3469387755102041; -1.8507047237205905; 0.056997302564073316; -1.9839676444230142e-16; -2.2848389846744125e-13 # MI
0.08571428571428572; 0.3673469387755102; -1.9527455400473919; 0.05699730251633284; 2.030819419056125e-17; -1.2512213487503375e-12 # MI
0.08571428571428572; 0.3877551020408163; -2.054786356372351; 0.056997301851136495; 6.936911242062804e-16; -4.3259618109914254e-11 # MI
0.08571428571428572; 0.40816326530612246; -2.1568271726988906; 0.056997301911456244; 4.2408350111803735e-18; -8.160139230994897e-14 # MI
0.08571428571428572; 0.42857142857142855; -2.2588679890254215; 0.056997301911444476; -8.544957460524782e-16; 3.80806497446429e-14 # MI
0.08571428571428572; 0.4489795918367347; -2.360908805351951; 0.0569973019114447; -2.5052296854893354e-16; -2.1760371282653043e-14 # MI
0.08571428571428572; 0.46938775510204084; -2.462949621678483; 0.056997301911444476; 7.167729713289683e-16; 0.0 # MI
0.08571428571428572; 0.4897959183673469; -2.564990438005012; 0.056997301911445364; -9.28892585705541e-16; -3.26405569239797e-14 # MI
0.08571428571428572; 0.5102040816326531; -2.6670312543315413; 0.05699730191144403; -6.214803876028856e-17; 5.440092820663267e-15 # MI
0.08571428571428572; 0.5306122448979592; -2.769072070658076; 0.056997301911444254; 5.074045869241633e-16; 1.632027846198979e-14 # MI
0.08571428571428572; 0.5510204081632653; -2.871112886984605; 0.0569973019114447; 1.3146026820919317e-15; 1.0880185641326581e-14 # MI
0.08571428571428572; 0.5714285714285714; -2.973153703311134; 0.0569973019114447; 6.527495048805901e-16; 2.1760371282653024e-14 # MI
0.08571428571428572; 0.5918367346938775; -3.075194519637665; 0.0569973019114447; -1.186744407928573e-15; -3.264055692397958e-14 # MI
0.08571428571428572; 0.6122448979591837; -3.177235335964197; 0.0569973019114447; 1.0089339676415393e-15; 3.264055692397953e-14 # MI
0.08571428571428572; 0.6326530612244898; -3.2792761522907297; 0.05699730191144403; -3.6533511275248006e-17; 4.352074256530597e-14 # MI
0.08571428571428572; 0.6530612244897959; -3.3813169686172575; 0.056997301911444254; 3.137452426501763e-16; -4.352074256530629e-14 # MI
0.08571428571428572; 0.673469387755102; -3.4833568963834978; 0.057001634061716766; 0.003610541516931369; 0.00015380180014782025 # SF
0.08571428571428572; 0.6938775510204082; -3.58425580281922; 0.06729037930326554; -0.1695442211732083; 0.34334619346422957 # SF
0.08571428571428572; 0.7142857142857143; -3.686246661592065; 0.08788166463945912; -0.2850595798563812; 0.6830588197052929 # SF
0.08571428571428572; 0.7346938775510204; -3.7982773081887977; 0.24885662102033046; 0.23612715158456865; 5.7181586571163265 # SF
0.08571428571428572; 0.7551020408163265; -3.9214089006489496; 0.25675147387425357; -0.0027473484953193994; 0.4854441518459243 # SF
0.08571428571428572; 0.7755102040816326; -4.043858218386005; 0.2567521751770774; 8.714346485938164e-5; 5.918753190191305e-5 # SF
0.08571428571428572; 0.7959183673469388; -4.165887115901913; 0.25712097485665475; 0.09218567603785173; 0.07139704031919675 # SF
0.08571428571428572; 0.8163265306122449; -4.288756084235545; 0.2567523149562114; 0.0019450707710773555; -0.07161511694125752 # SF
0.08571428571428572; 0.8367346938775511; -4.414831322491021; 0.28680301877093317; -0.22346667745776697; 4.764002068011905 # SF
0.08571428571428572; 0.8571428571428571; -4.551659615280547; 0.28217552672599955; 0.39487482104272054; -1.0207241468277142 # SF
0.08571428571428572; 0.8775510204081632; -4.700803194391997; 0.2882387910492259; 0.0003554994602368862; 1.2715849903802656 # SF
0.08571428571428572; 0.8979591836734694; -4.843618084845324; 0.2882832738823451; -0.02371383935901701; 0.003547528276297818 # SF
0.08571428571428572; 0.9183673469387755; -4.986390765301577; 0.2884588472722487; 0.06343338460735197; 0.015062529204324014 # SF
0.08571428571428572; 0.9387755102040817; -5.12819805604535; 0.29310710812558094; -0.2977913345025686; 0.42100393303863487 # SF
0.08571428571428572; 0.9591836734693877; -5.27972110966692; 0.29177212801405483; -0.02001665964129968; 3.4820858801260415 # SF
0.08571428571428572; 0.9795918367346939; -5.442989219615018; 0.2917532614047893; 0.0004243077360786008; 0.0014173832445449226 # SF
0.08571428571428572; 1.0; -5.606254524881209; 0.29175323053958957; -0.0003940116619830881; 2.692785914836921e-7 # SF
0.09285714285714286; 0.0; -0.29555854547745886; 0.24486978614829513; -0.074469227125284; NaN # SF
0.09285714285714286; 0.02040816326530612; -0.35508162876063143; 0.24549972576148432; -0.08386902671798784; 80.24344214456376 # SF
0.09285714285714286; 0.04081632653061224; -0.41511948309720736; 0.24214518620211645; -0.256209162994508; 12.570066020255027 # SF
0.09285714285714286; 0.061224489795918366; -0.479696516856045; 0.24490392306331654; 0.01292082193667637; -21.450074285573514 # SF
0.09285714285714286; 0.08163265306122448; -0.5734869687760502; 0.2318378608930206; 0.09329091290779608; 15.689797030920985 # SF
0.09285714285714286; 0.10204081632653061; -0.6590191725339929; 0.24043003715488676; -0.02160556254109216; -0.8532759870205077 # SF
0.09285714285714286; 0.12244897959183673; -0.7431773465446223; 0.19921924286655857; -0.3404085783889745; 4.346702205609019 # SF
0.09285714285714286; 0.14285714285714285; -0.8295726760195994; 0.2088413867999932; 0.3185866587584623; -0.8955006289024626 # SF
0.09285714285714286; 0.16326530612244897; -0.9521576793976569; 0.0664363798684442; -5.31889579062512e-13; 7.205910540511691 # MI
0.09285714285714286; 0.1836734693877551; -1.0541984957236243; 0.06643637982042572; 5.4015785972082416e-14; 8.921752225853643e-13 # MI
0.09285714285714286; 0.20408163265306123; -1.1562393120495846; 0.06643637977410055; 1.9525095917857434e-14; 7.724931805312067e-13 # MI
0.09285714285714286; 0.22448979591836735; -1.2582801283755431; 0.0664363797220906; 1.1599971477535411e-12; 4.678479825752289e-13 # MI
0.09285714285714286; 0.24489795918367346; -1.360320944701492; 0.06643637975652528; 1.9971394944886902e-14; 2.1760371282568596e-13 # MI
0.09285714285714286; 0.2653061224489796; -1.4623617610274495; 0.0664363796305969; 7.014100378686495e-16; -1.523225989779809e-13 # MI
0.09285714285714286; 0.2857142857142857; -1.5644025773534054; 0.06643637961276583; 2.9599405164626634e-16; -5.004885394990917e-13 # MI
0.09285714285714286; 0.30612244897959184; -1.6664433936793746; 0.06643637960865267; 2.491470351716356e-13; -1.0662581928459345e-12 # MI
0.09285714285714286; 0.32653061224489793; -1.768484210005293; 0.06643637976012373; -8.239647566332723e-14; -1.6429080318341565e-12 # MI
0.09285714285714286; 0.3469387755102041; -1.8705250263274076; 0.06643637918522693; 6.543958129447337e-16; -1.6581402917330744e-11 # MI
0.09285714285714286; 0.3673469387755102; -1.9725658426548378; 0.0664363785507287; 4.2724432145468646e-16; -7.512768185335951e-11 # MI
0.09285714285714286; 0.3877551020408163; -2.0746066589813665; 0.06643637855066564; -5.835204529621203e-17; -5.984102102729608e-14 # MI
0.09285714285714286; 0.40816326530612246; -2.1766474753078975; 0.06643637855056461; 9.533889265344951e-17; -1.0880185641326534e-14 # MI
0.09285714285714286; 0.42857142857142855; -2.278688291634431; 0.0664363785505604; -3.8004387779397365e-16; 4.8960835385969435e-14 # MI
0.09285714285714286; 0.4489795918367347; -2.380729107960962; 0.06643637855056284; -8.578426906553422e-16; 2.1760371282653005e-14 # MI
0.09285714285714286; 0.46938775510204084; -2.482769924287491; 0.06643637855056417; -2.758658634160131e-16; -4.3520742565306086e-14 # MI
0.09285714285714286; 0.4897959183673469; -2.5848107406140195; 0.06643637855056395; -4.755058077119779e-17; -1.0880185641326556e-14 # MI
0.09285714285714286; 0.5102040816326531; -2.6868515569405496; 0.0664363785505655; -1.1414903119429685e-16; -2.176037128265307e-14 # MI
0.09285714285714286; 0.5306122448979592; -2.788892373267084; 0.06643637855056372; -6.791030371889922e-17; 5.440092820663256e-14 # MI
0.09285714285714286; 0.5510204081632653; -2.8909331895936132; 0.06643637855056395; -1.0226664899943783e-15; -1.0880185641326577e-14 # MI
0.09285714285714286; 0.5714285714285714; -2.9929740059201433; 0.06643637855056328; -1.3788495074710849e-15; 3.264055692397951e-14 # MI
0.09285714285714286; 0.5918367346938775; -3.0950148222466773; 0.06643637855056395; 4.4408897956815523e-16; -2.1760371282653024e-14 # MI
0.09285714285714286; 0.6122448979591837; -3.1970556385732056; 0.06643637855056417; 3.33350422204797e-16; -1.0880185641326517e-14 # MI
0.09285714285714286; 0.6326530612244898; -3.2990964548997357; 0.06643637855056461; 9.73623559307463e-16; -2.1760371282653052e-14 # MI
0.09285714285714286; 0.6530612244897959; -3.4008755254374954; 0.06779524695954264; 0.06379106285266656; 0.04709866585628291 # SF
0.09285714285714286; 0.673469387755102; -3.5016672267158664; 0.07981120159267951; 0.19532293867375458; 0.40417665325776697 # SF
0.09285714285714286; 0.6938775510204082; -3.6021090466361048; 0.14014313731119143; -0.41523755486211456; 2.0428794292867 # SF
0.09285714285714286; 0.7142857142857143; -3.7167176713582735; 0.26221930739907306; 0.03584236313436369; 4.897513379557712 # SF
0.09285714285714286; 0.7346938775510204; -3.8389459449009617; 0.2616221879792193; -0.07586869346430244; -0.04084815835662854 # SF
0.09285714285714286; 0.7551020408163265; -3.9616299991080908; 0.2623721064175255; -0.00015819358077970457; 0.05096786253215352 # SF
0.09285714285714286; 0.7755102040816326; -4.084078431682854; 0.2623721275156572; -0.0030207387651686344; 7.727281160854146e-5 # SF
0.09285714285714286; 0.7959183673469388; -4.206038818366795; 0.2632709628289933; -0.1299258912261558; 0.13653894358511137 # SF
0.09285714285714286; 0.8163265306122449; -4.328810666732896; 0.26458329495418464; -0.20208594794700016; 0.20198187387674738 # SF
0.09285714285714286; 0.8367346938775511; -4.468430251725105; 0.2954089294304143; 0.07356335898167612; 4.724752735486441 # SF
0.09285714285714286; 0.8571428571428571; -4.611128516917387; 0.2954530753625073; -0.0736943817849715; -0.0008687458396574234 # SF
0.09285714285714286; 0.8775510204081632; -4.754256321928373; 0.29554676762150955; 0.0007220026160441941; 0.03277011388983577 # SF
0.09285714285714286; 0.8979591836734694; -4.897112794215749; 0.29554755262784105; -0.004286675718139342; 9.555409238136478e-5 # SF
0.09285714285714286; 0.9183673469387755; -5.039964889641805; 0.29555773466818613; 0.015129312548058313; 0.0009554280460479631 # SF
0.09285714285714286; 0.9387755102040817; -5.180232360215665; 0.31100067722236524; -0.5230436066043674; 2.0027426075725607 # SF
0.09285714285714286; 0.9591836734693877; -5.34019429900253; 0.30103710964952235; -0.12053855309218524; 2.044199374009683 # SF
0.09285714285714286; 0.9795918367346939; -5.503646301383794; 0.30041658271667027; 0.02096045098446494; 0.04952740859364758 # SF
0.09285714285714286; 1.0; -5.666938502554925; 0.30039214109257584; 0.00021342633643594425; 0.0015043194995954625 # SF
0.1; 0.0; -0.32191138954692755; 0.24780794815967572; 0.0011657355005663757; NaN # SF
0.1; 0.02040816326530612; -0.38312373812606504; 0.24780588802417136; 0.019053161469535066; 81.63945850257835 # SF
0.1; 0.04081632653061224; -0.4440958265860767; 0.24781337671935977; -0.16029623434310336; 1.737562105276525 # SF
0.1; 0.061224489795918366; -0.5219036363740314; 0.2441195356661463; -0.033344576017303285; 14.285406000287553 # SF
0.1; 0.08163265306122448; -0.601874816872229; 0.24465644084693372; -0.1439183671742453; -0.7212293012451797 # SF
0.1; 0.10204081632653061; -0.685268122576307; 0.2442517344845092; 0.0038248957953149667; 0.6863936264114752 # SF
0.1; 0.12244897959183673; -0.7690257128307909; 0.10821408641973296; 0.25131559184284963; 8.930689287902352 # SF
0.1; 0.14285714285714285; -0.8686556726382567; 0.10382799908487506; -0.23500972432000744; 0.20322477801226257 # SF
0.1; 0.16326530612244897; -0.9734547153565956; 0.0764514779021308; -1.4639911302044805e-13; 1.1630637205235526 # MI
0.1; 0.1836734693877551; -1.0754955316820753; 0.07645147782483042; -8.075867716382618e-15; 1.0336176359181524e-12 # MI
0.1; 0.20408163265306123; -1.1775363480075516; 0.07645147773870375; 1.1198387601164984e-14; 6.201705815508767e-13 # MI
0.1; 0.22448979591836735; -1.279577164333027; 0.07645147765340266; 3.948645597577526e-15; 2.176037128248688e-14 # MI
0.1; 0.24489795918367346; -1.3816179806585085; 0.0764514775750833; 6.494837964780564e-16; -5.657696533446719e-13 # MI
0.1; 0.2653061224489796; -1.483658796972338; 0.07645147679666375; 6.073422783835737e-14; -4.122502339474166e-11 # MI
0.1; 0.2857142857142857; -1.5856996133092531; 0.07645147796054164; 3.8057889121650153e-16; 3.709055285100605e-11 # MI
0.1; 0.30612244897959184; -1.6877404296325258; 0.07645147754395687; -1.7039636959641362e-15; -3.5360603334053017e-12 # MI
0.1; 0.32653061224489793; -1.7897812459532227; 0.07645147648484851; 9.546471852843058e-16; -7.587841466229236e-11 # MI
0.1; 0.3469387755102041; -1.8918220622828192; 0.07645147573030986; 3.253610826851459e-16; -1.0289391561002446e-10 # MI
0.1; 0.3673469387755102; -1.993862878609364; 0.07645147575917788; 3.635859111102547e-16; -1.2512213487525507e-13 # MI
0.1; 0.3877551020408163; -2.095903694935892; 0.07645147575917322; -9.713120915039012e-16; -4.352074256530631e-14 # MI
0.1; 0.40816326530612246; -2.1979445112624263; 0.07645147575917055; -4.756508094594809e-16; 1.2512213487525466e-13 # MI
0.1; 0.42857142857142855; -2.2999853275889572; 0.0764514757591721; 5.197610162057613e-16; -4.352074256530617e-14 # MI
0.1; 0.4489795918367347; -2.4020261439154846; 0.07645147575917322; 3.442346048621654e-16; -3.264055692397958e-14 # MI
0.1; 0.46938775510204084; -2.5040669602420182; 0.07645147575917144; -1.0688306566355389e-16; 3.264055692397953e-14 # MI
0.1; 0.4897959183673469; -2.6061077765685483; 0.07645147575917144; -7.194870604195418e-16; 0.0 # MI
0.1; 0.5102040816326531; -2.7081485928950797; 0.07645147575917144; -5.153239818277487e-16; 0.0 # MI
0.1; 0.5306122448979592; -2.8101894092216106; 0.07645147575917188; 1.2008442207731792e-15; -1.0880185641326517e-14 # MI
0.1; 0.5510204081632653; -2.912230225548139; 0.07645147575917166; -3.00084207879799e-16; 1.0880185641326572e-14 # MI
0.1; 0.5714285714285714; -3.0142710418746717; 0.07645147575917055; 4.365573568986516e-16; 3.2640556923979495e-14 # MI
0.1; 0.5918367346938775; -3.1163118582012035; 0.07645147575917055; 7.807064045300834e-16; -1.0880185641326503e-14 # MI
0.1; 0.6122448979591837; -3.21835152004339; 0.07645586318576658; 0.0033050702171097722; 0.00012778190713888798 # SF
0.1; 0.6326530612244898; -3.320393469581479; 0.07645135627161248; 0.00043882270908453014; -0.000125571552633401 # SF
0.1; 0.6530612244897959; -3.4176663016703346; 0.11582111889758928; -0.32860800620915864; 1.3420001906673367 # SF
0.1; 0.673469387755102; -3.5243710994985453; 0.0790604028545494; 0.08818170238736661; -1.3279070386767935 # SF
0.1; 0.6938775510204082; -3.635282115851422; 0.2654770052799047; -0.15233795054485763; 6.6182267540039055 # SF
0.1; 0.7142857142857143; -3.757978683083931; 0.26824959784832303; 0.0029170113515886286; 0.18620980003373672 # SF
0.1; 0.7346938775510204; -3.880427933495361; 0.2682506496830044; -0.00025577846831084205; 6.583140105065593e-5 # SF
0.1; 0.7551020408163265; -4.002876722901963; 0.26825048151027775; -0.0018185668717649918; 2.6034059992797126e-5 # SF
0.1; 0.7755102040816326; -4.12194236226511; 0.2731995294254752; -0.28991284639287307; 0.701978530508042 # SF
0.1; 0.7959183673469388; -4.247074465850233; 0.2712983579811139; -0.2320989314503098; -0.2757309154328661 # SF
0.1; 0.8163265306122449; -4.379512732500187; 0.3017864639294616; 0.20749461588862209; 4.480941727139628 # SF
0.1; 0.8367346938775511; -4.52279796303848; 0.3028983993575327; -0.047662791015032215; 0.24475951071295668 # SF
0.1; 0.8571428571428571; -4.665732345692333; 0.3029318279138504; -0.0071840840952570794; 0.012649298389553011 # SF
0.1; 0.8775510204081632; -4.808602173513452; 0.3029572545305501; 0.00011579296276537664; 0.0002439889705717269 # SF
0.1; 0.8979591836734694; -4.951445024048907; 0.3029690146119295; -0.01632007247281575; 0.0011976391279677758 # SF
0.1; 0.9183673469387755; -5.09431638781282; 0.3029574268999027; -0.0019596923437181666; -0.0011806529648336573 # SF
